Gene = HEMGN
index = 645
Annotated 5SS: [ 336 2223 8359]
Annotated 3SS: [ 2128  7171 10914]
SMsplice 5SS: [ 336 7254]
SMsplice 3SS: [ 7171 10914]
top_k =  500
Partition function (log Z): -7.407718427180932

Sorted 5' Splice Sites (High to Low Probability):
Position 336: 0.9727952748408286
Position 7254: 0.6725171245664612
Position 2223: 0.4086961126450062
Position 5159: 0.10427481314227484
Position 2385: 0.08116438100476682
Position 8359: 0.07888541883891256
Position 6937: 0.04234740456123206
Position 4336: 0.03427689697395168
Position 6762: 0.03216417422099407
Position 8742: 0.029435449931352355
Position 8383: 0.026550630936386134
Position 6016: 0.02213873315755949
Position 3916: 0.018671417576662883
Position 384: 0.015722432954290638
Position 2424: 0.014522158981971435
Position 569: 0.01423014364897561
Position 2522: 0.013711817111395932
Position 2228: 0.011870567689561259
Position 1207: 0.008379616690958373
Position 9186: 0.006668950075244082
Position 7617: 0.006122772399621715
Position 9978: 0.0056040010066523704
Position 5081: 0.005532401018412823
Position 6727: 0.005003666446746774
Position 11027: 0.0044794186239187584
Position 6011: 0.004141563328511968
Position 1256: 0.00397502508941926
Position 7347: 0.003874066024909888
Position 948: 0.0038380685407539148
Position 3492: 0.003755947147730452
Position 8290: 0.0029836142247456213
Position 1611: 0.002812958931246393
Position 10135: 0.0023743598023159697
Position 3038: 0.0019448633670363638
Position 244: 0.0018728472851572476
Position 2432: 0.0018654615476969743
Position 6079: 0.0013106826370213346
Position 3226: 0.00129901354137066
Position 1260: 0.0009771876721243764
Position 5850: 0.0009230026458668394
Position 1733: 0.0008386663666226979
Position 7377: 0.0007595626795594334
Position 2709: 0.0007048762713117827
Position 931: 0.0006331972471204479
Position 2697: 0.0006239318672072262
Position 4309: 0.0004126260845829049
Position 1883: 0.00022748281610103028
Position 491: 0.00020129186241522076
Position 151: 0.0001545451383576806
Position 1170: 0.00011878944347053066
Position 1072: 8.936925625506809e-05
Position 890: 8.860130206427306e-05
Position 1111: 8.475579053272648e-05
Position 1778: 8.400646210434567e-05
Position 134: 7.631250359771425e-05
Position 149: 7.514513177060002e-05
Position 1352: 7.202211786844182e-05
Position 2283: 4.98902167219125e-05
Position 361: 4.9107885567088026e-05
Position 367: 4.2083518088985914e-05
Position 935: 3.388803951139303e-05
Position 1204: 1.3151789951416956e-05
Position 129: 1.2913633482121733e-05
Position 2188: 6.3000642269418385e-06
Position 2091: 5.744289278956552e-06
Position 65: 4.102315533295472e-06
Position 93: 3.531001256617051e-06
Position 2271: 3.1681298297929506e-06
Position 174: 2.9277291449116444e-06
Position 153: 2.1316694982836095e-06
Position 77: 2.119295356449014e-06
Position 158: 6.807244109850928e-07
Position 99: 6.520479195419085e-07
Position 23: 5.626566812608785e-07
Position 155: 3.915270697053235e-07
Position 58: 2.562685729958453e-07
Position 63: 2.3508117561021396e-07
Position 535: 1.5881002074406513e-07
Position 172: 4.935575021042611e-08
Position 968: 4.91735016955161e-08
Position 566: 2.8740763694437288e-08
Position 96: 2.3266620839054102e-08
Position 222: 1.8586957983927986e-08
Position 500: 1.2130051026402164e-08
Position 181: 5.2485217990243795e-09
Position 983: 1.942956545524995e-09
Position 460: 9.170541279486737e-10
Position 905: 6.839398555281306e-10
Position 851: 1.8753785640205999e-10
Position 542: 1.2668598288705763e-10
Position 894: 1.0923686830585911e-10
Position 216: 2.571770013948969e-11
Position 613: 9.115255695498278e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7171: 0.813915048729027
Position 10914: 0.777741191439486
Position 2128: 0.40173216100162146
Position 4986: 0.10236948846712073
Position 8271: 0.08169991205795632
Position 2362: 0.06798649639095772
Position 1970: 0.040366102556578534
Position 6502: 0.03587924509635906
Position 5953: 0.02807861155063654
Position 8668: 0.02571270927985265
Position 8049: 0.020209616122372473
Position 6522: 0.018635980110251762
Position 4053: 0.018265248666393383
Position 2067: 0.018194421715208763
Position 11236: 0.016944452259335833
Position 10680: 0.0108029712864919
Position 10047: 0.010166811019354906
Position 7136: 0.009533569632870456
Position 1071: 0.009486700274145166
Position 4213: 0.008275344240022943
Position 9877: 0.0077716660187396695
Position 6700: 0.0075114209691947995
Position 7509: 0.0074818528857011155
Position 11131: 0.007464212777250174
Position 9082: 0.007241572835269331
Position 6872: 0.007008833709016509
Position 6633: 0.006975551400456932
Position 8358: 0.006767722590031222
Position 2131: 0.006025147198820742
Position 3759: 0.005690405497839113
Position 6677: 0.005430689106896236
Position 4908: 0.005358337232792773
Position 8480: 0.005230094369604263
Position 524: 0.005050755317534656
Position 3790: 0.004726796021580937
Position 5030: 0.004545815703517152
Position 4210: 0.004263681891338255
Position 4123: 0.004217130358625947
Position 997: 0.0041090318059970885
Position 873: 0.0037520122369137858
Position 8936: 0.0037002774404853445
Position 3777: 0.0036894083166666906
Position 5596: 0.0028473270843076353
Position 9453: 0.0025751990940806133
Position 9548: 0.002323406730170519
Position 2939: 0.0019486552523938442
Position 3391: 0.0018030819842216532
Position 1430: 0.001712596220641534
Position 6607: 0.0017094872927774052
Position 3814: 0.0016804891911755336
Position 3270: 0.0016014988884046721
Position 3762: 0.0015041624744935875
Position 2967: 0.0013828046131591654
Position 3354: 0.0013690586228112499
Position 2339: 0.0012560272386665976
Position 3175: 0.0011222779310560494
Position 2023: 0.0009957678794940868
Position 8007: 0.0007838251948745537
Position 1381: 0.0007024122821977122
Position 7635: 0.0006931866260493384
Position 3837: 0.0006828530983629392
Position 1474: 0.0006616136039469214
Position 3704: 0.000656298187429048
Position 1291: 0.0006394860960197461
Position 666: 0.0005915136132606945
Position 7821: 0.000538873046550375
Position 5910: 0.0005372118576679953
Position 4073: 0.0004134320519582364
Position 8858: 0.0003876570505590247
Position 2497: 0.0003839475881456935
Position 7178: 0.0003733274517199117
Position 7659: 0.0003353616671101351
Position 2471: 0.00028697846445836154
Position 6447: 0.0002672791400316131
Position 2082: 0.0002577500371962161
Position 447: 0.00022661046455381577
Position 9164: 0.00022056553309008365
Position 1916: 0.00020932276263357333
Position 6153: 0.0001871285058883747
Position 7362: 0.00018329746737405687
Position 1092: 0.0001591766260435743
Position 4389: 0.00015756573829089985
Position 2722: 0.00014768763559589414
Position 433: 0.00013962678552783186
Position 460: 0.0001390223818461939
Position 1498: 0.00013784029668493595
Position 1559: 0.00012237819876666396
Position 1349: 0.00011743292592984633
Position 5486: 0.00011503918191665884
Position 7791: 0.0001096932649702139
Position 7551: 0.00010458555613651465
Position 1598: 9.971602461463298e-05
Position 5592: 9.268707304226155e-05
Position 1766: 8.340453125413163e-05
Position 2992: 8.088665722843308e-05
Position 4820: 7.926877152251585e-05
Position 500: 7.569319829629615e-05
Position 851: 7.306245260480341e-05
Position 1672: 6.174005703738004e-05
Position 2027: 5.853979277950003e-05
Position 4805: 5.1959787313383686e-05
Position 4147: 4.9465198515201925e-05
Position 6236: 4.7739653091775015e-05
Position 1990: 4.605930111174432e-05
Position 771: 4.497973585587924e-05
Position 3665: 4.454725026873142e-05
Position 252: 4.404062893311702e-05
Position 633: 4.320373057560247e-05
Position 1691: 3.5290271721174426e-05
Position 239: 3.280823317310249e-05
Position 3115: 3.2074065279006205e-05
Position 2950: 2.965587724248818e-05
Position 201: 2.7910651188760716e-05
Position 2754: 2.7278388709502722e-05
Position 208: 2.676800363272335e-05
Position 1306: 2.672170278424088e-05
Position 2159: 2.6436424824189525e-05
Position 4864: 2.5521292044157587e-05
Position 1814: 2.5366122565742238e-05
Position 226: 2.4552815149065125e-05
Position 3719: 2.4460965627150363e-05
Position 1253: 2.283833849563771e-05
Position 3111: 2.2500938256274447e-05
Position 1233: 2.0887769939167288e-05
Position 1708: 1.7237319853293778e-05
Position 741: 1.3653177588710797e-05
Position 317: 1.1635562054947886e-05
Position 1600: 1.1395560633959069e-05
Position 1633: 1.1149001520748315e-05
Position 1170: 1.0106052187823962e-05
Position 2818: 9.537393983404846e-06
Position 551: 7.085934598339695e-06
Position 222: 6.545511418085e-06
Position 1983: 6.237742473261537e-06
Position 3868: 5.9747534822834e-06
Position 1434: 5.349119372087411e-06
Position 289: 4.740193362468915e-06
Position 335: 4.635783605135094e-06
Position 905: 4.200707166931258e-06
Position 1351: 4.035749408747255e-06
Position 947: 3.967944871182261e-06
Position 172: 3.7951069748931276e-06
Position 887: 2.786855764150551e-06
Position 2147: 2.6901069665792663e-06
Position 271: 2.5873310321670846e-06
Position 320: 2.505650363032925e-06
Position 2091: 2.401132662101354e-06
Position 1255: 2.3851352684894795e-06
Position 2267: 2.338417232462074e-06
Position 613: 2.172114953353568e-06
Position 818: 2.077452427321327e-06
Position 243: 1.6735144000754637e-06
Position 455: 1.5544050608330478e-06
Position 236: 1.227931243600984e-06
Position 298: 1.2049136719858437e-06
Position 1882: 1.1521089616776464e-06
Position 1872: 9.496844261115549e-07
Position 2006: 9.017903433667126e-07
Position 1818: 7.252882345072246e-07
Position 1922: 7.227680088776876e-07
Position 1800: 5.541661730755814e-07
Position 2286: 5.130961521311122e-07
Position 2283: 4.0731494020394625e-07
Position 1329: 1.586359608459072e-07
Position 1437: 1.5611284566220465e-07
Position 2408: 1.5012252844409565e-07
Position 2521: 9.007670310247544e-08
Position 2231: 5.0387782137755725e-08
Position 1023: 1.2489938929938003e-09
Position 1029: 1.1061373166690962e-09
Position 792: 7.135496250442448e-10
Position 743: 6.290834230169189e-10
Position 684: 6.013423130785674e-10
Position 1044: 5.042852920043946e-10
Position 1051: 4.15078452437621e-10
Position 1027: 3.708895500923937e-10
Position 1035: 3.692993656713382e-10
Position 566: 2.7816356424236274e-10
Position 178: 1.5779276389828224e-10
Position 797: 1.328734779442802e-10
Position 355: 1.2899282746505562e-10
Position 322: 1.2108746450388105e-10
Position 674: 8.664493711881236e-11
Position 256: 8.092278258837828e-11
Position 912: 4.19480513694197e-11
Position 553: 4.175068624952469e-11
Position 927: 3.1776546972022085e-11
Position 375: 1.3794450032952e-11
