Gene = PPP2R4
index = 1063
Annotated 5SS: [   83   682  9661 12189 18161 20690 23945 25646 26743 31603]
Annotated 3SS: [  521  9562 12101 18034 20571 23844 25520 26641 31494 36436]
SMsplice 5SS: [  682  9661 12189 18161 20690 23945 25646 26520 26743 31603]
SMsplice 3SS: [ 9562 12101 18034 20571 23844 25520 26404 26641 31494 37564]
top_k =  500
Partition function (log Z): 4.50478546896665

Sorted 5' Splice Sites (High to Low Probability):
Position 12189: 0.9967268029304103
Position 31603: 0.9956421693925503
Position 682: 0.9815818290348718
Position 20690: 0.8927800088397334
Position 23945: 0.841835496391353
Position 26743: 0.8159333276346944
Position 18161: 0.809085853092251
Position 25646: 0.6658490244157954
Position 26520: 0.5156062834985389
Position 9661: 0.4712608505167872
Position 8192: 0.3288928925985972
Position 20496: 0.30589222669730715
Position 9730: 0.26719194875520086
Position 28700: 0.2274450366878007
Position 20286: 0.21754348517402988
Position 18142: 0.16072024118923017
Position 21532: 0.12544852822445382
Position 16056: 0.11479244856469734
Position 2287: 0.09515508689752138
Position 17119: 0.09149795155674975
Position 20232: 0.08556988760257186
Position 31228: 0.08539655478103297
Position 25661: 0.08371332648550416
Position 13851: 0.08001848434970839
Position 83: 0.07823678296954009
Position 10293: 0.07202216869735473
Position 22402: 0.05878558449498398
Position 9679: 0.05348320688607865
Position 29594: 0.05285497403053708
Position 26756: 0.05012675764878489
Position 26723: 0.047440324131075545
Position 22644: 0.04572724054226484
Position 23270: 0.03651705627597766
Position 4642: 0.036144800642614834
Position 16483: 0.035759446338015054
Position 4189: 0.03517268100837659
Position 30969: 0.03479841368347377
Position 15489: 0.031129510483662245
Position 29202: 0.02816464843982961
Position 1262: 0.021580589010730733
Position 18427: 0.021385117962059566
Position 26412: 0.019720770830341138
Position 9095: 0.01883452480171735
Position 26928: 0.018177570874805368
Position 8966: 0.017778092855403105
Position 29845: 0.015711118985797204
Position 32524: 0.014573081239646726
Position 19721: 0.014483423545135807
Position 332: 0.013082074883908761
Position 25934: 0.012188910041631586
Position 33259: 0.012021659608876611
Position 11927: 0.011222041159340787
Position 13582: 0.010676067423240617
Position 198: 0.009938524310823897
Position 31133: 0.009797904763590387
Position 22777: 0.0093400973886737
Position 717: 0.008872711825064812
Position 32240: 0.008793276647660707
Position 23237: 0.008034039319493673
Position 30497: 0.008014749241219522
Position 7933: 0.007966182718104483
Position 4602: 0.006806490290391822
Position 24854: 0.006751872540678155
Position 35690: 0.006679731663809929
Position 26357: 0.0062532472147861055
Position 25919: 0.006141352086075763
Position 28672: 0.006080703948093867
Position 29441: 0.005950468742808564
Position 17282: 0.005911725949318883
Position 26348: 0.005841308311395076
Position 89: 0.005170738187141209
Position 16604: 0.00508935595445912
Position 27969: 0.005054388026659648
Position 18115: 0.004331811830260787
Position 33265: 0.004237937136501084
Position 13227: 0.00412120175263868
Position 32261: 0.003905558650198888
Position 20480: 0.0037242179233564895
Position 6240: 0.00370796283977451
Position 9017: 0.00367248325717606
Position 24821: 0.003660662395246448
Position 8325: 0.003419763483860629
Position 12248: 0.003273197069586278
Position 15510: 0.002920318720309578
Position 10678: 0.002845573649571478
Position 27058: 0.0028036605889925066
Position 16083: 0.002787759808265674
Position 23934: 0.002541686349429905
Position 16078: 0.0024648415711505303
Position 32602: 0.0023858258397040258
Position 23980: 0.0022883235353065847
Position 33072: 0.0021396096179486235
Position 224: 0.002135190466976895
Position 4367: 0.0019612550513457725
Position 32063: 0.0018807938653862143
Position 32584: 0.0018773019048279297
Position 14307: 0.001656691103203411
Position 1287: 0.0016528135072774739
Position 24230: 0.0015947838301328485
Position 1933: 0.0015848289333440513
Position 842: 0.0015271847344781855
Position 1466: 0.0012652068949584301
Position 27032: 0.0012230573781467874
Position 18797: 0.0011359074539907827
Position 8150: 0.0010896145702844007
Position 23965: 0.0010833247251404994
Position 2852: 0.0009967144292105494
Position 34928: 0.0007411941506296159
Position 29: 0.0007268697259917614
Position 4562: 0.0005942741812994103
Position 192: 0.0005746397731942994
Position 4639: 0.0005279425576231996
Position 32024: 0.0005076615962203838
Position 227: 0.00048006069238595676
Position 408: 0.000387685402692748
Position 320: 0.00029574690646156385
Position 14729: 0.00028359048982755635
Position 585: 0.00028219305483332763
Position 114: 0.000264056612359693
Position 21247: 0.00023445474159942845
Position 21239: 0.00021200243709980316
Position 1004: 0.0001246205832869254
