Gene = MBLAC2
index = 820
Annotated 5SS: [930]
Annotated 3SS: [13215]
SMsplice 5SS: [893]
SMsplice 3SS: [14492]
top_k =  500
Partition function (log Z): -16.536837618446075

Sorted 5' Splice Sites (High to Low Probability):
Position 893: 0.3704131359213071
Position 578: 0.26386704920546705
Position 1635: 0.20286350558632038
Position 1399: 0.16644634075047524
Position 930: 0.1618608205668324
Position 493: 0.13602337485317434
Position 269: 0.12952943436357192
Position 299: 0.02384411542444728
Position 208: 0.02243412801388196
Position 62: 0.01637065257172916
Position 295: 0.015165441352865544
Position 188: 0.01167701650491951
Position 851: 0.01160531752006679
Position 58: 0.010887372050735289
Position 519: 0.005106511226940266
Position 848: 0.004698347061440579
Position 602: 0.0033642192133826647
Position 38: 0.002299011202654969
Position 408: 0.0019785551435001257
Position 599: 0.0018156038131286142
Position 902: 0.0015622416701053508
Position 3018: 0.0013318215612087864
Position 970: 0.0003981165056286104
Position 231: 0.00031269262852071756
Position 1695: 0.0002960134147653392
Position 1629: 0.00028313494664558136
Position 69: 0.00011511511378986837
Position 505: 0.00010145903569423493
Position 185: 6.015823568446221e-05
Position 131: 4.571967728476695e-05
Position 143: 4.550113320430995e-05
Position 423: 4.124679533593157e-05
Position 550: 3.199153073225247e-05
Position 410: 2.71010499391174e-05
Position 171: 2.4181605397850416e-05
Position 478: 1.914525803822973e-05
Position 490: 7.276729177862753e-06
Position 120: 6.519372193115141e-06
Position 401: 4.539942487379046e-06
Position 824: 9.154745806296187e-07
Position 412: 6.18491016097826e-08
Position 160: 4.961744237279114e-08
Position 225: 2.5939684768014767e-08
Position 106: 3.0950799808213334e-10
Position 305: 1.584491209816447e-11
Position 540: 1.3070176736470109e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14492: 0.5939954451384787
Position 667: 0.20561955182453082
Position 1571: 0.17699457803827245
Position 1291: 0.1481444195832907
Position 10210: 0.08633283593659807
Position 1271: 0.054699039606202086
Position 2043: 0.03831994518828059
Position 9823: 0.029372690573835892
Position 10850: 0.027917084351797124
Position 4568: 0.024592712563174288
Position 8757: 0.023356656840603087
Position 13215: 0.020255269337879606
Position 8106: 0.016386849119956918
Position 377: 0.016198631300438315
Position 3106: 0.013590392777645146
Position 7641: 0.008420373161940078
Position 474: 0.008224834318023561
Position 5746: 0.007079900138953287
Position 2926: 0.007015379588165387
Position 1480: 0.006843072983114879
Position 7503: 0.005584961374082433
Position 5063: 0.004128626042480984
Position 2603: 0.0033738752367254233
Position 2954: 0.0033066036472585597
Position 757: 0.0031637782156582746
Position 1373: 0.0025648447152585747
Position 419: 0.002564607591637626
Position 3208: 0.002362972813818292
Position 925: 0.0018637154410018036
Position 1048: 0.00173355607809625
Position 2902: 0.0016716174657666367
Position 1591: 0.0016187668780323656
Position 1894: 0.001557371862380168
Position 843: 0.0014078668734709085
Position 4417: 0.0013719407243724781
Position 1484: 0.001341503686132299
Position 4113: 0.0012453882740802971
Position 595: 0.0012359196974876894
Position 1007: 0.0011865620969402917
Position 3880: 0.001043922096133164
Position 2099: 0.0009440079629325956
Position 3065: 0.0009334421617325477
Position 536: 0.0009064182076751055
Position 2647: 0.0007934938550939114
Position 1193: 0.0007122603832262921
Position 1248: 0.0006794642529016462
Position 5790: 0.0006232489336749138
Position 1125: 0.0006015131139054026
Position 160: 0.0004984354939174141
Position 5097: 0.0004520308125463903
Position 964: 0.0003897110222594483
Position 177: 0.0002678764381003397
Position 1216: 0.0002468238727731226
Position 1762: 0.00022311311568983078
Position 401: 0.00020534460189235287
Position 614: 0.00015239133134080802
Position 1543: 0.00012048926617146714
Position 1659: 0.00010020016790894038
Position 1148: 8.01834240162803e-05
Position 239: 7.629438790741317e-05
Position 395: 6.484185570410885e-05
Position 381: 6.287342563900864e-05
Position 512: 4.3384194646794895e-05
Position 505: 3.4523254539994396e-05
Position 773: 2.44120368521081e-05
Position 1172: 1.8368998705151118e-05
Position 1421: 1.1811682187425762e-05
Position 630: 3.7824682794612476e-06
Position 490: 2.1583036076510937e-06
Position 293: 1.4769848222780329e-06
Position 267: 1.1939425298100552e-06
Position 550: 5.875578550400549e-07
Position 143: 4.6643668541666417e-07
Position 674: 2.7615585519714634e-07
Position 211: 1.1389547528165819e-08
Position 676: 6.942189901242048e-09
Position 201: 1.4283783419298974e-10
