Gene = UTS2
index = 1543
Annotated 5SS: [ 125  531 2620 3792]
Annotated 3SS: [ 507 2508 3747 5548]
SMsplice 5SS: [ 125 2620]
SMsplice 3SS: [2508 3852]
top_k =  500
Partition function (log Z): -8.599163025069316

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.875748032644486
Position 2620: 0.6060684505099584
Position 531: 0.37902056771339604
Position 3792: 0.2800243772365874
Position 2897: 0.2264460743612715
Position 2696: 0.06039493667826239
Position 1865: 0.02920146089918613
Position 3009: 0.026647702073382833
Position 4518: 0.020863281765635806
Position 796: 0.01879967003855912
Position 1893: 0.00963148714943608
Position 2878: 0.006722848737720246
Position 1787: 0.002578519794080518
Position 1432: 0.0022606085898959484
Position 2339: 0.0020060710010255936
Position 1550: 0.0017134006237448493
Position 2062: 0.001710976072942149
Position 5359: 0.0012720792051646318
Position 4663: 0.0011913085653072813
Position 2429: 0.0009535453954383256
Position 2587: 0.00039223168063256647
Position 1045: 0.00032603343301333985
Position 1002: 0.00024656822550423834
Position 255: 0.00015330936537002202
Position 324: 0.00013829716887529882
Position 204: 0.0001097822489523432
Position 348: 9.032242744187009e-05
Position 430: 5.758644342939095e-05
Position 62: 3.289155862337487e-05
Position 739: 1.4876618815741763e-05
Position 12: 1.1293880856313077e-05
Position 2819: 1.104186589038309e-05
Position 2865: 1.0056785270551636e-05
Position 319: 8.673328996305918e-06
Position 555: 5.749800574317442e-06
Position 702: 5.071015845615423e-06
Position 372: 1.954779537337057e-06
Position 705: 1.494032903959421e-06
Position 1123: 1.3788939114222227e-06
Position 379: 1.3180653627017626e-06
Position 184: 9.12502229951531e-07
Position 129: 6.900948363582702e-07
Position 161: 6.238134436351659e-07
Position 594: 5.68352488928837e-07
Position 450: 2.899255279441152e-07
Position 419: 2.8502476038767454e-07
Position 1774: 2.4807637911630093e-07
Position 33: 1.4071989381358485e-07
Position 215: 1.9942512274707838e-08
Position 226: 1.964436642902663e-08
Position 781: 1.6609407411603183e-09
Position 410: 2.8977394880780737e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2508: 0.6157122594623246
Position 3747: 0.2631360894051099
Position 464: 0.21765963844371475
Position 5482: 0.16166816410707416
Position 2793: 0.14316662075786685
Position 2790: 0.1282585363728569
Position 3852: 0.11807238064437275
Position 5548: 0.11676535474872908
Position 4999: 0.11638355587540462
Position 1773: 0.06616001662572868
Position 2690: 0.05478399815809831
Position 2982: 0.049969138274665266
Position 3695: 0.043404139648187755
Position 4367: 0.0371468890376776
Position 2643: 0.03451639882454441
Position 2360: 0.03350767001759468
