Gene = ISPD
index = 720
Annotated 5SS: [   257  15262  45231 112800 119902 143194 162403 162933 205257]
Annotated 3SS: [ 14984  45080 112694 119855 143095 162309 162839 205124 329522]
SMsplice 5SS: [   257   8599  15262  38372  44983  45231  63501  71836  73647  85763
  95644  96322 112800 143018 143194 162403 162933 188880 205257 210970
 238521 283096 302302 308302 320805 325785]
SMsplice 3SS: [  8474  14984  38275  44775  45080  63408  71614  73520  85645  95538
  96282 112694 142857 143095 162309 162839 188753 205124 210822 238411
 282982 301946 308184 320731 325641 331166]
top_k =  500
Partition function (log Z): -164.32631078750347

Sorted 5' Splice Sites (High to Low Probability):
Position 8599: 0.6978458929551052
Position 257: 0.5802086860375396
Position 936: 0.4189881208780504
Position 164: 0.15646703672112175
Position 15262: 0.12188458843110384
Position 8017: 0.10053523024154033
Position 13144: 0.05685143714496225
Position 2781: 0.056672099540388286
Position 7424: 0.04250634653555395
Position 8032: 0.040626550825318346
Position 2817: 0.038474210854972705
Position 645: 0.02391667386558465
Position 8652: 0.010840396198715397
Position 3238: 0.0039030886932381235
Position 2363: 0.002993445917653751
Position 493: 0.002180400808458494
Position 2615: 0.0020638492960617103
Position 2137: 0.001935152635033644
Position 8097: 0.0013563424157143676
Position 3610: 0.001081306966814172
Position 4750: 0.0010720270526999927
Position 711: 0.0010274957527195874
Position 737: 0.001001038731109837
Position 7092: 0.0008727085738811633
Position 1939: 0.00043719914388874726
Position 672: 0.00019858974881096928
Position 661: 0.0001522004028589344
Position 58: 0.00013980222808340664
Position 676: 9.677990096954534e-05
Position 539: 5.617204843155866e-05
Position 284: 4.6615595998990645e-05
Position 649: 2.8350750962948308e-05
Position 1276: 2.618313188565271e-05
Position 589: 2.3216821055369156e-05
Position 43: 2.1684999212626687e-05
Position 183: 1.8635322690372822e-05
Position 633: 1.4774548771902311e-05
Position 419: 1.115679500678862e-05
Position 147: 8.747640527152822e-06
Position 1523: 3.0914787974197396e-06
Position 531: 2.77132636159922e-06
Position 560: 1.566810954129612e-06
Position 1974: 1.5655727176440764e-06
Position 598: 1.377439921030625e-06
Position 642: 1.302633177341482e-06
Position 514: 1.0780474109497157e-06
Position 606: 8.86972699830821e-07
Position 149: 4.849263381984174e-07
Position 371: 5.5873851533497736e-08
Position 55: 2.583781956978604e-08
Position 1053: 1.6492470445169525e-08
Position 983: 1.3667139334036508e-08
Position 811: 8.457962703076351e-09
Position 102: 6.370620948698171e-09
Position 975: 4.70062220043075e-09
Position 496: 3.6682872844450492e-09
Position 907: 3.5006914608693128e-09
Position 1089: 2.9928433168686686e-09
Position 138: 2.652191405385956e-10
Position 391: 1.1223776893948438e-12
Position 476: 1.6075123472914935e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8474: 0.6165557948695132
Position 14984: 0.4247592412929275
Position 16511: 0.19529615349977292
Position 831: 0.15035777935443395
Position 8372: 0.10555134393387351
Position 7648: 0.09812230069775897
Position 9673: 0.09208041492328789
Position 12955: 0.08858190844419453
Position 7951: 0.08821580197786806
Position 11749: 0.0762572288753348
Position 12788: 0.0701632815081451
Position 2703: 0.04939167798113029
Position 2661: 0.030900634298002758
Position 409: 0.026675935694405014
Position 7369: 0.024805641928297047
Position 8195: 0.021348644166493708
Position 7271: 0.020379655961521588
Position 4164: 0.015090536199872029
Position 11541: 0.01425887616653541
Position 14470: 0.013512269096643307
Position 11908: 0.01268536309185984
Position 11311: 0.010647734293604195
