Gene = IL17RD
index = 690
Annotated 5SS: [  215 45120 50684 55183 55839 59266 59519 61034 62285 62897 64197 67780]
Annotated 3SS: [45061 50557 55063 55717 59220 59366 60967 62229 62785 64011 66836 68869]
SMsplice 5SS: [  215 45120 50684 55183 55839 59519 60295 61034 62285 62897 66946]
SMsplice 3SS: [45061 50557 55063 55717 59366 60239 60967 62229 62785 66836 72304]
top_k =  500
Partition function (log Z): -40.973998965151495

Sorted 5' Splice Sites (High to Low Probability):
Position 215: 0.7315819876594439
Position 6460: 0.5333291743586449
Position 450: 0.24483185340966943
Position 8512: 0.16580744057879157
Position 8601: 0.0754877644425125
Position 3938: 0.05859858591279294
Position 7576: 0.05824048790424844
Position 8553: 0.03489204611618656
Position 13161: 0.03474777001453468
Position 3458: 0.033516563595513325
Position 13629: 0.026787529659640447
Position 3713: 0.02081970933000534
Position 3383: 0.02014818923405933
Position 175: 0.018766324219499003
Position 10696: 0.012368442665262169
Position 1020: 0.007478772789355837
Position 6341: 0.006924175255219986
Position 910: 0.006027971037494932
Position 3227: 0.0048438598611670524
Position 1932: 0.004737890849534593
Position 6223: 0.004539034736111324
Position 3322: 0.003718148641799052
Position 2936: 0.003619905210143442
Position 938: 0.003380426944481805
Position 1134: 0.003108793840852215
Position 831: 0.0029936067235671053
Position 276: 0.002220425001219131
Position 895: 0.001673726830296903
Position 1182: 0.0015963189509252734
Position 1842: 0.0012679469627606102
Position 915: 0.0012574627898747194
Position 6061: 0.000984562037060975
Position 1312: 0.0009201166522403894
Position 488: 5.718522594329308e-05
Position 1937: 4.85160014542058e-05
Position 625: 4.6818242451238635e-05
Position 2440: 4.222737930040463e-05
Position 2502: 3.812694539505211e-05
Position 324: 3.6742612240687904e-05
Position 1962: 3.451055689461526e-05
Position 3317: 2.3700759821982578e-05
Position 3090: 6.353155478561089e-06
Position 128: 5.7319028922369135e-06
Position 601: 4.309772627722667e-06
Position 808: 2.687593944995644e-06
Position 468: 1.4716288224584604e-06
Position 233: 1.079223300560179e-06
Position 721: 8.458524263738451e-07
Position 341: 6.840695970057531e-07
Position 161: 4.536523444237436e-07
Position 865: 1.752729483258471e-07
Position 204: 1.6626223272757558e-07
Position 368: 9.06803200291154e-08
Position 386: 7.782561787678432e-08
Position 1001: 4.653888331817302e-08
Position 563: 4.189056397605426e-08
Position 644: 1.3867968601227432e-08
Position 438: 7.663377170520555e-09
Position 308: 6.879894117258328e-09
Position 565: 1.0099025109785762e-09
Position 436: 9.866710104029005e-10
Position 388: 2.452746156128177e-10
Position 825: 4.080992012938904e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13521: 0.4790667346374048
Position 6424: 0.4086288661367379
Position 8426: 0.18873628470670498
Position 6391: 0.09483103384728463
Position 12793: 0.09317409349148134
Position 8311: 0.07656283751520827
Position 5992: 0.07329596334104387
Position 14703: 0.06849903075194445
Position 7439: 0.057524250508902953
Position 10418: 0.05034217222020042
Position 6307: 0.048762469760656756
Position 3198: 0.046042264243209
Position 11869: 0.04500688970419334
Position 9253: 0.041017091767593224
Position 14878: 0.03616436411004643
Position 13843: 0.034971474063744436
Position 8357: 0.03192571749496058
Position 3854: 0.027706597444204364
Position 3836: 0.02418121853680492
Position 11821: 0.0230637357920049
Position 3565: 0.015783405836690117
Position 5073: 0.010804904024553717
Position 8080: 0.009909067052927715
Position 813: 0.009340769153949763
Position 3345: 0.008618212648981506
Position 11990: 0.00848345057230792
Position 7461: 0.008427450859349712
Position 10185: 0.007359777528366772
Position 830: 0.007245336363636317
Position 12704: 0.004556579561608306
Position 1873: 0.004540580511278442
Position 12282: 0.0044234930093025975
Position 3164: 0.00401483196858448
Position 1085: 0.003329460618405602
Position 11919: 0.0032796820344948192
Position 4173: 0.0031139061471488023
Position 7369: 0.003067006076223167
Position 4090: 0.0029442272221361474
Position 2831: 0.00274313858732357
Position 3669: 0.00263648370841588
Position 721: 0.002571040941939422
Position 3523: 0.002498774196940031
Position 3739: 0.0024125847754011037
Position 724: 0.002307081013625937
Position 3180: 0.0022055630537702008
Position 8117: 0.002173991184691693
Position 3382: 0.0020190584382657945
Position 2075: 0.0019957383221682547
Position 7948: 0.0019171282649821418
Position 3712: 0.0019106760730152272
Position 1041: 0.0016941842208566208
Position 2302: 0.001588400524634339
Position 1703: 0.0015453809411452488
Position 2387: 0.0014844288127478385
Position 556: 0.001352989348943587
Position 5206: 0.0013043202899529135
Position 6025: 0.0012983812721398898
Position 5130: 0.0012669418432801063
Position 10251: 0.001259059342424708
Position 3217: 0.0010851773243104555
Position 3254: 0.0009769487710054273
Position 3498: 0.0009602523974865524
Position 644: 0.0009333018706532151
Position 2770: 0.000932862616618957
Position 3445: 0.000922952655251235
Position 1660: 0.0009140232551408169
Position 1841: 0.0009129162665594056
Position 888: 0.000863736680172746
Position 6945: 0.000814757737115659
Position 2789: 0.0007995859119040559
Position 2680: 0.0007847980171461968
Position 9054: 0.000770355730985866
Position 6568: 0.0007201934746189233
Position 4409: 0.0007035529930274126
Position 4152: 0.0006545126235479241
Position 3591: 0.000612248991466899
Position 2501: 0.0005974212545750146
Position 5910: 0.0005838329587822632
Position 4846: 0.0004860113396035592
Position 5127: 0.00047493402423003626
Position 3625: 0.000473735326745425
Position 3457: 0.00046369628728809467
Position 4469: 0.0004381967901515058
Position 7968: 0.0004375767154504538
Position 1198: 0.00037188085672663787
Position 3266: 0.000370975273670499
Position 2192: 0.000368426816060129
Position 1450: 0.00034973226101418683
Position 3287: 0.00029677360227319205
Position 2563: 0.00027104045346693534
Position 3068: 0.0002447394962140293
Position 2102: 0.00022447503345313875
Position 4900: 0.00021499081256434253
Position 4710: 0.00018182680992325634
Position 865: 0.00016607870783164289
Position 4341: 0.00015023900798403697
Position 5666: 0.00014933649963391144
Position 4925: 0.00014884057638186112
Position 1599: 0.00011154944413396714
Position 3994: 0.00011079402419441531
Position 2170: 0.0001051390016183458
Position 4316: 0.00010482958134384936
Position 4504: 8.146516833903619e-05
Position 4449: 8.132670090473186e-05
Position 2428: 7.256468757124047e-05
Position 1619: 3.8341183082599914e-05
Position 1115: 3.282258971149959e-05
Position 2038: 2.4946744332948004e-05
Position 1411: 2.3006590789089104e-05
Position 1807: 7.798413631405911e-06
Position 1771: 3.599145390013138e-06
Position 1746: 3.5382000149506366e-06
Position 966: 3.0840555331111644e-06
Position 3035: 2.1896830264887838e-06
Position 1706: 1.7908051508871117e-06
Position 1822: 8.5277208876489e-07
Position 792: 5.804741281599106e-07
Position 1757: 5.792887093296493e-07
Position 914: 4.408404301576875e-07
Position 1724: 1.7780758447708742e-07
Position 923: 1.2927635882256555e-07
Position 661: 1.1846104223774479e-08
Position 985: 9.794075725895259e-09
Position 945: 2.1202266317062444e-09
