Gene = MIIP
index = 843
Annotated 5SS: [   87  2375  2977  3452  9676  9816 10429 10659 11938]
Annotated 3SS: [ 2178  2628  3366  9566  9756 10298 10561 11799 12255]
SMsplice 5SS: [   87  2375  2977  3452 10429 10659 11938]
SMsplice 3SS: [ 2178  2628  3366 10298 10561 11799 12255]
top_k =  500
Partition function (log Z): 9.072642369815302

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.9979643130256641
Position 10429: 0.9914594527116594
Position 3452: 0.9909644328199567
Position 10659: 0.967235973028989
Position 11938: 0.9433907453084686
Position 2977: 0.7026332040212089
Position 9816: 0.500248726171785
Position 2375: 0.41693661958512274
Position 9676: 0.3580459348514989
Position 11492: 0.2296587473489459
Position 2350: 0.21836793867409596
Position 9657: 0.08635212751171217
Position 9182: 0.08399680617213214
Position 9128: 0.06921066287513183
Position 11497: 0.06369506926556139
Position 12294: 0.051099899421458664
Position 7335: 0.03564372146023639
Position 9696: 0.033741685775305286
Position 11069: 0.0319287735957595
Position 10827: 0.018556532519854375
Position 3270: 0.014407878951324643
Position 8726: 0.01402323136561673
Position 11009: 0.011778557073964935
Position 11447: 0.011406841130877931
Position 999: 0.011378302218643001
Position 2323: 0.011219896332682442
Position 9902: 0.011134525742630644
Position 11528: 0.010891075926655338
Position 7287: 0.010819729227770697
Position 7374: 0.01024590337854299
Position 594: 0.00921846561149608
Position 6359: 0.009095101692797869
Position 11435: 0.008272075046222868
Position 959: 0.008229526108496294
Position 11213: 0.007789748982742527
Position 2724: 0.007136364398726243
Position 2327: 0.0070968196573370605
Position 11344: 0.007009436243779939
Position 10760: 0.0064730449534697275
Position 11294: 0.006394550711331749
Position 11251: 0.005940409828603913
Position 509: 0.0054208258542041005
Position 8313: 0.004132659949436129
Position 12307: 0.0038852424030051584
Position 1015: 0.003569886429358445
Position 3144: 0.003327831605268306
Position 12028: 0.00326248283104464
Position 10684: 0.0032539725181036875
Position 4909: 0.0032097473899008883
Position 2578: 0.002922606400048934
Position 531: 0.0026936296002410065
Position 2179: 0.002482523248023547
Position 11485: 0.0024732219297332356
Position 11690: 0.002430284732461561
Position 2582: 0.0023762966737828346
Position 3099: 0.00231469790958634
Position 1746: 0.002260058683676205
Position 2733: 0.0022530968627475717
Position 11665: 0.002247446298204343
Position 11657: 0.0022053164081615477
Position 518: 0.002138860570627967
Position 11669: 0.0016464358225285502
Position 11768: 0.001383911166193752
Position 2342: 0.001215885549790411
Position 12466: 0.0011503873353701996
Position 913: 0.0010144589275957751
Position 188: 0.0009409689891291632
Position 1319: 0.0008402511029046469
Position 10353: 0.0007443265402632208
Position 2264: 0.0006988499980642102
Position 8778: 0.0006950022094440254
Position 12187: 0.0003843930300133468
