Gene = TMCO4
index = 1408
Annotated 5SS: [    63   1781  12892  19338  28610  29376  44284  52755  53462  54386
  59141  60094  62546  99150 105484]
Annotated 3SS: [  1701  12799  19150  28434  29347  44150  52656  53317  54265  58975
  59956  62460  99031 105365 116472]
SMsplice 5SS: [    63    744  12892  14512  19338  33002  44284  52755  53462  59141
  60094  62546  99150 105484]
SMsplice 3SS: [   567  12799  14413  19150  32902  44150  52656  53317  58975  59956
  62460  99031 105365 116472]
top_k =  500
Partition function (log Z): -46.19846909084377

Sorted 5' Splice Sites (High to Low Probability):
Position 12892: 0.9991943322640378
Position 14512: 0.8544820265021196
Position 63: 0.7348502832607297
Position 21145: 0.6995336007932329
Position 6486: 0.5431230400879457
Position 19338: 0.4996250567659334
Position 19541: 0.4582498524197765
Position 744: 0.43536142598896443
Position 6763: 0.4082554985315631
Position 8387: 0.34577282211148
Position 13795: 0.3228373501308686
Position 4747: 0.3210307054444999
Position 2615: 0.2678385172009967
Position 434: 0.2584058786450296
Position 8216: 0.25604263685576883
Position 9218: 0.24160218691229263
Position 749: 0.23915732600256384
Position 3600: 0.1835717033987148
Position 29526: 0.13911183482411937
Position 16208: 0.12048779395135185
Position 29376: 0.1076629144159251
Position 1781: 0.09457328441853843
Position 26853: 0.07590804725132677
Position 19076: 0.06909235559891427
Position 8144: 0.06402316065674753
Position 1847: 0.06309432302407654
Position 724: 0.05746076230515672
Position 1310: 0.04184128564409594
Position 29518: 0.04137407645222396
Position 20622: 0.037717429397160655
Position 9680: 0.03106151290799812
Position 8197: 0.02901372021084898
Position 20249: 0.02481468972133107
Position 2537: 0.02105248542321034
Position 20235: 0.02027575130317727
Position 2741: 0.019290935291423436
Position 280: 0.017247300272218113
Position 9990: 0.01716615946418794
Position 21128: 0.011978975975037975
Position 14572: 0.011665821992875814
Position 276: 0.011506737772819946
Position 4012: 0.009320242906640321
Position 9306: 0.008661488554414329
Position 19909: 0.008390238962758534
Position 3717: 0.005402964548362932
Position 4641: 0.005153971525534286
Position 4571: 0.0040775646600203315
Position 2745: 0.003439553296875591
Position 4345: 0.0033870696732066254
Position 7444: 0.0022992756176969348
Position 461: 0.0019716065657388554
Position 655: 0.001782108563570789
Position 5314: 0.001604817620903506
Position 2626: 0.0014271926710440492
Position 471: 0.0009379095133268756
Position 273: 0.0008226613032625466
Position 3920: 0.0008181068636675298
Position 1256: 0.0008105287595125935
Position 12905: 0.000805667735966492
Position 96: 0.0004604235205474231
Position 4029: 0.000443821772277713
Position 3020: 0.0003424047733108367
Position 3917: 0.0003296918277339389
Position 428: 0.00018080975887785683
Position 392: 0.00016485433225922657
Position 1136: 0.00010788953960142184
Position 19548: 8.578089152426657e-05
Position 300: 4.297548582319059e-05
Position 1585: 2.853550792855562e-05
Position 1372: 2.537398681678084e-05
Position 477: 2.3166212357751065e-05
Position 670: 2.1715719619154865e-05
Position 951: 1.9719078130642268e-05
Position 23: 4.702222222007361e-06
Position 1150: 4.533908007976632e-06
Position 1419: 3.785186617253743e-06
Position 838: 1.450111476143091e-06
Position 382: 4.421298263815139e-07
Position 496: 1.9730129894747885e-07
Position 1647: 3.082815597096071e-08
Position 707: 2.2417248758119364e-08
Position 284: 1.0984405532325548e-08
Position 515: 9.022891852925763e-10
Position 824: 5.06322690940775e-10
Position 647: 1.5952330608105387e-10
Position 548: 2.0416645500190156e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12799: 1.0000000000000078
Position 20946: 0.7591286846043339
Position 567: 0.7187802355470702
Position 6268: 0.5408997801624972
Position 19150: 0.5044494981772599
Position 14413: 0.4948735455340932
Position 8090: 0.3994263896241073
Position 19358: 0.3587953924187391
Position 29347: 0.34337637137987775
Position 29654: 0.30330844632138027
Position 9152: 0.25026367546670725
Position 13687: 0.23920677927833528
Position 6609: 0.23644346347498826
Position 8256: 0.23381379193857027
Position 4451: 0.233356172161363
Position 14365: 0.23069267849967118
Position 26612: 0.19907049511261385
Position 2536: 0.1806779290063947
Position 6681: 0.1714042337408852
Position 1701: 0.15528998660345178
Position 26735: 0.1388613036986914
Position 25509: 0.1343170017274675
Position 3482: 0.13011107653290585
Position 16122: 0.10555921881424778
Position 4472: 0.0963925045121182
Position 19468: 0.08066148019602233
Position 2565: 0.06916965263764542
Position 8196: 0.061612158272167185
Position 14307: 0.05924135040174581
Position 3520: 0.05764557385217641
Position 14393: 0.054390846090300086
Position 20028: 0.05392334112830755
Position 13668: 0.05291088361120912
Position 29757: 0.043199564851987504
Position 18994: 0.04173057752851683
Position 20464: 0.039452279671019566
Position 19017: 0.03574183793610825
Position 2504: 0.03561566177820668
Position 291: 0.03502739222427571
Position 1088: 0.0321142104744911
Position 9533: 0.031061512907998128
Position 23319: 0.028117610286301165
Position 14437: 0.0248293992430482
Position 27587: 0.02054349338933859
Position 9868: 0.017166159464187886
Position 21398: 0.015341015985720177
Position 22897: 0.014506317123808284
Position 26227: 0.01408233729010122
Position 2349: 0.012453443529738737
Position 19337: 0.011482905805620773
Position 16039: 0.011326934936724114
Position 13503: 0.010843974919952516
Position 24099: 0.010757608315482826
Position 2458: 0.010048017405874396
Position 19680: 0.00923529597501262
Position 13531: 0.008361699132805281
Position 21099: 0.006897148704423527
Position 3774: 0.006867501962942879
Position 27459: 0.005985257806664302
Position 13662: 0.005888007370670059
Position 1230: 0.004701227203199977
Position 20920: 0.00430481895255293
Position 15940: 0.003996506902320163
Position 19644: 0.003305973998672689
Position 13462: 0.0031866976833146063
Position 519: 0.003134438823626038
Position 21883: 0.003091892925702498
Position 3859: 0.0028297539273018334
Position 4256: 0.0027425461498499087
Position 2444: 0.002697213742836821
Position 6242: 0.002223259925448419
Position 22594: 0.0020747845922165563
Position 13664: 0.0020315178526097368
Position 7346: 0.0018624002219394548
Position 1813: 0.0018541201767175168
Position 2418: 0.0018500771996663708
Position 1173: 0.0018074250147679504
Position 22045: 0.0017416739430782236
Position 19314: 0.001606827746819151
Position 14236: 0.0015679485083198378
Position 1022: 0.0014962867417935056
Position 21786: 0.001442761085182607
Position 3630: 0.0012180175619959503
Position 3875: 0.0012146074800747897
Position 579: 0.0011354210437967396
