Gene = SNAP47
index = 1287
Annotated 5SS: [  504 13238 24490 32088]
Annotated 3SS: [12695 23998 31962 45530]
SMsplice 5SS: [  333  7975  8863 24490 32088 35537 43643]
SMsplice 3SS: [ 7884  8732 24247 31962 35420 43520 45530]
top_k =  500
Partition function (log Z): -20.69882070869725

Sorted 5' Splice Sites (High to Low Probability):
Position 8863: 0.8207437622143908
Position 333: 0.5264302234702075
Position 9045: 0.5142024054384585
Position 504: 0.46712062000484983
Position 14310: 0.39171900981310553
Position 13238: 0.385045497879762
Position 7975: 0.32429630087085626
Position 11466: 0.3241470034849996
Position 8001: 0.3060396601609712
Position 22302: 0.26198704536726136
Position 12845: 0.2395569295889564
Position 14185: 0.20697192419544194
Position 3809: 0.16336356565842555
Position 11264: 0.1329194850277334
Position 7982: 0.11400779577095128
Position 9416: 0.09346413044535312
Position 15090: 0.06030656007228964
Position 24490: 0.058242368525251755
Position 9353: 0.055978768694965465
Position 8126: 0.04926183606234127
Position 11594: 0.04555880739179609
Position 9111: 0.04380444341501059
Position 4307: 0.03740602294831438
Position 2770: 0.03333972104283968
Position 14341: 0.03020688241759454
Position 632: 0.018702798964225442
Position 6727: 0.018306459940256533
Position 12876: 0.018100144854540465
Position 4000: 0.01802628183503247
Position 5302: 0.01741593935466655
Position 2745: 0.0156989093766542
Position 7382: 0.014698537512565548
Position 11252: 0.014247772452508942
Position 17451: 0.009446998851118759
Position 7486: 0.008880068337432821
Position 122: 0.008853216660333164
Position 9027: 0.008748359976358847
Position 17: 0.00744483219575574
Position 13473: 0.007317173288181794
Position 791: 0.007005507865916758
Position 872: 0.006636381804229712
Position 1492: 0.00619605283042773
Position 11435: 0.006030265961399561
Position 9158: 0.005664402987070962
Position 6609: 0.005625521958606848
Position 7942: 0.004748154663293303
Position 12096: 0.003969560708282022
Position 11934: 0.0038305290906202956
Position 735: 0.00354874196152702
Position 8787: 0.0033868273769150892
Position 9115: 0.0023394277930717123
Position 8872: 0.0021873018942813447
Position 14511: 0.002071158597750207
Position 2712: 0.0018324763764983262
Position 4923: 0.0016080100223146586
Position 14248: 0.0016061646284700937
Position 10331: 0.0009918756131664281
Position 10460: 0.0008992142935481545
Position 21: 0.0008456109295017066
Position 9098: 0.0006867325733857847
Position 10929: 0.000656078315003412
Position 695: 0.00045929080129472524
Position 14231: 0.00044237820120796056
Position 917: 0.00037169832957572674
Position 1448: 0.0003347707835477889
Position 1047: 0.00029764966502219436
Position 32: 0.00024236364338924696
Position 1919: 0.0001798730234420178
Position 155: 0.00015975137108878985
Position 1804: 0.00013492973341310742
Position 2165: 0.0001281888250385851
Position 292: 0.00012804355739313034
Position 2776: 0.00010274663976234002
Position 1290: 9.58140069485658e-05
Position 2273: 8.501999612820895e-05
Position 1892: 6.579467654398261e-05
Position 264: 4.4529673094996765e-05
Position 242: 3.4147046255869635e-05
Position 248: 3.0782254104452416e-05
Position 93: 2.3597341004826276e-05
Position 272: 1.7599374700202613e-05
Position 1260: 9.669660720659515e-06
Position 149: 8.20879637237117e-06
Position 3887: 8.049125859087633e-06
Position 520: 3.968914413220805e-06
Position 962: 3.783613105383088e-06
Position 625: 3.2874099735228016e-06
Position 811: 3.116110846398608e-06
Position 937: 2.9525049047260416e-06
Position 1307: 2.6184484225553333e-06
Position 772: 2.4869938745828964e-06
Position 41: 2.4792568365147036e-06
Position 1150: 2.3126059869084433e-06
Position 1173: 2.1788863916539644e-06
Position 472: 2.1345580084560624e-06
Position 1072: 1.8313118401938254e-06
Position 35: 1.7410546328028029e-07
Position 1129: 5.546454068463899e-08
Position 60: 3.40376918562948e-08
Position 514: 2.1911248616973845e-08
Position 373: 1.883911283842329e-08
Position 433: 1.3982514111918161e-08
Position 25: 9.431398820333603e-09
Position 516: 6.043405248561862e-09
Position 555: 3.4997919343030284e-09
Position 571: 3.1651822520673406e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 23998: 0.8363628899960625
Position 8732: 0.8272583111493738
Position 7884: 0.738714950046104
Position 14082: 0.5723015413499769
Position 11359: 0.37634192802787575
Position 12937: 0.3657420871388289
Position 22161: 0.2852614935208429
Position 12695: 0.2821666465348394
Position 8947: 0.2561269855526728
Position 8984: 0.24896438658660558
Position 3702: 0.15968899294652292
Position 11193: 0.14716725748024273
Position 9198: 0.12017875843045751
Position 24247: 0.07635016277193553
Position 25794: 0.0756934947153056
Position 8931: 0.075271438269152
Position 14854: 0.06801168908750792
Position 14061: 0.06540621891333243
Position 7911: 0.05419785769866729
Position 447: 0.039250789435286204
Position 4209: 0.03424185531205331
Position 14368: 0.017586342914557532
Position 6529: 0.013409079290921016
Position 2595: 0.012377759859601833
Position 2508: 0.011974101627568361
Position 7283: 0.010558686029964114
Position 6532: 0.010522902607942404
Position 3759: 0.01014607907419627
Position 17303: 0.009446998851118726
Position 2658: 0.009441797211883308
Position 2562: 0.008896481229870348
Position 11828: 0.008487840601820779
Position 5149: 0.008432375522863557
Position 9326: 0.00763856734820709
Position 13345: 0.007317173288181808
Position 18750: 0.0072376102156122175
Position 7193: 0.0066146428092272325
Position 7259: 0.006405277010807014
Position 5157: 0.005414777016794844
Position 3670: 0.0050635528719939525
Position 8916: 0.00482460388415437
Position 9167: 0.004698833481763972
Position 8953: 0.004656880928476948
Position 388: 0.004368307566311245
Position 7861: 0.003327391888430843
Position 2677: 0.0028000029192676674
Position 1447: 0.002683440685498047
Position 281: 0.002647487181620975
Position 5077: 0.002647427124342455
Position 3986: 0.002355479478710256
Position 1338: 0.002234884199168446
Position 8052: 0.0021657711565722213
Position 2616: 0.0021378082673276094
Position 503: 0.0020575439138249105
Position 3452: 0.0017706561766831458
Position 2449: 0.0017433451401437615
Position 8628: 0.0015704375419691814
Position 9276: 0.0014783772397440496
Position 2405: 0.0013257757608712186
Position 10330: 0.0012135699084678683
Position 4024: 0.0011759536602544158
Position 4849: 0.0010451650785637625
Position 3952: 0.0010038714217726044
Position 4081: 0.0008500790516160343
Position 3557: 0.0008367019214136516
Position 3808: 0.0007855122319711959
Position 10790: 0.000772841726673492
Position 10220: 0.0006722018476214818
Position 3971: 0.0005957112416438943
Position 1202: 0.0005337897494867483
Position 4752: 0.0005331756071278152
Position 1335: 0.0005201329868133376
Position 5051: 0.0004887045696090092
Position 4793: 0.00046232445767977793
Position 14535: 0.0004127626014381389
Position 10242: 0.00031967376554494436
Position 3673: 0.00030109623074936346
Position 2369: 0.00024076444543879783
Position 710: 0.00023075739745303712
Position 1712: 0.00022914668628442128
Position 358: 0.00019343550692108401
Position 16212: 0.00019143908521843285
Position 324: 0.00015408558958066683
Position 8919: 0.00015190144743139258
Position 2128: 0.000149966656861655
Position 232: 0.00012166360008651813
Position 8996: 9.619053900653018e-05
Position 2005: 7.191899514651592e-05
Position 1548: 5.7951422925849284e-05
Position 1544: 5.7830424628530444e-05
Position 1718: 2.7621221841775512e-05
Position 782: 2.1857929370906494e-05
Position 2326: 1.9245881406330815e-05
Position 10608: 1.2949993067673312e-05
Position 594: 9.550641357271486e-06
Position 1414: 9.499961430597758e-06
Position 9629: 9.493059086417053e-06
Position 571: 8.533963884259563e-06
Position 185: 7.920983722748602e-06
Position 1789: 6.396278108841325e-06
Position 2424: 5.793492099876302e-06
Position 2096: 5.461940581229404e-06
Position 179: 5.060769282794728e-06
Position 1803: 4.545032900271413e-06
Position 86: 3.7256541408739193e-06
Position 9172: 3.714682633343488e-06
Position 1256: 3.5012280457698856e-06
Position 745: 3.218908056344274e-06
Position 158: 2.5894456193494156e-06
Position 201: 2.3260590542603423e-06
Position 121: 2.177440699303846e-06
Position 2922: 8.96425386568574e-07
Position 1310: 1.3699036396169605e-08
