Gene = CACFD1
index = 271
Annotated 5SS: [ 201 3569 5461 8042]
Annotated 3SS: [3495 5334 7933 8575]
SMsplice 5SS: [ 201 5461 8042]
SMsplice 3SS: [5334 7933 8575]
top_k =  500
Partition function (log Z): 1.2945023977398562

Sorted 5' Splice Sites (High to Low Probability):
Position 5461: 0.9843167647228789
Position 8042: 0.685979520539304
Position 201: 0.6765491439247303
Position 3569: 0.5983617326318739
Position 8721: 0.3230616967408675
Position 8015: 0.29970136924052976
Position 2734: 0.237909590426133
Position 93: 0.23392812070658558
Position 2233: 0.20841366809558257
Position 2939: 0.18390870604991735
Position 632: 0.17697057331424104
Position 4817: 0.15666134132750814
Position 7328: 0.13068524008456023
Position 5694: 0.09496550623274866
Position 7219: 0.0875238852267734
Position 636: 0.06594391563842965
Position 6581: 0.05987230853070513
Position 8308: 0.05952998165610066
Position 5236: 0.0589668878876039
Position 411: 0.05564453850378604
Position 1262: 0.05168211811190847
Position 8285: 0.04651148274519906
Position 1678: 0.04465281399737696
Position 8478: 0.044320656003560006
Position 8924: 0.035240773444751274
Position 7349: 0.03114294051408419
Position 157: 0.03072390592063911
Position 6650: 0.029509845664757933
Position 2537: 0.02925032636289779
Position 1907: 0.028838213121735387
Position 5182: 0.026209522579139742
Position 10487: 0.022201334105675978
Position 8711: 0.019080229797659057
Position 9884: 0.018610783108614113
Position 678: 0.01844779490812339
Position 2850: 0.01586336779415502
Position 5791: 0.013445091371743233
Position 1425: 0.01291132285712576
Position 205: 0.012909821118888018
Position 6144: 0.011553448530466873
Position 5172: 0.011284778729025304
Position 3719: 0.011141406205761673
Position 2739: 0.010134492605487468
Position 9484: 0.00816838193235216
Position 6726: 0.007653616344053194
Position 5536: 0.007576824947167102
Position 768: 0.007293700560198727
Position 9795: 0.00688473517308336
Position 751: 0.006848542083049159
Position 7512: 0.005433693407792028
Position 5795: 0.004958462511394315
Position 9767: 0.0047141858565481875
Position 7588: 0.0037390109035522518
Position 8010: 0.003662532594594042
Position 4087: 0.0035877716546379094
Position 9209: 0.0029342039147198904
Position 55: 0.0027745645992960474
Position 8105: 0.002086157317099993
Position 5758: 0.00199098090711843
Position 983: 0.0018913290249344978
Position 1454: 0.0016558753238764255
Position 9199: 0.0015380782434554466
Position 3573: 0.0014152162981000004
Position 5417: 0.0014006612642636896
Position 151: 0.0013526250452028054
Position 8715: 0.0010738270300323053
Position 9739: 0.0010531807685278333
Position 185: 0.0008814017152140188
Position 307: 0.0006299573242641437
Position 746: 0.00046542889847673473
Position 314: 0.00034223523817756364
Position 46: 0.0002808505884552233
Position 8663: 0.0002125923053403142
