Gene = HAX1
index = 639
Annotated 5SS: [ 266 1088 1451 2491 2750 2973]
Annotated 3SS: [ 824 1262 2438 2642 2881 3104]
SMsplice 5SS: [ 266 1451 2491 2768 2973]
SMsplice 3SS: [1262 2397 2642 2881 3104]
top_k =  500
Partition function (log Z): 9.379852767628652

Sorted 5' Splice Sites (High to Low Probability):
Position 2973: 0.9959613447477087
Position 2491: 0.9920349970531789
Position 266: 0.6602872236219556
Position 1451: 0.6478584024226629
Position 2768: 0.4890079945955307
Position 2750: 0.47991229077577896
Position 538: 0.2719309076904553
Position 272: 0.20803000117269949
Position 1088: 0.17952493619246146
Position 921: 0.16975113283715537
Position 507: 0.13985622500379735
Position 1126: 0.1148797156093269
Position 1293: 0.08637069058269929
Position 626: 0.07058391949084367
Position 530: 0.06672990614551648
Position 3187: 0.052866802358763586
Position 276: 0.03767597167347158
Position 106: 0.036798411274453546
Position 193: 0.028482356363374522
Position 417: 0.0269161704438088
Position 1339: 0.02464109191106656
Position 600: 0.019677023999849254
Position 1134: 0.019055227046410352
Position 1024: 0.018461056005382427
Position 2778: 0.016895554732679105
Position 513: 0.014298022561163366
Position 1669: 0.012337606782896774
Position 475: 0.011247986312639076
Position 1130: 0.008561292117676238
Position 1455: 0.004323706446659297
Position 293: 0.004035925945878218
Position 1475: 0.0025426021106760887
Position 1398: 0.0012646750914532962
Position 1521: 0.0012027750823415497
Position 2016: 0.0011591128484218388
Position 152: 0.001110630202072261
Position 205: 0.0010607451652491489
Position 602: 0.0009687848998866373
Position 3181: 0.0009604297141522864
Position 429: 0.0006189990616117471
Position 1584: 0.0005609024527259632
Position 1272: 0.0005420648124618213
Position 1566: 0.0004644992117761256
Position 54: 0.0002943679193774588
Position 908: 0.00025608739980819247
Position 2936: 0.0002458238334978449
Position 1485: 0.000225058134636635
Position 111: 0.00020930461155002733
Position 2546: 0.00018662909231046822
Position 36: 0.0001796139603586749
Position 2448: 0.00012871164290523883
Position 3171: 0.00012308377676078768
Position 2512: 0.00011926280622148042
Position 2657: 8.141591947924051e-05
Position 299: 7.661456718127407e-05
Position 2541: 6.161410841703309e-05
Position 81: 6.0286707806573245e-05
Position 2993: 5.690225483469112e-05
Position 2913: 5.336710552887133e-05
Position 2817: 5.076943992183883e-05
Position 185: 4.707628173163393e-05
Position 2970: 3.832910956244656e-05
Position 666: 3.0147653712453592e-05
Position 3175: 2.74598095027833e-05
Position 2754: 2.020469536779448e-05
Position 2977: 1.8645013788166333e-05
Position 2681: 1.4108982069414208e-05
Position 3195: 1.231257872184547e-05
Position 1138: 3.5075278856630376e-06
Position 929: 3.4932636764877453e-06
Position 2723: 2.8740166114359417e-06
Position 3217: 2.3808625685868156e-06
Position 2862: 1.404443511237306e-06
Position 676: 1.3807746230388804e-06
Position 161: 6.189693189667434e-07
Position 79: 4.7154269168558097e-07
Position 302: 1.0511139210711622e-07
Position 69: 8.6024409050187e-09
Position 199: 4.136562724241358e-09
Position 66: 6.877831858709029e-10
Position 2495: 3.0673323010779037e-10
Position 387: 1.580930193749126e-11
