Gene = UFC1
index = 1527
Annotated 5SS: [ 369 3266 3566 3942 4460]
Annotated 3SS: [3197 3501 3864 4368 4659]
SMsplice 5SS: [ 319 3266 3595 3942 4460]
SMsplice 3SS: [3197 3501 3846 4368 4659]
top_k =  500
Partition function (log Z): 5.680092323799823

Sorted 5' Splice Sites (High to Low Probability):
Position 3942: 0.9537203602404032
Position 3266: 0.9331458482582162
Position 4460: 0.8847732190157234
Position 319: 0.6321232965885811
Position 3595: 0.6040956644171795
Position 3566: 0.33442856011066935
Position 195: 0.23010847944291643
Position 369: 0.12474285202743494
Position 98: 0.05218126240034389
Position 1833: 0.04496883455277109
Position 3740: 0.04495433727029104
Position 3270: 0.032177134906298616
Position 3287: 0.031686471098389894
Position 1474: 0.01622204556995394
Position 556: 0.016059765598766658
Position 1940: 0.013521115586406144
Position 1080: 0.010340817152526351
Position 19: 0.004985784045123956
Position 4148: 0.004538437677978316
Position 628: 0.004077389907687829
Position 2227: 0.0037567674118166076
Position 1916: 0.0022050282397607264
Position 1162: 0.0018658969232955257
Position 3484: 0.0015955325405340817
Position 3689: 0.0015467348269157788
Position 106: 0.001519075923726054
Position 1017: 0.0014602843472689827
Position 288: 0.0013481803864097224
Position 1320: 0.0012172630521062992
Position 3797: 0.0011761929058933804
Position 3625: 0.0011547059489594596
Position 326: 0.0010291253700538306
Position 330: 0.0009743550056386202
Position 2596: 0.0009614357387071554
Position 3936: 0.0009534420420891656
Position 4055: 0.0008458029667958453
Position 3520: 0.0008236670591585979
Position 530: 0.0006136317512071725
Position 2137: 0.0006068819055970163
Position 3294: 0.0006056792616614651
Position 3502: 0.0005323677512105593
Position 139: 0.0004939841097404365
Position 651: 0.0004659164675808521
Position 4626: 0.0004231940302980765
Position 173: 0.0004178483127496959
Position 2233: 0.00031339514846108425
Position 2564: 0.0003080892551946356
Position 2729: 0.00030195319348426993
Position 2354: 0.0002799444171754016
Position 1460: 0.00027786128723262886
Position 561: 0.0002776961483247232
