Gene = MTMR14
index = 892
Annotated 5SS: [  281  4308 12914 19333 20031 21709 23297 27926 28597 33783 35209 35503
 35786 38430 39293 39621 40682 48405]
Annotated 3SS: [ 4158 12804 19256 19969 21585 23222 27854 28521 33715 35122 35425 35748
 38358 39233 39481 40501 48248 52327]
SMsplice 5SS: [  281  1068  4308 10348 10593 12914 21709 23297 24521 27926 28597 33783
 35503 38430 39293 39621 40682 48405]
SMsplice 3SS: [  991  4158 10217 10434 12804 21585 23222 24436 27854 28521 33715 35425
 38358 39233 39481 40501 48248 52327]
top_k =  500
Partition function (log Z): 24.471206580635616

Sorted 5' Splice Sites (High to Low Probability):
Position 12914: 0.9991940993481987
Position 35503: 0.9963326701720694
Position 4308: 0.9918710489644316
Position 10593: 0.9840026672298946
Position 21709: 0.9602349675435294
Position 38430: 0.9522008140540793
Position 40682: 0.9225635259207585
Position 39621: 0.8955720936283453
Position 27926: 0.8890524416435552
Position 281: 0.8872788938906057
Position 23297: 0.8820750348910626
Position 28597: 0.8753328727504907
Position 1068: 0.8438763660044016
Position 33783: 0.8347448597678727
Position 10348: 0.6785599134288256
Position 39293: 0.6739846134644718
Position 11978: 0.6507412891145374
Position 35786: 0.5721573753910767
Position 48310: 0.5137990402137815
Position 48405: 0.48487465784230027
Position 24521: 0.4486291016496836
Position 48749: 0.3691566297411663
Position 26210: 0.339439360820652
Position 7865: 0.3310568410100819
Position 24556: 0.27461477034334514
Position 30116: 0.26644541980585407
Position 28388: 0.250635580289412
Position 44344: 0.23490796179253864
Position 28397: 0.20066990580725816
Position 46542: 0.1731054205371047
Position 41218: 0.1681389942623337
Position 30102: 0.15838871133478077
Position 48458: 0.14260678540053756
Position 4058: 0.12924330170912013
Position 48551: 0.11586501736472
Position 31805: 0.1150217987767108
Position 35209: 0.10485584527535863
Position 293: 0.08662402283556149
Position 13238: 0.0842485139188114
Position 42857: 0.07744684187556805
Position 35680: 0.07292636508172202
Position 33855: 0.07218646290071126
Position 36019: 0.07008327696759224
Position 46628: 0.06634433245282328
Position 44872: 0.06558019634757414
Position 1783: 0.06471407474589792
Position 37123: 0.0636073663591547
Position 5392: 0.050980496829072026
Position 20031: 0.05081208373775523
Position 13677: 0.04567500829175674
Position 38710: 0.03848982766202201
Position 36512: 0.03794224412884139
Position 45382: 0.03678316902122478
Position 21692: 0.034382568973065464
Position 40601: 0.028763208999117894
Position 49184: 0.027153698642275445
Position 23289: 0.024034078405857643
Position 10314: 0.0236373971404293
Position 48639: 0.023582423156617544
Position 30108: 0.02280369772109295
Position 31317: 0.02265821037178171
Position 36397: 0.022281260924036927
Position 35591: 0.02114582172478768
Position 39376: 0.019697728582623922
Position 51222: 0.01919189169697394
Position 39645: 0.019191289189854976
Position 12484: 0.018912499558979532
Position 50349: 0.01865293954587304
