Gene = SREK1IP1
index = 1330
Annotated 5SS: [  181 14371 27629 40579]
Annotated 3SS: [14322 27484 40505 44111]
SMsplice 5SS: [  181  3641 14371 14856 17159 27629 40579 44704]
SMsplice 3SS: [ 3563 14322 14701 16971 27484 40505 44586 44833]
top_k =  500
Partition function (log Z): 1.0348006417372182

Sorted 5' Splice Sites (High to Low Probability):
Position 27629: 0.9999999626437771
Position 40579: 0.9998129170760013
Position 14371: 0.9873662076339419
Position 44704: 0.9644902073477838
Position 17159: 0.9408509423166524
Position 181: 0.9177834102322566
Position 3641: 0.6392494684563438
Position 14856: 0.5992828290093004
Position 45483: 0.5289704963251961
Position 45670: 0.4900281977875163
Position 20682: 0.39239398781780144
Position 17881: 0.37660559095706214
Position 22391: 0.3712693450413617
Position 2183: 0.36495339059674875
Position 3711: 0.3590172898839957
Position 9323: 0.32720771060770054
Position 13076: 0.272691607769445
Position 9319: 0.2438472996378803
Position 44891: 0.23220450298604978
Position 553: 0.21264215202438186
Position 30851: 0.20781924375997568
Position 14844: 0.20392656278991525
Position 45717: 0.18433954747026696
Position 1286: 0.17124350009534572
Position 2015: 0.16923652922255353
Position 1295: 0.13413458891780783
Position 1950: 0.12522302134011482
Position 28652: 0.11658871469308539
Position 2224: 0.10284967457869636
Position 48698: 0.09007197596063614
Position 14615: 0.09003743377995446
Position 1262: 0.08568473241244956
Position 28931: 0.06965066462361415
Position 9783: 0.0634869104871902
Position 1731: 0.06054963709074521
Position 45022: 0.04834795794784567
Position 1407: 0.04776477958960044
Position 15936: 0.04260771179781057
Position 4972: 0.039314837991956474
Position 8732: 0.039211368740659606
Position 28815: 0.03642027515053141
Position 2057: 0.0344016028460623
Position 7902: 0.03423652077459421
Position 22038: 0.0323168408567339
Position 13044: 0.031960105479097445
Position 9336: 0.02966973274060642
Position 16326: 0.029416683421220786
Position 7988: 0.027783435615115103
Position 13422: 0.02330801098923717
Position 7968: 0.023207051885868153
Position 2302: 0.022741335939357687
Position 237: 0.021845395640878673
Position 3439: 0.02127849937334714
Position 7403: 0.01950086051640082
Position 17568: 0.019401104863447104
Position 7961: 0.01816366821476915
Position 1210: 0.017141016416228633
Position 14612: 0.016711654261011646
Position 17511: 0.014716167203957436
Position 17945: 0.014345476742130261
Position 306: 0.012509715109216816
Position 1913: 0.01194078956770482
Position 242: 0.011937266892813755
Position 2445: 0.011796442527830882
Position 17715: 0.011311957191804016
Position 17090: 0.009399353122119007
Position 2306: 0.00933389477423817
Position 3312: 0.008082231706019858
Position 17267: 0.007780108949254072
Position 7527: 0.006031319115147227
Position 1636: 0.006028860835939484
Position 17975: 0.005726346077142634
Position 17958: 0.0055743508639018065
Position 505: 0.004089494552172386
Position 44711: 0.003929266835821768
Position 41027: 0.0038354453447502685
Position 45997: 0.0035674836235422146
Position 28155: 0.0035584631764192564
Position 3135: 0.003290961128385269
Position 1457: 0.002833301308593648
Position 48799: 0.002319617191264413
Position 16286: 0.0021879818306761232
Position 18747: 0.0019783240056264447
Position 247: 0.0017040515517698406
Position 3654: 0.0016712388791713826
Position 3435: 0.0016360954562480282
Position 1974: 0.0015105638610603878
Position 1224: 0.0012681478130526305
Position 599: 0.0012087612121719183
Position 1616: 0.0011551726074018785
Position 2143: 0.001016906606850817
Position 41951: 0.0008897130850786849
Position 778: 0.0008769066242119283
Position 631: 0.0008510293031291738
Position 2560: 0.0008360894533954574
Position 847: 0.0007861985672216294
Position 2040: 0.0007833289244943068
Position 969: 0.0007753819517119158
Position 256: 0.0006181186231178259
Position 44201: 0.00046687385692009817
Position 1959: 0.0004606817886446289
Position 2174: 0.0004175365455899284
Position 2298: 0.00031317649477326573
Position 1102: 0.00030797660297742505
Position 459: 0.00023409781078177205
Position 42566: 0.00023003141784400542
Position 2167: 0.00022725661938762312
Position 1247: 0.00018630356246806065
Position 1304: 0.00013441480999836086
Position 453: 0.00012793273258934542
Position 1196: 7.976003213058149e-05
Position 14905: 7.911663933741137e-05
Position 5294: 6.2282622386777e-05
Position 1628: 5.2300115311759474e-05
Position 1361: 4.5636741769262016e-05
Position 421: 4.3665523582727795e-05
Position 1536: 3.5482314341720585e-05
Position 50: 2.683361387311835e-05
Position 607: 2.5936397880378496e-05
Position 568: 2.573152025556587e-05
Position 45818: 2.0241119022386177e-05
Position 1049: 1.935230237374358e-05
Position 601: 5.364751445591722e-06
Position 207: 2.371260209922699e-06
Position 89: 6.853571274737408e-07
Position 329: 6.680747519270095e-07
Position 147: 3.1956184626629235e-07
Position 660: 2.4129047260346225e-07
Position 41: 2.4036082240991464e-07
Position 22: 2.1710187010662635e-07
