Gene = PFDN2
index = 1018
Annotated 5SS: [  160 15825 16064]
Annotated 3SS: [15735 15939 17251]
SMsplice 5SS: [  160 15825 16064]
SMsplice 3SS: [15735 15939 17251]
top_k =  500
Partition function (log Z): -0.04647968170068817

Sorted 5' Splice Sites (High to Low Probability):
Position 160: 0.9992688789759104
Position 15825: 0.9973424622481356
Position 16064: 0.9735374874260961
Position 7548: 0.3097539095969713
Position 7498: 0.06687285000404422
Position 9007: 0.051872751653145435
Position 2494: 0.0508969347103244
Position 17151: 0.046902285378686424
Position 3853: 0.045071234601543074
Position 7515: 0.028995981576705222
Position 7410: 0.018901754199860323
Position 1460: 0.01752770847392483
Position 8469: 0.017179031357546594
Position 334: 0.01472162138396505
Position 11970: 0.014592509159284268
Position 3640: 0.013951052941083574
Position 3282: 0.01123406198590321
Position 16092: 0.004575982610288101
Position 15978: 0.0045195263346360665
Position 16031: 0.0017919851541654162
Position 17416: 0.0017725890520234257
Position 16229: 0.0015107956147142046
Position 17065: 0.0013516656803898748
Position 17015: 0.0012055054893769322
Position 15851: 0.001018770266519403
Position 16221: 0.000901976819993803
Position 16836: 0.0006571934754458917
Position 15833: 0.00042562408172141326
Position 17420: 0.00026303355472493344
Position 16712: 0.0002595790563162162
Position 17156: 0.0001971338489824715
Position 16680: 0.00019119543918965238
Position 330: 0.00012631835302671712
Position 17023: 9.809758564321771e-05
Position 322: 8.337398242096594e-05
Position 367: 8.10534203180111e-05
Position 16761: 6.770462748514837e-05
Position 16180: 6.709053243527127e-05
Position 15965: 6.000649947707462e-05
Position 16134: 5.413742633018479e-05
Position 338: 5.347552255098534e-05
Position 16325: 4.4177392602176694e-05
Position 186: 2.4276296106332104e-05
Position 262: 1.7140849066350345e-05
Position 363: 1.353942935924044e-05
Position 12: 4.45117676895283e-06
Position 147: 2.9168188100688227e-06
Position 145: 2.382735326148606e-06
Position 355: 1.7907165049266661e-06
Position 421: 1.5602724577651474e-06
Position 477: 1.5214280908343283e-06
Position 360: 5.218250789847802e-07
Position 198: 4.4316625825937334e-07
Position 101: 4.2751667233283377e-07
Position 1139: 3.4918362392075104e-07
Position 2889: 2.1058734984559428e-08
Position 15995: 1.1517890140579935e-08
Position 5: 7.754530200658844e-09
Position 2499: 6.139228448908847e-09
Position 2631: 5.9529854612449e-09
Position 167: 4.435821000270056e-09
Position 30: 3.7515365524245265e-09
Position 1327: 1.7307723326663725e-11
Position 235: 7.105242873275477e-19
Position 228: 6.494243868343383e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 15735: 0.9993129905869831
Position 17251: 0.9735329085480733
Position 15939: 0.9542009178357862
Position 7361: 0.3105120874058471
Position 7448: 0.11401246069556722
Position 16956: 0.041571779599217255
Position 8811: 0.030285314032621788
Position 3704: 0.02368611659384517
Position 15914: 0.022299933554815604
Position 3561: 0.02189824844961529
Position 2356: 0.021838603474266048
Position 8808: 0.02158794057455344
Position 2396: 0.020683339995605003
Position 1256: 0.016259426084611752
Position 11850: 0.014592509159284268
Position 240: 0.010517950375304516
Position 8363: 0.010496466871386308
Position 3091: 0.010492718793595002
Position 16780: 0.01017770739956519
Position 15944: 0.007198454611754543
Position 8228: 0.006682564486160288
Position 17548: 0.00657911458328304
Position 3734: 0.006225581904373465
Position 17257: 0.004804205242520738
Position 2189: 0.0046309852735019145
Position 3433: 0.004306389554035058
Position 15961: 0.0031972789690234743
Position 276: 0.002701942715484464
Position 17187: 0.002374453951646152
Position 17150: 0.0023444415729691674
Position 2469: 0.0017545997640202812
Position 3672: 0.0017023127383297234
Position 17107: 0.0016809975055748368
Position 16646: 0.0015975110124714792
Position 16489: 0.001477466197002235
Position 3786: 0.0012037251219636019
Position 253: 0.001186179777477912
Position 17197: 0.0009581070626826354
Position 1252: 0.0007439597292694745
Position 3164: 0.0007419779608705138
Position 2339: 0.0006899156901389431
Position 16547: 0.0006648778577961054
Position 1276: 0.0005249571229771675
Position 16129: 0.0005114065299152626
Position 2222: 0.00046422929061986387
Position 2106: 0.00042156557110592903
Position 16973: 0.00041527926207991523
Position 15982: 0.0003737468543595437
Position 2148: 0.00033962279366057436
Position 17281: 0.00028933333092872373
Position 17111: 0.00023473803161783787
Position 17056: 0.00022654463496992722
Position 15895: 0.00021912928602613662
Position 16797: 0.00020360299313857002
Position 16937: 0.00020043219630844726
Position 17326: 0.00019814983272701373
Position 17059: 0.00019178139812266567
Position 15964: 0.00018579239174111483
Position 16004: 0.00017258902211414738
Position 16609: 0.00016604415743735185
Position 16528: 0.00016198031648332776
Position 17284: 0.00010078539771842864
Position 15892: 8.592116976981863e-05
Position 17290: 8.345185451311571e-05
Position 17351: 8.25914482283464e-05
Position 16001: 7.868162530463725e-05
Position 2134: 7.410564700566711e-05
Position 16311: 7.298647290554548e-05
Position 16242: 7.032232363109764e-05
Position 16663: 6.112464678810926e-05
Position 17428: 5.617590674285482e-05
Position 16733: 4.9188478055734685e-05
Position 16865: 4.622216905466414e-05
Position 17155: 4.553969075687258e-05
Position 17260: 4.052981902368626e-05
Position 16391: 2.673914915980986e-05
Position 16613: 2.420282095589792e-05
Position 16569: 2.334876718587251e-05
Position 16323: 2.3124020155361772e-05
Position 16341: 2.0604191018248776e-05
Position 16348: 1.9503875177196738e-05
Position 16133: 1.7074567678504345e-05
Position 17296: 1.5701976809997923e-05
