Gene = PRRT4
index = 1082
Annotated 5SS: [ 125  380 2346 2537 3005]
Annotated 3SS: [ 262 1621 2431 2884 9006]
SMsplice 5SS: [ 125 1686 2537 3005]
SMsplice 3SS: [ 1621  2431  2884 10521]
top_k =  500
Partition function (log Z): -1.8718447460923815

Sorted 5' Splice Sites (High to Low Probability):
Position 3005: 0.9951788595785014
Position 2537: 0.9159830992516137
Position 1686: 0.6709335529348722
Position 2346: 0.6452346229768284
Position 125: 0.5135015489880028
Position 380: 0.2956122577547349
Position 10450: 0.283228926959044
Position 1263: 0.13831232808139252
Position 10620: 0.12040275373884732
Position 3521: 0.08198413140509198
Position 1821: 0.06315720568290271
Position 272: 0.06227638415854512
Position 8854: 0.05485439373021246
Position 1785: 0.049546792244799735
Position 6035: 0.04822807002967407
Position 10834: 0.047321858818654354
Position 734: 0.047276283490336767
Position 401: 0.04481824568864939
Position 8874: 0.03768537655866665
Position 388: 0.034768748082409366
Position 9237: 0.03173083514537135
Position 4096: 0.031203184375916848
Position 4092: 0.03089430261897986
Position 7663: 0.029085626709284516
Position 1453: 0.02745717263636415
Position 2253: 0.023206408610162516
Position 2489: 0.02303546189223884
Position 407: 0.02297400797472593
Position 7836: 0.021414288161672707
Position 1958: 0.02133388522462625
Position 9230: 0.012386034727746274
Position 723: 0.010576254940976727
Position 972: 0.009281550471302672
Position 481: 0.009223220086876427
Position 1184: 0.007195734176234007
Position 6899: 0.006964611812583558
Position 459: 0.005019849131266982
Position 1150: 0.004572062964690991
Position 8207: 0.004119237483032313
Position 423: 0.0037470741378647357
Position 228: 0.0031865092103050877
Position 413: 0.0031327694442609515
Position 2000: 0.0029202131941319345
Position 2397: 0.0017614177875728964
Position 6043: 0.0013823058619489958
Position 5993: 0.0013787985968997097
Position 1352: 0.0012941064703103319
Position 2711: 0.001279726075974962
Position 775: 0.0011864175036675922
Position 451: 0.0009201362852997556
Position 508: 0.0007523162997282119
Position 94: 0.0006475381190734902
Position 865: 0.0006385276170096821
Position 403: 0.0006108094411268951
Position 5875: 0.0005740404604702841
Position 3009: 0.0005267543860765858
Position 2521: 0.0004972422099087805
Position 87: 0.000476532104968505
Position 3869: 0.0004403640398368808
Position 2046: 0.00043667922217083906
Position 1027: 0.0003944063731978923
Position 1142: 0.0002844565533006568
Position 2739: 0.00026693674354730116
Position 433: 0.0002533189862976424
Position 519: 0.00021070508877581113
Position 498: 0.00016665112959843574
Position 2528: 0.0001546963234379663
Position 425: 0.0001290535627807182
Position 4833: 9.664802985517119e-05
Position 2610: 8.86204982723894e-05
Position 7659: 6.900924247849809e-05
Position 6766: 1.1475448686116562e-05
Position 2843: 1.1208060178885685e-05
Position 496: 9.396937365011145e-06
Position 512: 9.071867818720673e-06
Position 3518: 8.219284731137541e-06
Position 547: 7.6124057719307325e-06
Position 738: 5.807059388561787e-06
Position 695: 5.488808626017963e-06
Position 405: 5.475381614012836e-06
Position 555: 4.867976703532055e-06
Position 553: 4.797506874216729e-06
Position 557: 4.229596513708031e-06
Position 551: 3.6111966956530923e-06
Position 691: 2.5772097848254882e-06
Position 683: 2.5769623383076644e-06
Position 411: 2.362016644259005e-06
Position 687: 2.2062172756154607e-06
Position 191: 2.1577238291647852e-06
Position 689: 2.1516671407993097e-06
Position 685: 2.0143689048796704e-06
Position 549: 1.9255306124681764e-06
Position 545: 1.863785867281046e-06
Position 559: 1.8408493203211026e-06
Position 492: 5.918925255325574e-07
Position 502: 5.84754973700198e-07
Position 536: 5.546079345724302e-07
Position 531: 5.39064456482937e-07
Position 579: 5.30315186059704e-07
Position 561: 5.288633212656614e-07
Position 681: 2.977913185612831e-07
Position 563: 2.8641432822483554e-07
Position 794: 2.8394745974784046e-07
Position 565: 2.677028737938725e-07
Position 567: 2.2851494668008023e-07
Position 427: 2.0653078470451563e-07
Position 569: 1.956732988850639e-07
Position 766: 1.8910823459977588e-07
Position 571: 1.827964816143522e-07
Position 575: 1.7723612188637554e-07
Position 573: 1.692842461280809e-07
Position 241: 5.3597220735089295e-08
Position 467: 1.0741153492040414e-08
Position 465: 8.988911757268417e-09
Position 448: 6.5946337689636825e-09
Position 500: 6.560859475519268e-09
Position 693: 6.459306766725675e-09
Position 639: 5.99483407499986e-09
Position 289: 1.7772504716313738e-17

Sorted 3' Splice Sites (High to Low Probability):
