Gene = KLHDC9
index = 749
Annotated 5SS: [ 669 1112 1403]
Annotated 3SS: [ 951 1203 1666]
SMsplice 5SS: [669]
SMsplice 3SS: [1666]
top_k =  500
Partition function (log Z): -10.369607802694514

Sorted 5' Splice Sites (High to Low Probability):
Position 1112: 0.3567506292322186
Position 669: 0.29129281156416403
Position 1437: 0.16098606449392722
Position 485: 0.1586486857168059
Position 34: 0.14664466335289678
Position 268: 0.09315492877664253
Position 72: 0.05381833547585687
Position 164: 0.04899589159328309
Position 1032: 0.04823225576727914
Position 1403: 0.03865151112651796
Position 1252: 0.029004851164168108
Position 424: 0.02607134363712883
Position 599: 0.024710250645647303
Position 1488: 0.020893656242620007
Position 11: 0.016203885800463263
Position 580: 0.015444806350269786
Position 1568: 0.0141368651541239
Position 88: 0.013314580415025794
Position 515: 0.013301339664770897
Position 346: 0.009850399988465949
Position 990: 0.009123087352726916
Position 316: 0.0035946837070869493
Position 1079: 0.0033617729492743916
Position 1778: 0.0030406730214764745
Position 441: 0.002824603571201683
Position 1807: 0.002657099772183167
Position 1056: 0.0017396790215422839
Position 258: 0.0013636032390504725
Position 996: 0.0012118977028707898
Position 272: 0.0011243371260276705
Position 44: 0.0007945100197684832
Position 1171: 0.000315784176272595
Position 460: 0.0002066266950372963
Position 148: 0.00010568756045529534
Position 489: 6.760271857146087e-05
Position 421: 4.8654346828397584e-05
Position 539: 4.304383126529513e-05
Position 275: 4.200558109833246e-05
Position 29: 5.384727331592499e-06
Position 487: 2.5375621750901224e-06
Position 823: 2.4007766462290167e-06
Position 1315: 1.2544313473862001e-06
Position 199: 1.1402917294550965e-06
Position 154: 1.8094187539380441e-07
Position 319: 1.0469213358408612e-07
Position 380: 1.8595625782128854e-09
Position 410: 1.6544329718877474e-09
Position 98: 2.337599135365005e-10
Position 400: 2.909487127351223e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1666: 0.563077865005765
Position 1203: 0.36427725496576635
Position 951: 0.32735346700369394
Position 1705: 0.1172787879514383
Position 1206: 0.04045002026831016
Position 1139: 0.03984472794429435
Position 271: 0.033335935761149085
Position 914: 0.020133528230095146
Position 579: 0.017608247477927864
Position 1239: 0.013099836502485671
Position 784: 0.011935112197181455
Position 539: 0.010437074614752991
Position 1031: 0.009522886755360359
Position 1170: 0.007026669812072564
Position 1184: 0.006548136844319564
Position 460: 0.004641566612955439
Position 1890: 0.0035572221370926437
Position 989: 0.0032738094661835053
Position 770: 0.0029418885586665754
Position 331: 0.002714181997278362
Position 571: 0.002383690805808686
Position 1902: 0.0020350419763507884
Position 175: 0.0013708982654681825
Position 542: 0.0012625816753564995
Position 1345: 0.0010503130308980838
Position 1834: 0.0010221793391378903
Position 890: 0.0008528460199242764
Position 573: 0.0006999544508059599
Position 286: 0.00043743128144926435
Position 283: 0.0001996900677497969
Position 612: 0.00019471990785296638
Position 380: 0.00019116807223336233
Position 977: 0.0001639444166419716
Position 224: 0.00013452407294350005
Position 505: 0.00012127068475868288
Position 1946: 0.000105508680216203
Position 927: 8.193535028779039e-05
Position 478: 8.192997791655362e-05
Position 335: 7.035155454273681e-05
Position 91: 6.341227875835652e-05
Position 804: 6.292446859609393e-05
Position 808: 4.9382374856336404e-05
Position 1055: 3.576282952242159e-05
Position 368: 2.3022398417782677e-05
Position 641: 1.1702158422742734e-05
Position 594: 7.747385424650063e-06
Position 626: 5.26168337340109e-06
Position 111: 2.962361274791739e-06
Position 342: 2.192520702462037e-06
Position 226: 2.0814141308707443e-06
Position 105: 1.0789254762209554e-06
Position 181: 1.3321657687192155e-07
Position 358: 9.796918961534481e-08
Position 653: 5.233548083697296e-08
Position 199: 4.7849805561304967e-08
Position 194: 3.476247929145812e-08
Position 289: 7.506982035811592e-09
Position 480: 5.221180111147631e-09
Position 292: 4.7755220894945125e-09
Position 296: 9.936882278073337e-10
Position 305: 5.853203817489168e-10
Position 308: 2.3215999946535938e-12
Position 300: 4.670507954570756e-13
