Gene = SUB1
index = 1353
Annotated 5SS: [  284 56952 60053 67437]
Annotated 3SS: [56878 59929 67327 69371]
SMsplice 5SS: [  284  3365  5063  8154 39542 60053 65670 67437]
SMsplice 3SS: [ 3297  5004  8018 39423 59929 65550 67327 69371]
top_k =  500
Partition function (log Z): -33.85107221391628

Sorted 5' Splice Sites (High to Low Probability):
Position 8154: 0.9261008329351322
Position 284: 0.8763319447421145
Position 5063: 0.6643250737622788
Position 3365: 0.629174978795137
Position 1159: 0.3345164516190702
Position 6651: 0.31445341148296674
Position 946: 0.27343923653646923
Position 6607: 0.2635267172580281
Position 12966: 0.12223618556385168
Position 6620: 0.10571562218124636
Position 6956: 0.07776690489700813
Position 14741: 0.07540927867845426
Position 1823: 0.06670505396877235
Position 7707: 0.06190294838324254
Position 345: 0.052161707610108694
Position 7737: 0.04643312467398401
Position 3445: 0.03729815602535969
Position 702: 0.03273378153762038
Position 9173: 0.031535154017363363
Position 2823: 0.022174312913486958
Position 486: 0.01588293627195847
Position 9190: 0.010249239606838123
Position 10815: 0.008420131259100582
Position 95: 0.006068622891466458
Position 11185: 0.005162122338216347
Position 414: 0.004772539827120388
Position 381: 0.0045329271433750965
Position 11001: 0.004442464491565361
Position 1816: 0.0043933482274441426
Position 1497: 0.004102152540922368
Position 299: 0.003344572175415032
Position 1577: 0.003320206246995893
Position 2962: 0.0030768852960993925
Position 4823: 0.0028135019190075007
Position 2057: 0.0026781884297051905
Position 9117: 0.0026283797227971777
Position 1910: 0.0022482916382222376
Position 3354: 0.001908347460896068
Position 924: 0.0017805472111182934
Position 7467: 0.0016894304566236803
Position 6898: 0.0015333373269621113
Position 10043: 0.0014284074517079957
Position 8838: 0.001350628676391937
Position 117: 0.0013391538938367766
Position 528: 0.001142293714386696
Position 2884: 0.0009381867721505917
Position 2873: 0.0007526176598966272
Position 5933: 0.0007178330862368101
Position 10944: 0.0005819520442879513
Position 2987: 0.0004745915368451997
Position 1364: 0.0003803065036285953
Position 2410: 0.00031520280574704146
Position 278: 0.00030118511503015607
Position 1117: 0.0002614725832177226
