Gene = BROX
index = 144
Annotated 5SS: [  390  3248  6479  6807  9962 11612 13003 14705 16276 17149 17625 18964]
Annotated 3SS: [ 3130  6371  6709  9865 11538 12896 14614 16189 17066 17473 18803 20074]
SMsplice 5SS: [  390  2717  3248  6479  6807 11612 13003 14705 16276 17149 17625]
SMsplice 3SS: [ 2591  3130  6371  6709 11495 12896 14614 16189 17066 17473 20074]
top_k =  500
Partition function (log Z): 13.815237488731892

Sorted 5' Splice Sites (High to Low Probability):
Position 6807: 0.9994832500161162
Position 14705: 0.9494115512753097
Position 17625: 0.9494006770650001
Position 11612: 0.9287457547824192
Position 13003: 0.9241017018636554
Position 6479: 0.8788246575341822
Position 2717: 0.7242635885852833
Position 16276: 0.7204936985391094
Position 17149: 0.6719635675727937
Position 3248: 0.6645730360276825
Position 390: 0.615357983634594
Position 864: 0.41183341675513474
Position 3283: 0.31789177708570904
Position 20193: 0.30820175461290134
Position 9962: 0.2844005613231881
Position 10414: 0.22718835102011165
Position 16979: 0.21316786333787044
Position 63: 0.2126364876650418
Position 2974: 0.1733742171363107
Position 7544: 0.10183581524107589
Position 20487: 0.09762105029011903
Position 1115: 0.08907865589215659
Position 18964: 0.08069196680383636
Position 16945: 0.07475214627190761
Position 10007: 0.07394259970785323
Position 12518: 0.07384667583972965
Position 20456: 0.06900320654476833
Position 11988: 0.06588412740644974
Position 1154: 0.061801145305306344
Position 20832: 0.05776101333513273
Position 13017: 0.04801572239119201
Position 20146: 0.04408584708703108
Position 6627: 0.04154666634677472
Position 10456: 0.04044261847565855
Position 8131: 0.036470985373272494
Position 9143: 0.03110579358947358
Position 394: 0.028119298563574813
Position 18425: 0.0263272032140005
Position 15474: 0.025715697524243044
Position 2506: 0.024841721897839123
Position 6205: 0.02413366145143599
Position 16926: 0.0231525663839146
Position 22215: 0.01899287612254791
Position 821: 0.01813888361138087
Position 218: 0.015649566944897636
Position 1204: 0.01295620566140061
Position 1176: 0.011733688845484102
Position 15228: 0.010748532224932406
Position 17370: 0.010390520481247476
Position 2660: 0.009881117129043744
Position 20402: 0.00920727971769561
Position 15500: 0.009084235415030914
Position 2942: 0.00768408415475473
Position 661: 0.007084826017643349
Position 15504: 0.006794229526373528
Position 17603: 0.006211396053842822
Position 5542: 0.005922872942067742
Position 2764: 0.005816147762914371
Position 15453: 0.005686522600047244
Position 10127: 0.00472497898464502
Position 8078: 0.004193869882831274
Position 7572: 0.003981348539218315
Position 18421: 0.0038368819929074476
Position 2497: 0.003606528780238728
Position 12520: 0.002989576516716049
Position 1377: 0.0027905483933846256
Position 1004: 0.002777663857064175
Position 11720: 0.0027021709081676217
Position 13343: 0.0022833995033624526
Position 11997: 0.0022132497041427493
Position 17629: 0.0018881352586980944
Position 16303: 0.00186360280892761
Position 1225: 0.0017477052094505639
Position 13300: 0.0017171883625702448
Position 6503: 0.0016106398209938112
Position 18026: 0.001478415473075806
Position 7110: 0.0013703547001361741
Position 12384: 0.0012703903010135031
Position 1350: 0.001254896575468772
Position 1213: 0.0012211887749122496
Position 15162: 0.0012149143010617835
Position 19022: 0.0009364332248883362
Position 18901: 0.0009008260406506937
Position 7531: 0.000881305676092827
Position 16971: 0.0008435696221526515
Position 6256: 0.0006903926920056855
Position 14106: 0.0006874745850888402
Position 2984: 0.0005251849282269731
Position 3517: 0.0004518340643870784
Position 12982: 0.000383851093588851
Position 7015: 0.0003362051111219479
Position 19379: 0.0003244620114775413
Position 19414: 0.0002842591876961777
Position 4287: 0.0002665416040319501
Position 6799: 0.0002546296961486366
Position 17947: 0.00022151576192395954
Position 243: 0.0002093935888000376
Position 2928: 0.00017703917722473663
Position 7635: 0.00017135223443738056
Position 238: 0.00014733996593188018
Position 130: 0.00011605838866318722
Position 832: 0.00010729756138337411
Position 284: 0.00010290919449792151
Position 2728: 9.722830195133665e-05
Position 298: 8.32462656857218e-05
Position 6822: 7.570894139252326e-05
Position 292: 7.045060769798012e-05
Position 626: 6.669089054935541e-05
Position 7628: 6.543401822952853e-05
Position 420: 5.6456153322073925e-05
Position 7566: 5.349179111861459e-05
Position 7548: 4.73285819604783e-05
Position 6906: 4.053934557088562e-05
Position 7666: 3.84557241491351e-05
Position 398: 3.0473582468248876e-05
Position 268: 2.897308415414318e-05
Position 702: 2.5306787606005823e-05
Position 936: 2.3443551999469953e-05
Position 512: 1.7292936094575416e-05
Position 868: 1.7024644435566598e-05
Position 896: 1.5215073947896095e-05
Position 759: 1.2547323573350187e-05
Position 410: 9.167213061094087e-06
Position 7679: 8.70776560306886e-06
Position 561: 7.919075250852804e-06
Position 1008: 5.871567425990476e-06
Position 275: 5.169826009822368e-06
Position 818: 5.108572927670865e-06
