Gene = XPA
index = 1575
Annotated 5SS: [  237  3709  7824 10262 12435]
Annotated 3SS: [ 3597  7717 10095 12316 21769]
SMsplice 5SS: [  237  3709  7824 12435 20929 21587 21869]
SMsplice 3SS: [ 3597  7717 12316 20846 21397 21769 21966]
top_k =  500
Partition function (log Z): 5.883459479602857

Sorted 5' Splice Sites (High to Low Probability):
Position 7824: 0.9857857454728968
Position 12435: 0.9774328677022885
Position 21869: 0.9667549997064285
Position 21587: 0.713469795830099
Position 15158: 0.6547000098616556
Position 3709: 0.6360519339130607
Position 237: 0.5913168200072126
Position 4152: 0.5819245237213908
Position 20929: 0.5229180950115082
Position 3714: 0.3614296950731144
Position 13879: 0.25828101003278725
Position 134: 0.24158700118464804
Position 21595: 0.20914945753997646
Position 12754: 0.18486003753082111
Position 12640: 0.11246456164125507
Position 1473: 0.10117296394635115
Position 1568: 0.0995002525680587
Position 4983: 0.0776039487672319
Position 6490: 0.0651868657991975
Position 8607: 0.05305525693539059
Position 9021: 0.04638730338024624
Position 1260: 0.038594672293610674
Position 564: 0.036410612615892936
Position 21640: 0.0361266936975849
Position 9812: 0.034742593142216026
Position 14878: 0.03434596802198227
Position 12002: 0.03380837575007823
Position 2775: 0.03300275315761395
Position 5769: 0.03281579992247287
Position 144: 0.03246928182777846
Position 347: 0.03127863610502777
Position 6448: 0.028397618834080332
Position 4164: 0.026508530400286074
Position 10262: 0.026384114447360378
Position 6501: 0.02429243152839562
Position 16616: 0.023515756932190723
Position 547: 0.016164437598679433
Position 8440: 0.013397064008128881
Position 11705: 0.01119730526732744
Position 10298: 0.011090696564911608
Position 12428: 0.010694587054956468
Position 8938: 0.00974957605417593
Position 3543: 0.009379626848767945
Position 1419: 0.009186102393611032
Position 24: 0.007775269283459497
Position 9784: 0.007570226241851704
Position 2011: 0.006977517597736681
Position 2742: 0.006690933093519463
Position 841: 0.006637615880541752
Position 7866: 0.00622651908254575
Position 952: 0.005186269708730882
Position 6121: 0.0048029896437092705
Position 10538: 0.003199182566141004
Position 4636: 0.0031111344044950466
Position 5283: 0.003008929491590824
Position 22191: 0.0024596203481561498
Position 12686: 0.002222127960281967
Position 2970: 0.0021103489172657848
Position 11918: 0.0018886746702085975
Position 2747: 0.0018373074621903037
Position 4486: 0.0017364372306145198
Position 4816: 0.0017206274408563744
Position 22064: 0.0017027577654055517
Position 22176: 0.001611243186079187
Position 248: 0.0015919686711319708
Position 4202: 0.0015697496650802548
Position 5327: 0.0015601301530316176
Position 1957: 0.0015392460528263954
Position 21582: 0.0014689259757249718
Position 3094: 0.0011314260602183221
Position 4196: 0.0010576409309892144
Position 4136: 0.0010056913574904667
Position 21915: 0.0008816721149087488
Position 4105: 0.0008651959382727608
Position 17926: 0.0007483562106625432
Position 21864: 0.0006610502529966484
Position 5916: 0.0006168511489432493
Position 15727: 0.0005918505961207387
Position 5108: 0.0004663522869722194
Position 6275: 0.0004268283320382617
Position 16244: 0.0003781836942105648
Position 3813: 0.00033856660928626066
Position 1181: 0.0003374718583714536
Position 6604: 0.0003314619666248618
Position 3733: 0.00020235032227582965
Position 22195: 0.00016494235635839064
Position 8183: 0.0001401332049420031
Position 16620: 0.00011996702288922902
Position 22180: 5.512578560914076e-05
Position 4359: 2.9458062664262615e-05
Position 284: 2.025938364014323e-05
Position 45: 1.757648561835778e-05
Position 3693: 1.3084617053938712e-05
Position 351: 8.228227890537533e-06
Position 327: 4.556546356070514e-06
Position 8896: 2.0423029184742268e-06
Position 18: 1.7944991879578857e-06
Position 311: 1.5823879654934487e-06
Position 353: 1.2384961986146415e-06
Position 21878: 8.00729939373422e-07
Position 54: 5.626739083058953e-07
Position 549: 3.67411999006476e-07
Position 22042: 3.3013605839679117e-07
Position 21831: 2.9702546501172767e-07
Position 332: 2.89140053342762e-07
Position 566: 1.8207515446977916e-07
Position 22053: 1.233158818363772e-07
Position 596: 1.1207832718740322e-07
Position 28: 8.225513598466761e-08
Position 370: 7.530257537502937e-08
Position 21885: 7.173115075470778e-08
Position 637: 2.761667657537193e-08
Position 441: 5.250304220722516e-09
Position 7840: 3.3569317752824504e-09
Position 403: 2.591129320505345e-09
Position 300: 8.292708798510828e-10
Position 13: 5.278827040684751e-10
Position 416: 6.17130538863904e-11
Position 8108: 3.887923918220902e-11
Position 433: 2.2066668404917933e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 21769: 0.9978068614716418
Position 7717: 0.9917950861999907
Position 12316: 0.9731633365053696
Position 3597: 0.9667284703272303
Position 21397: 0.9579358622009362
Position 20846: 0.49984706210769675
Position 14926: 0.37636147269247383
Position 4021: 0.33545853032312534
Position 21966: 0.2999108096582465
Position 3965: 0.27135876926481145
Position 13754: 0.24617057064539707
Position 14951: 0.23015303462827152
Position 22154: 0.20701671358910517
Position 22020: 0.13941199473476243
Position 12569: 0.1203911989002649
Position 22353: 0.1105304392238578
Position 6331: 0.09190150740284067
Position 21946: 0.07934066723022455
Position 1383: 0.06947158072633793
Position 14701: 0.05945386549219499
Position 8502: 0.05507589619970074
Position 1367: 0.053652355862911776
Position 22331: 0.052419762221740024
Position 12678: 0.04727876742500107
Position 12527: 0.04522002757052434
Position 12546: 0.04181121181605509
Position 22082: 0.04140361861734746
Position 4890: 0.04103958982021079
Position 2570: 0.03754915164787277
Position 10095: 0.03747481101227198
Position 11856: 0.035697050420286834
Position 21975: 0.02771898755450185
Position 6334: 0.02562099587396729
Position 16466: 0.023635723955079957
Position 20884: 0.023071032903811402
Position 5646: 0.02231220750802852
Position 4952: 0.02031858277552396
Position 14873: 0.01993648837099981
Position 12252: 0.01852296054152256
Position 9514: 0.017674508063510872
Position 8937: 0.01751878843725113
Position 429: 0.01723233924980442
Position 8868: 0.01717955176124805
Position 12596: 0.01559044311880916
Position 1288: 0.013873023888896522
Position 12580: 0.013859247324761898
Position 8325: 0.013062121407828997
Position 9692: 0.012243036355395762
Position 1391: 0.012116208892815814
Position 9652: 0.011663656124304016
Position 3618: 0.011646952641214096
Position 11534: 0.01119730526732744
Position 5671: 0.010761456053346292
Position 1165: 0.01048479435858671
Position 358: 0.009957400688049433
Position 22086: 0.007986854227395403
Position 4830: 0.007779846181012833
Position 3435: 0.007469141068063212
Position 1136: 0.007224941034546743
Position 3639: 0.006846092250394689
Position 13631: 0.006779537409963912
Position 8884: 0.006358303388347216
Position 1914: 0.0062976502833611645
Position 8754: 0.005978756948191586
Position 3329: 0.005519460424237798
Position 5072: 0.00503266495541358
Position 12548: 0.0048169332288225735
Position 3302: 0.003895078259858806
Position 4764: 0.003520647892837478
Position 1109: 0.003517337505995914
Position 6042: 0.003450820368654861
Position 12618: 0.0034499038075353305
Position 13475: 0.0032512822395635334
Position 10348: 0.0031991825661410026
Position 1418: 0.0031615913560701127
Position 14605: 0.003141116699697445
Position 1031: 0.0030970136370834906
Position 4686: 0.002901799614479366
Position 1059: 0.0028921559750509627
Position 8895: 0.002553288715591613
Position 22385: 0.002490106448396777
Position 3994: 0.0024146930736973853
Position 8546: 0.00239431429890274
Position 12658: 0.002202978226964911
Position 4617: 0.0021358143983555298
Position 2830: 0.002110348917265785
Position 4852: 0.0020941560041172844
Position 13698: 0.0020796197378627978
Position 467: 0.002013012081812073
Position 1890: 0.0020107075828998838
Position 4409: 0.0019776063590992046
Position 8181: 0.0019284545276683292
Position 1533: 0.0019071071320748462
Position 3657: 0.0018853534316168592
Position 1319: 0.0017877807938455029
Position 3969: 0.0017538848430703228
Position 1169: 0.0017249188135380945
Position 3542: 0.0016867390939953055
Position 21191: 0.001606485642254446
Position 21732: 0.0015989897335717455
Position 5822: 0.0014141144058960017
Position 2686: 0.0011968604852864665
Position 2630: 0.0011664091433868373
Position 3642: 0.001142717080616138
Position 22006: 0.0011166453299138461
Position 12636: 0.0010814588619945554
Position 2702: 0.0010767385665408163
Position 4362: 0.0010761784808437178
Position 4455: 0.0010359035615117237
Position 21931: 0.0009200839662906934
Position 22053: 0.0009071427847821098
Position 22156: 0.0008548956414557898
Position 3038: 0.0008404675341211459
Position 1493: 0.0008138883340176261
Position 1502: 0.0007933156399853278
Position 4089: 0.0007559204838258987
Position 17790: 0.0007483562106625438
Position 9728: 0.0007165816761721893
Position 1092: 0.0007068692492126712
