Gene = RP11-11N7.5
index = 1158
Annotated 5SS: [  74  525 6710 8894]
Annotated 3SS: [  452  6640  8790 10152]
SMsplice 5SS: [  74  525 8496 8894]
SMsplice 3SS: [  452  8349  8790 10152]
top_k =  500
Partition function (log Z): -5.739193020852985

Sorted 5' Splice Sites (High to Low Probability):
Position 8894: 0.9149627542163733
Position 74: 0.9084084938364196
Position 8496: 0.8474677911965773
Position 525: 0.7611412477041374
Position 2691: 0.18191465238340004
Position 1562: 0.17312322683772485
Position 2346: 0.041083612472299
Position 130: 0.03487303679349403
Position 10251: 0.020543810995628714
Position 9467: 0.014268306224865647
Position 9523: 0.012644884836732002
Position 9384: 0.012131191212189541
Position 164: 0.009890020163791511
Position 529: 0.005727712323249866
Position 8881: 0.004542489331867946
Position 1468: 0.003111013245058248
Position 132: 0.002678789495408573
Position 1241: 0.0016407459623545297
Position 872: 0.0014039625782437304
Position 1116: 0.001248783971820185
Position 316: 0.0009835486816819259
Position 881: 0.0006815658631930238
Position 112: 0.0006741280677223228
Position 247: 0.0006246787657295941
Position 212: 0.0005862095650851826
Position 9447: 0.0004971974151509224
Position 9248: 0.0004597300789216867
Position 9407: 0.0004124457228786988
Position 9056: 0.00034423675910439137
Position 9490: 0.00032773383008301814
Position 639: 0.00032414473719166205
Position 1680: 0.0002072315604513698
Position 206: 0.00020136026829718594
Position 42: 0.00015922281355435877
Position 260: 0.00011439228962206475
Position 1963: 0.00011277884440603146
Position 550: 0.00010674806408887117
Position 1550: 0.00010145376053184366
Position 1160: 8.335136143363468e-05
Position 2138: 7.947465663076246e-05
Position 733: 7.295954283938219e-05
Position 1279: 6.831289280412076e-05
Position 2183: 6.218621439070308e-05
Position 157: 5.5172369046558876e-05
Position 1180: 5.442468993106255e-05
Position 9: 4.668069055842152e-05
Position 149: 4.5311543479469145e-05
Position 1316: 4.01720400055402e-05
Position 1309: 3.1188813694158304e-05
Position 249: 2.1726325118914644e-05
Position 331: 2.1646666354292277e-05
Position 1748: 2.124790108275755e-05
Position 3348: 1.9978641365517726e-05
Position 1347: 7.58787171468053e-06
Position 2232: 6.442911852473559e-06
Position 143: 5.106585844125576e-06
Position 221: 2.986723722274932e-06
Position 8898: 1.7323822679294597e-06
Position 1099: 1.5314298812462131e-06
Position 120: 1.0139168812354725e-06
Position 523: 6.814400104937518e-07
Position 237: 5.647885250464733e-07
Position 1234: 2.8913518824476443e-07
Position 541: 2.6056536518950825e-07
Position 151: 1.3691269149555646e-07
Position 6: 1.3143835374862288e-07
Position 1293: 9.505079881322339e-08
Position 1004: 8.372939709713136e-08
Position 12: 7.954799687586926e-08
Position 859: 4.0550967097389754e-08
Position 329: 3.3270844602278566e-08
Position 1599: 2.011709283892215e-08
Position 1947: 1.5984141326361055e-08
Position 561: 8.307094646981653e-09
Position 697: 4.551209474342725e-09
Position 1150: 1.940682109000608e-09
Position 714: 1.8651991662935968e-09
Position 664: 1.8367116590134956e-09
Position 646: 1.1850870437020118e-09
Position 644: 1.1455268070753343e-09
Position 854: 1.0372181178551138e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8790: 0.8309604830439337
Position 452: 0.6548908513598529
Position 10152: 0.581314718185174
Position 8349: 0.5432322265965008
Position 8982: 0.31359428199251704
Position 8395: 0.1660245305022469
Position 1408: 0.14652350866090855
Position 2580: 0.1088620417343666
Position 2313: 0.07982891115351959
Position 9296: 0.07520669796008242
Position 8824: 0.07020285788306947
Position 8443: 0.05673773052006845
Position 8276: 0.05460887747241138
Position 349: 0.05339557288345686
Position 10320: 0.021293075994366892
Position 2389: 0.018804621225595716
Position 8798: 0.018631691568002665
Position 1344: 0.01454064242345382
Position 8326: 0.013275184714239621
Position 9320: 0.011264808607039236
Position 10249: 0.01084075104801214
Position 2681: 0.008391806595326633
Position 8216: 0.008088365020498724
Position 8295: 0.007751635156343489
Position 9150: 0.007449765490430151
Position 1226: 0.006970160914657297
Position 410: 0.00670771630775594
Position 1383: 0.006651073399901061
Position 993: 0.006113963743795812
Position 9628: 0.0053148881975848845
Position 10060: 0.004217946773395492
Position 246: 0.0040164885860199265
Position 423: 0.0038572065552639344
Position 9005: 0.003234743484814217
Position 10160: 0.002878336600624182
Position 9380: 0.002666376110771233
Position 2457: 0.002244034414104746
Position 2612: 0.0021476702576561165
Position 460: 0.001986634300006802
Position 8620: 0.0018054049759207364
Position 9231: 0.001692901998873554
Position 2052: 0.0016358429735390762
Position 8568: 0.0016339713108189738
Position 1445: 0.0015965798769605067
Position 9483: 0.0012507110919733873
Position 309: 0.0011605962485998521
Position 2222: 0.0011275699865452174
Position 4122: 0.0010937058837253441
Position 6640: 0.001090386781758594
Position 2201: 0.0010715991885153887
Position 9155: 0.00101679653449424
Position 7908: 0.0009776555857627278
Position 2546: 0.0007785544906595253
Position 755: 0.0007570791340674326
Position 2529: 0.0006415922056687646
Position 354: 0.0006038388833713488
Position 7634: 0.0005752580253861881
Position 2137: 0.0005478687076001319
Position 6249: 0.0004327286002669104
Position 157: 0.0003860366373363386
Position 9486: 0.0002858549641411384
Position 770: 0.0002788864864409616
Position 2914: 0.000248702408861652
Position 9245: 0.0002377747567444659
Position 661: 0.00022593218934450948
Position 637: 0.00018105741068699096
Position 8041: 0.0001720280253741296
Position 1119: 0.00014711836502360467
Position 941: 0.00013557700213387124
Position 1541: 0.00012917746408272596
Position 1844: 0.00012387979391220683
Position 7422: 0.00012034909888684963
Position 237: 9.809700774933888e-05
Position 687: 9.483435913423797e-05
Position 862: 9.364428167976469e-05
Position 3275: 9.309820596279601e-05
Position 3117: 7.809029348352125e-05
Position 6229: 7.333371048153493e-05
Position 2002: 7.240780942206732e-05
Position 302: 7.118613362594515e-05
Position 2056: 6.50045139060398e-05
Position 3717: 6.004035328130086e-05
Position 609: 5.839840672991891e-05
Position 5887: 5.596736864716732e-05
Position 4376: 5.4160264257444306e-05
Position 5141: 5.097051509109455e-05
Position 6490: 4.3774380615297355e-05
Position 3853: 4.2178992979996786e-05
Position 432: 4.0363931027324984e-05
Position 179: 3.738154421146257e-05
Position 323: 3.438886972759791e-05
Position 898: 3.319466840654758e-05
Position 5414: 2.8081903593934584e-05
Position 2025: 2.6872508967634734e-05
Position 4569: 2.49848038217046e-05
Position 4246: 2.4537169958582204e-05
