Gene = TM4SF19-TCTEX1D2
index = 1404
Annotated 5SS: [  110 10984 11419 14103 14630]
Annotated 3SS: [10781 11340 13932 14375 22141]
SMsplice 5SS: [  110 10984 11487]
SMsplice 3SS: [10781 11340 18751]
top_k =  500
Partition function (log Z): -10.79765689331024

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9682767871853777
Position 10984: 0.7807226560743287
Position 11487: 0.6134356928146572
Position 19032: 0.31878294401220364
Position 11419: 0.2872626913389914
Position 14103: 0.14939750349261954
Position 18852: 0.1269214537610711
Position 5692: 0.08461802782875356
Position 12015: 0.07052577033917563
Position 10829: 0.06772659150207669
Position 11396: 0.06247987026230408
Position 11247: 0.057840473654020896
Position 5759: 0.05386090452994491
Position 14630: 0.05026047256806954
Position 911: 0.04141969396439809
Position 18151: 0.03678165985697531
Position 12606: 0.03505567185088136
Position 5277: 0.030914352624123932
Position 4204: 0.029946044203449117
Position 14099: 0.029217772223396637
Position 14699: 0.025693528098200066
Position 20251: 0.025684443437646316
Position 128: 0.021699923357403606
Position 4945: 0.020835013492934533
Position 11155: 0.01947622120365121
Position 7752: 0.014482114604845872
Position 11208: 0.014095392291413383
Position 11689: 0.01407488429947231
Position 8189: 0.01120748399465641
Position 1883: 0.009089229637614084
Position 9199: 0.003745977372185049
Position 523: 0.0033173275099712277
Position 70: 0.002895809499032647
Position 12791: 0.002659624938887614
Position 11524: 0.002610374626394366
Position 638: 0.002580533050020425
Position 9231: 0.002485702091086431
Position 133: 0.002294927039921734
Position 7362: 0.0022655556059060947
Position 2633: 0.0021231259723612796
Position 2463: 0.0017784650096386917
Position 2801: 0.0017375596678557382
Position 188: 0.0015651166284727889
Position 11341: 0.001514853897925261
Position 14285: 0.0014901921804378504
Position 5673: 0.0014438861831148999
Position 5217: 0.0011489072149416268
Position 1987: 0.0010553968960069604
Position 12941: 0.0010011064469686146
Position 4196: 0.0009946747201178923
Position 3721: 0.0009071054877780001
Position 8271: 0.0008840103408387004
Position 2681: 0.0008541787085576843
Position 12598: 0.00044447357853276306
Position 13955: 0.0004091346202260938
Position 13933: 0.00037814481937002784
Position 13609: 0.0003633181799592506
Position 5365: 0.00029813183864078104
Position 11663: 0.00026130208078638896
Position 11543: 9.697471157078032e-05
Position 12: 5.913407220843661e-05
Position 11746: 5.8687991648485416e-05
Position 433: 4.7771429723121975e-05
Position 11735: 4.333023904981067e-05
Position 11402: 3.461246721957709e-05
Position 612: 1.3374903572051134e-05
Position 576: 1.0630032585466634e-05
Position 1647: 9.426734755849175e-06
Position 1429: 8.04480933180683e-06
Position 212: 6.107498565733236e-06
Position 304: 6.088830273473179e-06
Position 1029: 5.484181873965736e-06
Position 617: 3.6440549745015146e-06
Position 385: 2.9512353220596208e-06
Position 258: 1.9301573997691202e-06
Position 323: 1.8663810929187007e-06
Position 802: 1.3871588155985516e-06
Position 216: 1.662780694131526e-07
Position 218: 1.2416055701941373e-07
Position 170: 3.3268108547159645e-08
Position 75: 1.1445380267432352e-08
Position 249: 4.7214292860379036e-09
Position 34: 7.663168912566709e-10
Position 262: 2.848850564141589e-10
Position 395: 1.466037128730985e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11340: 0.9808602618160057
Position 18751: 0.6268655386454369
Position 10781: 0.3728804194138853
Position 10806: 0.2593084591677229
Position 22141: 0.22509480174700353
Position 13932: 0.2160170143523994
Position 10746: 0.19579460568563856
Position 19625: 0.16770128049623487
Position 11866: 0.14906886937256913
Position 11077: 0.0930545990783479
Position 5595: 0.06853038022962066
Position 14375: 0.054770423349408646
Position 17969: 0.052514311281383154
Position 5623: 0.05230616159582433
Position 14540: 0.0392580178392152
Position 12477: 0.03808886156841108
Position 13954: 0.03767432966475915
Position 20328: 0.03719684466113337
Position 20141: 0.03144909017103629
Position 13881: 0.029955703441070784
Position 19137: 0.02968424572567851
Position 841: 0.027216943277425496
Position 4095: 0.02406655690756504
Position 5111: 0.01953253209512928
Position 10749: 0.01678282482904211
Position 20180: 0.015690377763762326
Position 17775: 0.014978078536727994
Position 11582: 0.014750388155939109
Position 13702: 0.013701482144760281
Position 5691: 0.012673538695848405
Position 8080: 0.012207513943146125
Position 19121: 0.01094173231916205
Position 13777: 0.010511903530995438
Position 1757: 0.010182701999113182
Position 5028: 0.009827276616460249
Position 4861: 0.009483892398187746
Position 11588: 0.008086357997288605
Position 4855: 0.007402562835532694
Position 8965: 0.006525503828135112
Position 18274: 0.0063203532499194765
Position 846: 0.00625077208195955
Position 5572: 0.0055138026095300505
Position 7636: 0.005064480558701484
Position 15338: 0.004607963199430425
Position 374: 0.0044384901066830094
Position 4107: 0.004403558679049205
Position 12689: 0.004306283408512002
Position 10940: 0.0043032698905929355
Position 11802: 0.004154538118214898
Position 7604: 0.004050433244039305
Position 2538: 0.0036835135131160204
Position 14519: 0.0033678644745682015
Position 702: 0.003328299247834046
Position 17875: 0.0028963977193972087
Position 14477: 0.0028680794454408053
Position 7679: 0.00272337593915803
Position 7586: 0.0026438248629470536
Position 4840: 0.0025058634315705086
Position 4118: 0.002470603336952759
Position 12597: 0.0024434772617905644
Position 14659: 0.0023659563385319657
Position 14994: 0.0020090889050182474
Position 14137: 0.0018979965535971736
Position 5077: 0.0017957276158258404
Position 12553: 0.0017396066578738605
Position 7266: 0.001675662644894461
Position 13485: 0.0015371054439972279
Position 4881: 0.001440265979026541
Position 13743: 0.0014018856988192603
Position 16166: 0.0012619841360913906
Position 2346: 0.0012229131866980268
Position 5139: 0.00118545459740929
Position 11219: 0.0011577478963307882
Position 789: 0.0010517156658499428
Position 5666: 0.0009259488379262183
Position 11909: 0.00092058914519533
Position 12818: 0.0008311551891738582
Position 11711: 0.00061704904940696
Position 7099: 0.0005898929610116337
Position 286: 0.0005212555108127865
Position 3578: 0.000515838363013291
Position 11993: 0.00047898549066376664
Position 12656: 0.0004553060982644955
Position 2782: 0.0004206160512438788
Position 2669: 0.0003807268952049478
Position 671: 0.00032624054405549835
Position 11543: 0.00029921684671424927
Position 2654: 0.000286205427954863
Position 3610: 0.0002709852604675241
Position 786: 0.00025821455001669163
Position 13576: 0.00025480412044327224
Position 742: 0.00024617611204100437
Position 13527: 0.00024072900541733275
Position 378: 0.0002306115645301916
Position 2291: 0.00017788166538963682
Position 2413: 0.00016636949234991212
Position 11807: 0.00015695130344559356
Position 3543: 0.00014623356231557448
Position 12132: 0.00012932901532428527
Position 2364: 0.00012920992791724557
Position 449: 0.00012842562197302228
Position 11661: 0.00012357326785958784
Position 886: 0.00010555889997546498
Position 599: 0.00010506524773641813
Position 2324: 8.288446118958839e-05
Position 8574: 7.784087667506287e-05
Position 258: 6.692970833734498e-05
Position 5119: 6.601314048416398e-05
Position 9581: 4.933279370564287e-05
Position 4315: 4.7066975042646625e-05
Position 5986: 1.484063636668663e-05
Position 4636: 1.3281367362939536e-05
Position 763: 1.1025277475837673e-05
Position 3473: 8.455524839177994e-06
Position 2948: 8.216000733432596e-06
Position 3403: 7.527070156058146e-06
Position 3332: 6.611442994044102e-06
Position 2913: 5.782720841481924e-06
Position 3191: 5.5335914384150295e-06
Position 11476: 5.133473331755202e-06
Position 3653: 5.108917515243244e-06
Position 2878: 4.889093278129902e-06
Position 3296: 4.612582046467295e-06
Position 2983: 4.589530349237731e-06
Position 3226: 4.406710421645097e-06
Position 3018: 4.396905319119169e-06
Position 4717: 4.3324426825247156e-06
Position 304: 4.052594290758138e-06
Position 1409: 3.943571237505579e-06
Position 188: 3.895895148434288e-06
Position 972: 3.539707505998179e-06
Position 3261: 3.2774737981440913e-06
Position 2843: 2.79756500828799e-06
Position 1678: 2.7050050016009802e-06
Position 415: 2.6051843687200975e-06
Position 1180: 1.3302118957807448e-06
Position 1086: 1.2063152475344286e-06
Position 1730: 1.0903529368044415e-06
Position 1460: 8.890030620772697e-07
Position 323: 7.745827229515627e-07
Position 2675: 5.781956145265967e-07
Position 2348: 5.40378126670115e-07
Position 2331: 1.6519828844842904e-08
Position 2294: 1.213286954628187e-08
Position 2296: 5.610488877182746e-09
Position 728: 4.174514153741753e-09
Position 815: 3.5722981387998227e-09
Position 354: 2.308949362734908e-09
Position 384: 1.5870728347304124e-09
Position 205: 5.75421337335848e-10
Position 338: 4.451222837382299e-10
Position 461: 4.3065671220920504e-10
