Gene = SDCCAG8
index = 1233
Annotated 5SS: [   185  14202  15008  18601  30342  37164  48722  52122  60838  74637
  85118  88276 122808 159774 162021 170503 233085]
Annotated 3SS: [ 14048  14921  18486  30215  37034  48656  51932  60698  74483  84982
  88158 122664 159645 161911 170370 232957 243699]
SMsplice 5SS: [   185    752  14202  15008  18601  30342  36951  37164  48722  51828
  52122  56885  60537  60838  74637  75049  85118  88276 115846 122808
 138440 159774 168435 170503 170781 177094 198496 216581 227090 233085]
SMsplice 3SS: [   638  14048  14921  18486  30215  36824  37034  48656  51730  51932
  56751  60445  60698  74483  74933  84982  88158 115725 122664 138330
 159645 168354 170370 170668 177029 198436 216425 226983 232957 234760]
top_k =  500
Partition function (log Z): -87.7477860125161

Sorted 5' Splice Sites (High to Low Probability):
Position 30342: 0.9999883929020599
Position 18601: 0.9988562682396039
Position 15008: 0.9964823683956522
Position 14202: 0.9904563292134272
Position 37164: 0.9758276997297811
Position 185: 0.9486910826568072
Position 48722: 0.8751957031526605
Position 4664: 0.6614099025734345
Position 5000: 0.6582751851072196
Position 23287: 0.6239651643659989
Position 752: 0.5454134787624181
Position 26750: 0.423989794360733
Position 11863: 0.4160364686890471
Position 28158: 0.40871099925569915
Position 5333: 0.39828764552946394
Position 52122: 0.39085266593337736
Position 769: 0.3645661356880966
Position 11868: 0.3353397137182189
Position 11417: 0.3286589036041145
Position 27229: 0.2940450054138583
Position 26723: 0.28611142472440804
Position 37439: 0.2490890167001135
Position 6538: 0.23440098703293594
Position 21136: 0.17561827589007462
Position 18393: 0.15280593986621893
Position 15960: 0.07498190702138115
Position 20352: 0.063777488521508
Position 1108: 0.051029810127833794
Position 4400: 0.04924407318300033
Position 12464: 0.0484691828713167
Position 38416: 0.04840629502018871
Position 253: 0.0393247610255915
Position 37147: 0.024129411821001125
Position 19192: 0.01829029838876575
Position 18292: 0.017963654621109555
Position 18994: 0.016756126907206507
Position 15766: 0.016677941852524292
Position 17364: 0.009723099923373026
Position 18968: 0.00834117989912519
Position 220: 0.008105324042975278
