Gene = UHRF2
index = 1529
Annotated 5SS: [  321  7820 20851 47469 62178 64486 68444 68777 73603 80610 84038 84836
 86609 87387 91369]
Annotated 3SS: [ 7588 20590 47249 62067 64298 68319 68668 73497 80502 83874 84694 86511
 87228 91269 92709]
SMsplice 5SS: [  321  7820 11506 15066 20851 29607 36269 47469 64370 68444 68777 73603
 80610 83781 83946 84836 86609]
SMsplice 3SS: [ 7588 11380 14878 20801 29180 36157 47249 64298 68319 68668 73497 80502
 83636 83874 84694 86511 92709]
top_k =  500
Partition function (log Z): -38.7982769515376

Sorted 5' Splice Sites (High to Low Probability):
Position 7820: 0.9925358000253081
Position 321: 0.9715509626128979
Position 20851: 0.937516200065273
Position 11506: 0.6653164064588848
Position 15066: 0.5859223925802047
Position 29607: 0.4614634469141782
Position 15005: 0.40301545090980734
Position 24188: 0.3885871513714479
Position 9430: 0.21650933776659337
Position 13999: 0.2080147842880018
Position 1042: 0.16052316793018626
Position 1593: 0.14899231601732582
Position 25355: 0.11148905614947455
Position 2685: 0.08910663724936642
Position 21396: 0.07085956670053133
Position 8461: 0.0553590537671324
Position 2272: 0.048006772619109545
Position 2205: 0.04475074412297823
Position 42: 0.04001657023136758
Position 2696: 0.03940510299282465
Position 2692: 0.03788620395147119
Position 33: 0.036368321312959154
Position 5041: 0.03201899667180836
Position 6876: 0.025329848022788662
Position 4282: 0.023676307895220947
Position 2700: 0.023654255697637714
Position 4389: 0.022958331725642083
Position 1603: 0.02153951289350897
Position 4202: 0.019550727615779834
Position 12418: 0.018715082870909824
Position 13050: 0.01840537373056824
Position 12871: 0.017323965853896745
Position 4191: 0.015761892966182373
Position 9236: 0.013061132197560407
Position 1990: 0.009384797736496333
Position 941: 0.009220587117608337
Position 4807: 0.008803466605676886
Position 4259: 0.008676013500469643
Position 14046: 0.00844945606347703
Position 10493: 0.008028782931604717
Position 180: 0.00790161426640831
Position 12893: 0.0074642957393552855
Position 37: 0.007409342738033372
Position 442: 0.007057041708609136
Position 24239: 0.006619043022861424
Position 7748: 0.005629185564904814
Position 11501: 0.004794239927535883
Position 5815: 0.0047850940212736245
Position 5050: 0.0043404018975852
Position 11589: 0.0038655323833507583
Position 17340: 0.0023272917597953096
Position 589: 0.0020583422403980286
Position 9515: 0.0017218344879152542
Position 526: 0.0007598222127924134
Position 8661: 0.0007008835031660191
Position 279: 0.0005542945544443705
Position 261: 0.0005353611197789189
Position 1161: 0.0004981610904099085
Position 4013: 0.00045838028187694256
Position 846: 0.0003931735161331219
Position 467: 0.0003724100214388515
Position 8374: 0.00034843072830307827
Position 1779: 0.0002593451876294522
Position 2187: 0.0002577433953765958
Position 8057: 0.00022102090239831514
Position 8808: 0.0002180166860461684
Position 7730: 0.0001881526475539577
Position 390: 0.00015832540541989084
Position 3025: 0.00013358030779067126
Position 920: 0.00012505369528810644
Position 622: 0.00011123196327629817
Position 603: 9.808522316236381e-05
Position 547: 6.309612992987496e-05
Position 403: 5.6861597361738135e-05
Position 1127: 5.310974665937262e-05
Position 1030: 3.684534831062785e-05
Position 492: 3.1771902920189216e-05
Position 8530: 2.4527360402379172e-05
Position 28: 2.4191416929154307e-05
Position 967: 2.412528113574711e-05
Position 1172: 1.962825658794377e-05
Position 1455: 1.236346991776475e-05
Position 272: 1.2000165663255002e-05
Position 148: 7.346506216954475e-06
Position 540: 5.663958122814519e-06
Position 1050: 5.397039716543744e-06
Position 1148: 5.096225972260354e-06
Position 499: 5.078910002944811e-06
Position 1583: 4.645340131893441e-06
Position 988: 4.582759876436845e-06
Position 222: 4.344332980533954e-06
Position 971: 4.226261811642878e-06
Position 614: 3.025694409098804e-06
Position 578: 2.960207672465926e-06
Position 224: 2.7881589334502144e-06
Position 1207: 2.7527395220410438e-06
Position 263: 1.9605268422147862e-06
Position 1558: 1.7906034559674732e-06
