Gene = UMPS
index = 1532
Annotated 5SS: [  262  4881  7874  9834 11901]
Annotated 3SS: [ 4726  7201  9657 11785 13548]
SMsplice 5SS: [  262  4881  9834 11901]
SMsplice 3SS: [ 4726  9657 11785 13548]
top_k =  500
Partition function (log Z): -4.051539341024818

Sorted 5' Splice Sites (High to Low Probability):
Position 9834: 0.9761357904120417
Position 4881: 0.9053566897841121
Position 11901: 0.838219457001552
Position 262: 0.7876892682406998
Position 7874: 0.4849523046980961
Position 13620: 0.38508164863169814
Position 1239: 0.2153280276469619
Position 345: 0.13967936807159298
Position 13670: 0.13846740181845546
Position 8370: 0.13397615203595328
Position 7327: 0.12313896321524917
Position 13838: 0.11374063224197199
Position 10451: 0.11228295178872484
Position 7303: 0.09404772208760571
Position 5188: 0.08417657455828759
Position 17579: 0.07397251309884958
Position 8267: 0.07044150040096357
Position 8078: 0.05658659174898996
Position 15849: 0.03546207856306254
Position 11146: 0.0347283008939427
Position 11082: 0.030122295326103474
Position 8621: 0.024317703359887
Position 6506: 0.021162122731323674
Position 18556: 0.020181323567734975
Position 146: 0.017173965575524475
Position 12126: 0.01611199075657245
Position 401: 0.01502475059592916
Position 6215: 0.01497293434700481
Position 13438: 0.013445995701421534
Position 7297: 0.013203910142981265
Position 150: 0.011762826645911441
Position 13624: 0.011091864414044781
Position 15556: 0.009701887857761406
Position 11619: 0.008664279529846225
Position 824: 0.008121981693665915
Position 17583: 0.007810678742034986
Position 872: 0.007529615817729629
Position 8570: 0.0067824198967636395
Position 3396: 0.006151022228419665
Position 13603: 0.006051224315546095
Position 906: 0.00545532252193526
Position 3324: 0.005311527681320447
Position 1985: 0.00500977595070618
Position 7456: 0.004838563008985112
Position 3066: 0.004537980668318089
Position 10566: 0.0044006507655090146
Position 11843: 0.004063103419784365
Position 5380: 0.004040715781672086
Position 5302: 0.003838114152847508
Position 9854: 0.0036513582158614003
Position 1964: 0.0033126688653915275
Position 868: 0.003055958830048303
Position 7408: 0.003054128103827003
Position 14788: 0.002708204987782931
Position 11004: 0.0025929105120385907
Position 38: 0.002543059770917004
Position 3910: 0.002099321997054174
Position 13383: 0.0019173685187518184
Position 12429: 0.0017767898297072452
Position 4892: 0.001615475678019846
Position 4162: 0.001556461877179568
Position 13465: 0.0014901729917944156
Position 744: 0.001484307577839483
Position 6514: 0.0014772020287738632
Position 1767: 0.0014276523602799118
Position 349: 0.001425042060529721
Position 11307: 0.001389315952071661
Position 10929: 0.0013614122534653544
Position 12038: 0.0013595946605517073
Position 3110: 0.0013495542465767178
Position 3920: 0.0013348945175805926
Position 5398: 0.0012106331053559358
Position 12060: 0.0011841771500270355
Position 6896: 0.0011014197758742557
Position 6263: 0.0010870504281958837
Position 3930: 0.0010280615011556207
Position 11233: 0.0010252190869311996
Position 5216: 0.0008538441069725261
Position 2447: 0.0008480257532714113
Position 139: 0.000839537239614335
Position 715: 0.0008060045854168852
Position 2493: 0.0008008609128000632
Position 11910: 0.0007680370231074044
Position 6458: 0.0007497333441699647
Position 5430: 0.0007120539675507156
Position 1318: 0.0006707681607679296
Position 2602: 0.0006608615416737962
Position 10488: 0.0006463752931402194
Position 11917: 0.0005080599034825579
Position 392: 0.0004484024203375485
Position 3093: 0.000410877870870895
Position 3507: 0.0004049773868446577
Position 6737: 0.0003500032501825354
Position 1350: 0.0003497414568393033
Position 4909: 0.00034151712925283885
Position 6495: 0.0003348664184749515
Position 257: 0.0003330261485983489
Position 2441: 0.00030205868097215753
Position 5478: 0.0002961337092069178
Position 6857: 0.00029392914372054936
Position 328: 0.00028734190740186343
Position 171: 0.00028559791302200296
Position 2026: 0.0002485051474859403
Position 4251: 0.00020635035702582647
Position 6217: 0.00018996548716955294
Position 4781: 0.00014594490440349392
Position 6077: 0.00012357566322705
Position 6472: 0.00011676495356267195
Position 16619: 8.523523042567724e-05
Position 5101: 4.419696301620557e-05
Position 13719: 3.4934333896642744e-05
Position 237: 3.3071594168421714e-05
Position 13702: 3.3036909657136814e-05
Position 14144: 3.14061112020559e-05
Position 15161: 2.7368020137236364e-05
Position 112: 2.0484209986874367e-05
Position 429: 2.0330523766337688e-05
Position 770: 1.2673392204500753e-05
Position 1060: 9.185853117642642e-06
Position 491: 8.178223284107245e-06
Position 944: 7.65635673790725e-06
Position 295: 6.867395982413369e-06
Position 605: 6.677218104016892e-06
Position 235: 6.655097534844499e-06
Position 548: 4.371216080293332e-06
Position 1071: 2.8103677662571715e-06
Position 632: 1.1113735993443912e-06
