Gene = SNX8
index = 1294
Annotated 5SS: [  137 36365 39353 42615 44906 50167 51235 56730 57100 57591]
Annotated 3SS: [36158 39234 42492 44824 50005 51101 56660 56949 57440 59294]
SMsplice 5SS: [  137  4275 36365 39353 42615 44606 44906 50167 51235 56730 57100 57591
 60874]
SMsplice 3SS: [ 4193 36271 39234 42492 44510 44824 50076 51101 56660 56949 57440 60728
 61003]
top_k =  500
Partition function (log Z): -33.626675318877055

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.998259345951112
Position 4275: 0.6346963770463137
Position 4412: 0.1159976138820932
Position 7617: 0.11589950764099671
Position 2848: 0.06664971748115622
Position 2061: 0.04696602299150469
Position 4266: 0.042774837722907647
Position 747: 0.01633746514794792
Position 9848: 0.015433150053400409
Position 2488: 0.015302732955013224
Position 4660: 0.011755209421547489
Position 8711: 0.007821794981708909
Position 10810: 0.007670413534079457
Position 3823: 0.0054114877674662516
Position 3522: 0.005296767452987067
Position 3159: 0.005019262871573999
Position 7524: 0.004758049855139728
Position 3892: 0.004717827677919446
Position 6737: 0.0037989668309708373
Position 2016: 0.0035630092349279606
Position 7529: 0.0030145080479345907
Position 2292: 0.0024518631639402584
Position 856: 0.0013639888600976509
Position 3305: 0.001294810769143515
Position 1666: 0.0012724872618290624
Position 3103: 0.0010289274733490928
Position 4533: 0.000703888105298926
Position 4354: 0.0001691227888782444
Position 155: 7.395948047472095e-05
Position 286: 4.399308594150257e-05
Position 1774: 2.675040601481038e-05
Position 1333: 1.957707464354905e-05
Position 1662: 1.9252075728554966e-05
Position 1762: 1.912037238599068e-05
Position 1678: 1.7865176789893467e-05
Position 2296: 1.7056083787656647e-05
Position 1365: 1.6721848268709315e-05
Position 1788: 1.458425005662783e-05
Position 3249: 1.2289354187615689e-05
Position 1157: 8.348880782502885e-06
Position 476: 8.172873526329113e-06
Position 1201: 7.1139365063213345e-06
Position 1855: 5.614632654377903e-06
Position 2141: 3.3805738825493705e-06
Position 392: 3.18426076819347e-06
Position 586: 2.7754625480440402e-06
Position 605: 1.999351962356118e-06
Position 453: 1.6513114574726204e-06
Position 582: 1.5490242176164106e-06
Position 257: 9.777347924955795e-07
Position 132: 9.146838451768519e-07
Position 2815: 3.214677584306715e-07
Position 501: 2.5339944231937554e-07
Position 144: 2.1699088538719813e-07
Position 2509: 2.1429859682057349e-07
Position 2500: 1.8819771470512443e-07
Position 3134: 1.5382028089426853e-07
Position 25: 1.4478556567431247e-07
Position 1944: 1.2304109851464897e-07
Position 5: 8.677174595576382e-08
Position 224: 8.262267018505509e-08
Position 321: 7.463680207258943e-08
Position 594: 6.524133526778945e-08
Position 20: 1.4977973849487654e-08
Position 355: 1.3822031609051316e-08
Position 235: 9.887506571039494e-09
Position 589: 9.401043814656547e-09
Position 687: 6.354314438626207e-09
Position 275: 5.60241282409292e-09
Position 591: 5.122662639015895e-09
Position 82: 2.5798667635237792e-09
Position 662: 1.107896676708558e-09
Position 713: 4.0909225107548097e-10
Position 847: 2.874532898254241e-10
Position 737: 2.409185513428733e-10
Position 885: 1.100376108179604e-10
Position 799: 3.8747152093922745e-11
Position 310: 1.8393815783509317e-13
Position 345: 3.7794152409717264e-14
Position 327: 3.215830954101418e-15
Position 386: 1.877990374696296e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 4193: 0.4805507972703114
Position 4224: 0.2712739596063655
Position 10541: 0.2059260992751747
Position 14472: 0.15394513266272455
Position 13378: 0.08313103375668174
Position 17540: 0.07959709639676324
Position 10300: 0.06849711041064202
Position 7419: 0.06278860628938535
Position 7567: 0.06253814437700185
Position 9267: 0.05537737257061003
Position 10904: 0.04879453461392464
Position 1942: 0.04186925908438371
Position 8550: 0.04001393759399427
Position 11626: 0.03030687530369812
Position 7494: 0.027069477177181053
Position 11506: 0.022162059809529247
Position 4404: 0.020866069913143714
Position 5805: 0.01894225748346904
Position 9251: 0.018592814055686434
Position 2692: 0.017773188634261635
Position 9761: 0.0173227628390884
Position 2408: 0.01657985514055361
Position 3216: 0.01583041983180934
Position 687: 0.014788631740141202
Position 4760: 0.014126417298167824
Position 2814: 0.012361748685002625
Position 11859: 0.012240656078191147
Position 4211: 0.011360030312859037
Position 3696: 0.010819402362591459
Position 4009: 0.00968208046864136
Position 8010: 0.008981257716001091
Position 2695: 0.0077702857736788354
Position 9310: 0.007744157147987206
Position 1978: 0.007130752294830403
Position 4642: 0.007043369205215823
Position 2530: 0.006504158128404485
Position 2975: 0.006191349675649233
Position 4254: 0.00612212648789888
Position 2772: 0.0060534907776046585
Position 4100: 0.005978483570350524
Position 11819: 0.005209018878300512
Position 9674: 0.004907553993980701
Position 11663: 0.004747647134113948
Position 4377: 0.00446574093979317
Position 6859: 0.004259563077509232
Position 11779: 0.004185653097402646
Position 4735: 0.004028827416508108
