Gene = TWISTNB
index = 1512
Annotated 5SS: [ 325 4309 9016]
Annotated 3SS: [ 4166  8806 10359]
SMsplice 5SS: [ 325 4309 9016]
SMsplice 3SS: [ 4166  8806 12621]
top_k =  500
Partition function (log Z): -5.334136148849161

Sorted 5' Splice Sites (High to Low Probability):
Position 4309: 0.9623033773779934
Position 9016: 0.9456171594776178
Position 325: 0.8906920681147459
Position 2864: 0.41673985233462363
Position 7175: 0.35833888665890157
Position 12806: 0.3238788021452105
Position 7541: 0.2809263914657
Position 8649: 0.1496866661240427
Position 128: 0.14286997776136467
Position 7317: 0.10513343346064201
Position 1271: 0.043380402366774005
Position 8521: 0.04171698645111213
Position 7857: 0.03431031189311959
Position 3912: 0.03153556526135455
Position 7387: 0.02734414454797934
Position 81: 0.025935183565628298
Position 11345: 0.024781524487742138
Position 494: 0.024355933189418377
Position 829: 0.023249334716726147
Position 8264: 0.023039549174711137
Position 7286: 0.01955118918075598
Position 604: 0.019061548358717588
Position 555: 0.01862285250985267
Position 4761: 0.016276920026039973
Position 1538: 0.01346851540220347
Position 4886: 0.011947984275247337
Position 10482: 0.011869349720820169
Position 1708: 0.011001468448253938
Position 9046: 0.009674849977320899
Position 12521: 0.009075000985031341
Position 4472: 0.008208619203437656
Position 3591: 0.007375149653426843
Position 9239: 0.0071545479993471925
Position 8665: 0.006803499259283513
Position 7785: 0.004212740314305692
Position 2896: 0.0036512584393398706
Position 6690: 0.003539923494643463
Position 4048: 0.0033727810844180195
Position 1028: 0.003168518905750215
Position 418: 0.002865486477672236
Position 2139: 0.0028522246547724966
Position 973: 0.0027268674170644967
Position 991: 0.0024469640996373078
Position 375: 0.002337992978429856
Position 1713: 0.0020152882909498173
Position 4898: 0.0009814940695572134
Position 121: 0.00029817405482139163
Position 366: 0.00017586475600675787
Position 191: 0.00011608240028645019
Position 183: 9.546267604298765e-05
Position 3572: 8.829381192688764e-05
Position 634: 7.69012760004792e-05
Position 936: 4.7056362833890935e-05
Position 7836: 2.3300330278996535e-05
Position 4468: 2.0517525048697963e-05
Position 3585: 1.4160144457320388e-05
Position 50: 1.3300287298502718e-05
Position 598: 6.36418408396411e-06
Position 34: 5.7825560922288944e-06
Position 483: 1.2413794503487487e-06
Position 26: 8.352830179681466e-07
Position 381: 6.450259983197164e-07
Position 215: 6.210250314126023e-07
Position 549: 4.449797440664064e-07
Position 160: 1.447088618904265e-07
Position 198: 1.1744015635884623e-07
Position 459: 7.794131617838385e-08
Position 355: 3.9972314323193636e-08
Position 343: 1.1654165882638632e-08
Position 247: 5.581940342274421e-09
Position 143: 2.2485877174144487e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4166: 0.9246778332997504
Position 8806: 0.9147332821731631
Position 12621: 0.5122304614921249
Position 7076: 0.4964613570029682
Position 12899: 0.22850149263881686
Position 7444: 0.20534137360491392
Position 2795: 0.1795972718952794
Position 2636: 0.1643037634407116
Position 13207: 0.11811648975305648
Position 8354: 0.10969807476314504
Position 13037: 0.09986398909066546
Position 10359: 0.08784968649686452
Position 267: 0.052401086145941016
Position 2737: 0.051792730244364774
Position 8718: 0.051772031221140345
Position 7472: 0.0505580761965094
Position 8435: 0.050354081747829765
Position 1147: 0.04377562008619386
Position 11027: 0.04262816304869927
Position 8506: 0.03821490162219186
Position 13277: 0.03696650128204376
Position 198: 0.03470978896120189
Position 4174: 0.03379475327527973
Position 7756: 0.02967665554934646
Position 3675: 0.028475503997690062
Position 9448: 0.028405116512906517
Position 12850: 0.021923073437661412
Position 11159: 0.020581873898199706
Position 4635: 0.018386806154747824
