Gene = BEND5
index = 132
Annotated 5SS: [  313 15582 18019 34296 40680]
Annotated 3SS: [15447 17633 34146 40465 48874]
SMsplice 5SS: [  313   954  2536  3324  3859 10153 18019 23777 24789 30892 34296 40680
 45081]
SMsplice 3SS: [  756  2412  3118  3781 10083 17849 23647 24668 30804 34146 40465 44922
 48874]
top_k =  500
Partition function (log Z): -19.924548273229664

Sorted 5' Splice Sites (High to Low Probability):
Position 313: 0.9854540641392955
Position 3859: 0.8775974773423671
Position 954: 0.8038924510933262
Position 10153: 0.7122051321323296
Position 2536: 0.6508440788428579
Position 18019: 0.6255989782461859
Position 5281: 0.2607105259022748
Position 23718: 0.17709778148440858
Position 15582: 0.15477491878507896
Position 24789: 0.13865577094693923
Position 1366: 0.10442577208911348
Position 1432: 0.05394916549943211
Position 15609: 0.05170235714919133
Position 12589: 0.025845719881154038
Position 962: 0.02252409617240011
Position 2349: 0.018346262785994754
Position 2690: 0.014057717136103286
Position 3194: 0.010677360586023758
Position 4132: 0.009635018913644763
Position 2284: 0.009304031691870277
Position 4871: 0.009006817241842461
Position 945: 0.00781278760195649
Position 4004: 0.006605976767745443
Position 338: 0.0055984007671936575
Position 812: 0.003618084107862557
Position 143: 0.0027588173173410547
Position 195: 0.002369249635545183
Position 2234: 0.002078912526927089
Position 1725: 0.002023444689140777
Position 2238: 0.0019610352150650117
Position 2834: 0.0019466783392313954
Position 2955: 0.0015692198007007132
Position 197: 0.001554469749191185
Position 3578: 0.001486827489669244
Position 2304: 0.0012524142773976434
Position 89: 0.0007671713316388892
Position 550: 0.0005524482351829365
Position 2827: 0.0005204248450555645
Position 2228: 0.0004892797428955464
Position 1323: 0.00043409517046357296
Position 2798: 0.00041234561059802564
Position 2725: 0.0003880215329718124
Position 546: 0.0003856311017198953
Position 3083: 0.0003428267413699657
Position 206: 0.0003149083758204284
Position 3569: 0.0002969906034825266
Position 147: 0.0002334364941378856
Position 574: 0.00022487719409712643
Position 646: 0.00021724054592621125
Position 1061: 0.00012740863144407034
Position 642: 7.088077244403904e-05
Position 4067: 6.228977028854082e-05
Position 1154: 5.940781349280508e-05
Position 777: 3.336482714850104e-05
Position 764: 3.211528932468957e-05
Position 4021: 3.0250205902030394e-05
Position 1035: 1.990302527603529e-05
Position 140: 1.8183124150200816e-05
Position 1387: 1.6133059937211118e-05
Position 99: 1.4696295638335918e-05
Position 4514: 1.4245838370797706e-05
Position 4523: 1.3443880811386432e-05
Position 120: 6.137883051590845e-06
Position 104: 5.984329391032157e-06
Position 572: 5.5349763438985145e-06
Position 1247: 5.24595418838231e-06
Position 2495: 4.226245229033189e-06
Position 1614: 4.05444112959586e-06
