Gene = URB2
index = 1535
Annotated 5SS: [  123  1526  6212 12014 17460 19736 21519 25089 28155]
Annotated 3SS: [ 1386  6034  8682 17298 19624 21275 25000 28014 32865]
SMsplice 5SS: [  171   433  1526  6212  9697 10183 10567 12014 21519 25089 28155]
SMsplice 3SS: [  256  1386  6034  9357 10076 10285 11947 21275 25000 28014 32865]
top_k =  500
Partition function (log Z): 7.225881475088235

Sorted 5' Splice Sites (High to Low Probability):
Position 21519: 0.9780771529164287
Position 1526: 0.9691820354971803
Position 12014: 0.9593710911414083
Position 9697: 0.9270348825028163
Position 10567: 0.9253753027997789
Position 10183: 0.8369114494445259
Position 25089: 0.791081128446792
Position 6212: 0.7508929871319685
Position 433: 0.7069240286066966
Position 171: 0.6752979339947434
Position 28155: 0.5609432101401062
Position 29830: 0.5398762979661437
Position 30754: 0.45123512851655734
Position 23006: 0.31092328641744116
Position 123: 0.30811851833407844
Position 19736: 0.2964660202102004
Position 22782: 0.2682372972922326
Position 8844: 0.24425406859399165
Position 16771: 0.2406910033005256
Position 28133: 0.21900317227941912
Position 28146: 0.21842611011710156
Position 10967: 0.1929998588463741
Position 8592: 0.1734984775283761
Position 30483: 0.15863425669775066
Position 27451: 0.15577466342169044
Position 17460: 0.13545822784436495
Position 18268: 0.1256013169636748
Position 25137: 0.11465158445191068
Position 27338: 0.09097949074644252
Position 11650: 0.08570645752390203
Position 3235: 0.08332472911109928
Position 27330: 0.08176495461551925
Position 2744: 0.07492189467361117
Position 1289: 0.06547616251558726
Position 32630: 0.06153695581105433
Position 29790: 0.05720379090039474
Position 12618: 0.056358211237450655
Position 6321: 0.04821573386334074
Position 8893: 0.046003689424095454
Position 23482: 0.04380486434751728
Position 12568: 0.038377948226294915
Position 24926: 0.037881745546254106
Position 13667: 0.03721537050654781
Position 24824: 0.033326328171064915
Position 29373: 0.031219205361482393
Position 10818: 0.02999536551816426
Position 8941: 0.027609300713249532
Position 8875: 0.02510319173162996
Position 31283: 0.023352605346954994
Position 28906: 0.022953776756507015
Position 31147: 0.02036492194303411
Position 32003: 0.01767847953818877
Position 8551: 0.01700779002399034
Position 774: 0.016192601724409526
Position 5896: 0.01607382138930148
Position 561: 0.015849212128089086
Position 19990: 0.015639149322291015
Position 10482: 0.015233131228939724
Position 32148: 0.013621915988996184
Position 24965: 0.01328530233313812
Position 25455: 0.012492564632705434
Position 21531: 0.01220089819044854
Position 163: 0.01084331749642798
Position 763: 0.010659768499385172
Position 11765: 0.01014351226502753
Position 8818: 0.009448906495434258
Position 9061: 0.008986756992201495
Position 30548: 0.008850826760462878
Position 24707: 0.007684724378507678
Position 10388: 0.006632786369459522
Position 27476: 0.006527294085677466
Position 31820: 0.00632746911983311
Position 26663: 0.005335913733458114
Position 32570: 0.005108305245655298
Position 1225: 0.00482254514376064
Position 11279: 0.004406759449664185
Position 918: 0.00368450892896095
Position 868: 0.0034328202589978376
Position 4946: 0.0033749264609651223
Position 6232: 0.003225465892409203
Position 1056: 0.003170382447330128
Position 872: 0.0030724952982767485
Position 141: 0.0030176601820808002
Position 366: 0.002979569832599381
Position 27571: 0.0018603897117312517
Position 5877: 0.0018601163701226703
Position 29967: 0.0017399178984742341
Position 352: 0.0013218586638628399
Position 907: 0.0010340520937404565
Position 1034: 0.0009780969980524743
Position 25001: 0.0009072618292152389
Position 8134: 0.000904156412084727
Position 1316: 0.0009010580876168113
Position 3044: 0.000605127241097409
Position 840: 0.000510537744930571
Position 7347: 0.0004779312891782334
Position 12117: 0.00047699848174407455
Position 577: 0.00044303756794404696
Position 11274: 0.0003641175838729868
Position 492: 0.0003212041316147762
Position 2796: 0.0002369672696866495
Position 3199: 0.00018601851216317188
Position 1303: 0.00016477240986395556
Position 442: 0.00015393701637339812
Position 508: 0.00012979906342175745
Position 661: 0.00012330902959417636
Position 6676: 0.00010802660514496654
Position 1690: 9.700215825275156e-05
Position 3040: 9.67594012811667e-05
Position 6471: 9.639390055501767e-05
Position 757: 8.979271997956884e-05
Position 1004: 8.414410181140842e-05
Position 656: 7.982538325356888e-05
Position 1061: 7.623793243243519e-05
Position 2756: 7.079036172030196e-05
Position 767: 6.297051873012968e-05
Position 2919: 1.06860172426508e-05
Position 553: 4.852115090239995e-06
Position 194: 2.6775702568174894e-06
Position 501: 2.474064881183834e-06
Position 262: 1.8437025098554077e-06
Position 175: 1.4593349790498562e-06
Position 535: 1.2547531262868628e-06
Position 127: 8.413525058898531e-07
Position 86: 3.129173553799683e-07
Position 523: 2.803479102770314e-07
Position 388: 2.274700087644024e-07
Position 358: 2.2366015711406653e-07
Position 407: 1.0944956962030252e-07
Position 402: 4.7569656636755004e-08
Position 13: 2.077546488839705e-08
Position 740: 1.4917817490823667e-08
Position 256: 6.729441819394945e-09
Position 541: 5.08270652273523e-09
Position 72: 6.030166354532704e-11
Position 62: 3.561047608786159e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 28014: 0.9923009996824551
Position 1386: 0.9276927856807609
Position 11947: 0.8919071308441069
Position 21275: 0.8708319235617029
Position 32865: 0.8488295265549487
