Gene = PSRC1
index = 1094
Annotated 5SS: [  98  446  608 1507 1989 2349 2730]
Annotated 3SS: [ 393  549 1064 1873 2078 2635 2968]
SMsplice 5SS: [ 446  608 2018 2349]
SMsplice 3SS: [ 549 1873 2116 2968]
top_k =  500
Partition function (log Z): 4.67916895645409

Sorted 5' Splice Sites (High to Low Probability):
Position 2018: 0.993703824993849
Position 2349: 0.8749209021625677
Position 446: 0.7599350000570513
Position 2730: 0.5989464446218453
Position 608: 0.5939843134411105
Position 1507: 0.31570657040399364
Position 372: 0.20011730632000582
Position 63: 0.11768135043445337
Position 98: 0.06925759968986747
Position 906: 0.05957148457193417
Position 52: 0.058907416096196236
Position 2259: 0.03911175195300999
Position 244: 0.03407776973712346
Position 2356: 0.028815773722245638
Position 552: 0.02742027446257431
Position 694: 0.02683573411754088
Position 707: 0.022803259444169395
Position 1452: 0.022255067999940068
Position 167: 0.01782164286949442
Position 1169: 0.015920610603272437
Position 1706: 0.014348731313711855
Position 690: 0.013165332123549145
Position 268: 0.011489156923366228
Position 1548: 0.009986587276614205
Position 1171: 0.008303322441685588
Position 1730: 0.007768881954873457
Position 1724: 0.0061110918420356816
Position 1136: 0.005744138858413984
Position 1532: 0.004347295231382545
Position 1989: 0.00428415119246996
Position 229: 0.004033770194696761
Position 2587: 0.003924216903193835
Position 557: 0.0027128041283464278
Position 2011: 0.0016795589207921544
Position 76: 0.0015663427294312548
Position 766: 0.0014831549194325934
Position 1738: 0.0012214757844169004
Position 1436: 0.001009626015916679
Position 2327: 0.0009876757078643662
Position 259: 0.0009465078631485992
Position 869: 0.0009406772029775266
Position 1309: 0.00083005883181995
Position 865: 0.000556061892691176
Position 2819: 0.000527024153328973
Position 645: 0.0004665585605857798
Position 482: 0.00034063511496052373
Position 1743: 0.00020852969328002803
Position 74: 0.00018494581362117084
Position 2739: 0.00016797527074194072
Position 1093: 0.0001429767208033573
Position 794: 0.0001127368727323851
Position 213: 0.00010951536033333775
Position 253: 0.0001089684696438759
Position 3258: 0.0001066770046536261
Position 1259: 0.00010150257846775058
Position 1257: 7.208113073660607e-05
Position 65: 6.419287611648384e-05
Position 3106: 6.236212389137392e-05
Position 41: 6.01142878977844e-05
Position 377: 2.501374920257139e-05
Position 3287: 1.713797864309688e-05
Position 110: 1.3990683436475586e-05
Position 12: 1.2130053514880575e-05
Position 809: 1.171390276416887e-05
Position 655: 1.0803642659506327e-05
Position 17: 8.159842504541146e-06
Position 2022: 6.555374694623551e-06
Position 2035: 5.497483988579345e-06
Position 129: 4.2971927127568535e-06
Position 1971: 2.979999265850334e-06
Position 2337: 1.4640535060960616e-06
Position 151: 8.570111480104132e-07
Position 807: 7.150286978604602e-07
Position 962: 7.127472562469553e-07
Position 90: 4.914948062795319e-07
Position 826: 4.11511953357829e-07
Position 2028: 1.0307714037143114e-07
Position 234: 1.550608535992871e-08
Position 564: 9.380388626827878e-09
Position 2529: 9.229354551179269e-10
Position 2241: 9.72600088822258e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1873: 0.9963767378434384
Position 2968: 0.9542342461807437
Position 549: 0.7026673226719226
Position 2116: 0.3586199157831051
Position 2155: 0.2204005010322416
Position 2635: 0.2136609757455574
Position 2097: 0.1897174175993251
Position 2208: 0.18112318112782372
Position 1064: 0.1736387711717413
Position 2649: 0.1602161297680124
Position 299: 0.15266180107723776
Position 2572: 0.13841909282056955
Position 393: 0.1250941738098595
Position 1415: 0.08221010130683931
Position 2586: 0.055366782179650686
Position 1412: 0.03664171465066338
Position 1248: 0.03197021285415523
Position 2591: 0.030737892312313476
Position 1167: 0.027240139420136634
Position 1592: 0.027159077920241505
Position 769: 0.023342458332338677
Position 1269: 0.013732025116678334
Position 335: 0.011676186241177992
Position 1347: 0.011130486706148546
Position 2684: 0.009875591520078286
Position 3047: 0.00809808843984247
Position 645: 0.005243934732102512
Position 2127: 0.005199463881882452
Position 1352: 0.0033798322440502654
Position 2405: 0.0031862234608166676
Position 1613: 0.0025518569488686272
Position 2294: 0.0017811231681003712
Position 3381: 0.0017485654200568499
Position 2235: 0.0015475592497548908
Position 607: 0.0015297975127599958
Position 702: 0.0013787849949962465
Position 1844: 0.0013419558988280325
Position 2256: 0.0013201297237599653
Position 556: 0.001305353498738595
Position 2533: 0.0012758163837040134
Position 2078: 0.0012588689168880412
Position 243: 0.0012395442764296827
Position 3044: 0.0010953617612204575
Position 1949: 0.0009099838898349347
Position 247: 0.000869299299739047
Position 2694: 0.0007674613699545705
Position 2702: 0.0007651651385997908
Position 2889: 0.0007596190719312485
Position 2178: 0.0007578583042215809
Position 1102: 0.0006603410661745789
Position 2456: 0.0006066609817978904
Position 1911: 0.0005431392709369456
Position 805: 0.0004819048947116395
Position 1876: 0.0004748310814283358
Position 1136: 0.00046189628247594915
Position 2217: 0.00045274769820411365
Position 2974: 0.00044810476347961384
Position 2386: 0.00043530067828605017
Position 1257: 0.000396780170549921
Position 2947: 0.00036617591944503605
Position 352: 0.00034693729463069697
