Gene = SELK
index = 1243
Annotated 5SS: [ 219 3596 5138 6163]
Annotated 3SS: [3504 5053 6075 6426]
SMsplice 5SS: [ 219 1063 3596 5138 6163]
SMsplice 3SS: [ 927 3504 5053 6075 6426]
top_k =  500
Partition function (log Z): 4.381242046538943

Sorted 5' Splice Sites (High to Low Probability):
Position 5138: 0.9790765052469346
Position 6163: 0.9715340766965199
Position 219: 0.9550763600747141
Position 3596: 0.7768863785873971
Position 1063: 0.6593611330455501
Position 1938: 0.23419941782757053
Position 6531: 0.2299965946168691
Position 1785: 0.07682748268921662
Position 2714: 0.07091015488480054
Position 1157: 0.06287118571726996
Position 3642: 0.05389560702829274
Position 1162: 0.04696260799657379
Position 3057: 0.030768571059277355
Position 2490: 0.022370577178007823
Position 1076: 0.015827975879946856
Position 5601: 0.014956845447847401
Position 2402: 0.012499277641067126
Position 257: 0.012433802736146337
Position 310: 0.011766927022673906
Position 420: 0.01151392818437195
Position 698: 0.011066686143577718
Position 732: 0.010767482264933594
Position 5203: 0.008518629339723461
Position 527: 0.0059580468950682875
Position 542: 0.005613664733489283
Position 6576: 0.005568365773011629
Position 2645: 0.005133445998901752
Position 3836: 0.005011556153217029
Position 1169: 0.004541153143833407
Position 1020: 0.004071171589863239
Position 6792: 0.004063058858815644
Position 250: 0.0032268801945376934
Position 3860: 0.002800348495920497
Position 2778: 0.002518210081204649
Position 3405: 0.002279604550489742
Position 2860: 0.0022281378719479264
Position 2486: 0.0022121911340363272
Position 441: 0.0021291659965728344
Position 1976: 0.00208805334904768
Position 3807: 0.001934100733285213
Position 4781: 0.0018236393971463156
Position 4931: 0.0016993185575752796
Position 5593: 0.0013459907657401883
Position 1165: 0.0009822376633867277
Position 6519: 0.0009355721697045302
Position 2788: 0.0008649925139571002
Position 2342: 0.0008077011433410834
Position 274: 0.0006874610355496406
Position 2604: 0.0006790618210961211
Position 857: 0.0006756284014817855
Position 3600: 0.0006325789067394425
Position 1873: 0.0006182293119420431
Position 1029: 0.0005463340470449647
Position 2738: 0.0005190105248984779
Position 436: 0.00046290048277479386
Position 2814: 0.0004486417610078158
Position 5664: 0.00044153697119288005
Position 3581: 0.00043962153782458246
Position 523: 0.00043856328555397456
Position 1913: 0.00043388924948167026
Position 1932: 0.0004125792426673237
