Gene = TADA1
index = 1370
Annotated 5SS: [  168  6565  6883 12504 14125 16142 18209]
Annotated 3SS: [ 6472  6816 12405 13914 15989 18045 18607]
SMsplice 5SS: [  168  6565  6883 12504 16142 18209]
SMsplice 3SS: [ 6472  6816 12405 15989 18045 18607]
top_k =  500
Partition function (log Z): 1.5423052977388552

Sorted 5' Splice Sites (High to Low Probability):
Position 16142: 0.9767163141003475
Position 6565: 0.9741195884922527
Position 18209: 0.9451473490016894
Position 12504: 0.8983412783801838
Position 168: 0.6460987967783834
Position 6883: 0.5878636145782963
Position 14125: 0.31133382956363065
Position 988: 0.24245643725882876
Position 6912: 0.23172143178002383
Position 9140: 0.2188006223804937
Position 631: 0.19191001794430435
Position 7649: 0.19104861416233748
Position 958: 0.18645098753304293
Position 465: 0.1421676947126303
Position 13665: 0.12140873606894323
Position 8092: 0.1117221594836183
Position 7699: 0.09533002718074687
Position 17818: 0.07693649597186993
Position 1010: 0.07616348531856802
Position 7813: 0.06879587858034562
Position 4086: 0.06782959502056421
Position 17849: 0.06684603623572721
Position 18519: 0.05781471171377694
Position 12933: 0.03948087193148087
Position 11358: 0.03654654295572854
Position 18184: 0.034476818724685075
Position 12652: 0.03042006520017667
Position 13803: 0.026569967870792695
Position 17775: 0.0225816284369614
Position 12508: 0.022387443496244344
Position 17626: 0.02128475962220825
Position 2629: 0.017972525663870507
Position 4232: 0.017821135364214938
Position 655: 0.016780822222693646
Position 4035: 0.01611132773824543
Position 16472: 0.015046319364038323
Position 846: 0.014181817654373638
Position 18477: 0.013091710527812493
Position 16078: 0.012789731673271864
Position 993: 0.012716122123940687
Position 16965: 0.012349871627504238
Position 1905: 0.011941429474255668
Position 13748: 0.011792621289232136
Position 14900: 0.011318407700175755
Position 7082: 0.010649627735392487
Position 18775: 0.010642990725965975
Position 10308: 0.009731483035934031
Position 8043: 0.009591604957753883
Position 3610: 0.009325104463658885
Position 3321: 0.008999357091873952
Position 1647: 0.008870682821642148
Position 18492: 0.00826649402681045
Position 9334: 0.008031307068365606
Position 7329: 0.007959033010504282
Position 13275: 0.007745237256292029
Position 3977: 0.005806682710599207
Position 106: 0.005765061987662114
Position 1019: 0.0057213213982856915
Position 12486: 0.005645711542219257
Position 17004: 0.00559885480433161
Position 3781: 0.005564187001893518
Position 3575: 0.005006514845721964
Position 18176: 0.004253316356226665
Position 14395: 0.004022947598912736
Position 10172: 0.003997333304860937
Position 16402: 0.0039492310185536535
Position 10165: 0.003912783519992094
Position 8017: 0.0036923086574522355
Position 419: 0.0033405506446655443
Position 19056: 0.003166666613366075
Position 5608: 0.003083976685991592
Position 14158: 0.00308357136495914
Position 12523: 0.0030357373689209608
Position 918: 0.0026283680583157726
Position 4165: 0.002361977482563572
Position 2247: 0.002265064418557461
Position 160: 0.002179036180759502
Position 676: 0.002008392476987222
Position 9144: 0.0017771400103052146
Position 16113: 0.0014980167897378925
Position 18515: 0.0014970918087629992
Position 516: 0.0011868471505989743
Position 7012: 0.0010849880029388302
Position 19024: 0.001045457124820081
Position 5122: 0.0007807749359383754
Position 18278: 0.0007383189428559146
Position 589: 0.0007101479960769017
Position 8138: 0.0006686926947690304
Position 7690: 0.0006637380053722542
Position 721: 0.0005676477941119003
Position 208: 0.00036085180137135304
Position 608: 0.00035210518388547235
Position 71: 0.0003108200596177823
Position 12860: 0.0002775716812515064
Position 7199: 0.0002622166562668633
Position 64: 0.00022326199561251817
Position 281: 0.00021302775868661946
Position 7949: 0.00020607914294278761
Position 28: 7.240978142214385e-05
Position 304: 7.008644117173248e-05
Position 709: 5.39462579685274e-05
Position 485: 4.457877419372074e-05
Position 599: 4.220939417271265e-05
Position 12545: 4.2098835344886486e-05
Position 190: 3.5217151025310196e-05
Position 269: 3.2551530172019615e-05
Position 17541: 2.9288898474078287e-05
Position 408: 1.9997755115904736e-05
Position 16315: 1.9974087366462418e-05
Position 535: 1.753657633880062e-05
Position 687: 9.530041809133087e-06
Position 791: 9.499483226208657e-06
Position 40: 9.281098797201302e-06
Position 6908: 8.903698044992334e-06
Position 866: 7.672959537526518e-06
Position 1338: 6.802979118332415e-06
Position 1241: 5.5020595773709086e-06
Position 1193: 5.292165913865229e-06
Position 32: 3.5497355636660474e-06
Position 53: 3.387476152530311e-06
Position 1078: 2.0379146179473005e-06
Position 983: 1.9792216633743453e-06
Position 610: 1.8992597400356644e-06
Position 6906: 1.8177196648394486e-06
Position 254: 1.5170730503484993e-06
Position 18504: 1.086328525414132e-06
Position 43: 1.1237225689280144e-07
Position 782: 2.099823384228027e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 15989: 0.9873777086407972
Position 6472: 0.9762803851098929
Position 12405: 0.9593500102596603
Position 18045: 0.8712047385118009
Position 6816: 0.8077849549849645
Position 18607: 0.5488964790547057
Position 816: 0.5315050167983091
Position 18320: 0.2951501103112534
Position 7547: 0.2694499459115284
Position 9042: 0.22388519037261595
Position 13914: 0.18983574159796626
Position 13624: 0.1507353507288533
Position 17705: 0.12538246511654094
Position 7948: 0.12385036506115425
Position 13945: 0.0996181203768545
Position 3942: 0.09703756490585705
Position 17522: 0.05958794269167002
Position 18079: 0.053275719531744634
Position 7430: 0.04818394415702334
Position 18972: 0.0455778219512985
Position 18660: 0.04442233338653341
Position 18003: 0.04205078585435811
Position 19500: 0.03521506173763005
Position 19187: 0.032371677730392366
Position 18444: 0.031656470394177114
Position 12773: 0.02515326918612051
Position 7450: 0.02051104118896308
Position 11215: 0.018424235343384682
Position 11246: 0.016018237890255693
Position 13551: 0.010925456466794024
Position 10120: 0.010671364215980977
Position 7736: 0.009987460669878103
Position 14029: 0.009899587012594566
Position 18400: 0.009729071215809581
Position 1570: 0.009396087686881846
Position 13599: 0.00928032337231692
Position 16237: 0.008814981497733925
Position 16401: 0.008458647408691181
Position 14685: 0.008297887866209464
Position 6863: 0.008050369286534857
Position 13224: 0.007745237256292028
Position 2497: 0.0076880813375701535
Position 18053: 0.007615264400861986
Position 12823: 0.007571123321201884
Position 16593: 0.007317263314234317
Position 3369: 0.007240736939170862
Position 779: 0.007075693981400367
Position 10155: 0.006970235644806084
Position 16826: 0.006672727594397983
Position 4063: 0.005789472484714315
Position 17902: 0.005585726549370118
Position 1735: 0.005566310182585953
Position 12809: 0.005227004370895699
Position 2506: 0.005210227854553984
Position 19475: 0.005040656423921098
Position 3220: 0.004954545301428447
Position 19553: 0.004828237132923321
Position 9222: 0.0047238790865484406
Position 19315: 0.004621222649618443
Position 6673: 0.004434048935161709
Position 18118: 0.004426666220316915
Position 7130: 0.004269875194332749
Position 17769: 0.004258754819223553
Position 14277: 0.0040229475989127395
Position 16279: 0.003912103878525506
Position 18554: 0.0037244785840666083
Position 15952: 0.0037018546780892853
Position 16949: 0.0036619364840081857
Position 7758: 0.0035612884453968294
Position 2408: 0.0034603089490312018
Position 3682: 0.0033133820589633114
Position 450: 0.0032571871110592776
Position 18354: 0.0032299639687746228
Position 4023: 0.0031497970094202846
Position 5525: 0.0030839766859915908
Position 14760: 0.003020519833966293
Position 19440: 0.0030032562875646103
Position 18338: 0.002972421884798708
Position 3083: 0.0029649576060311955
Position 18086: 0.002889905919313128
Position 3432: 0.002839598842146519
Position 19060: 0.0027691203573639946
Position 7586: 0.002768711671877404
Position 6646: 0.002753477256890901
Position 13919: 0.0027502433504249606
Position 544: 0.0026963749303774848
Position 1787: 0.002647311959210455
Position 6882: 0.002639053573477779
Position 7101: 0.002519985258246967
Position 18765: 0.0024724448577324114
Position 18840: 0.0024623551100727624
Position 274: 0.00235710190104467
Position 1990: 0.0022650644185574585
Position 3661: 0.002250804942930209
Position 3468: 0.002228587933008174
Position 18490: 0.0022115750554966636
Position 464: 0.002209641141037994
Position 17880: 0.0021829623522291795
Position 11114: 0.002104069722088178
Position 233: 0.0018901682541957385
Position 3873: 0.0018682075382267943
Position 7995: 0.0018244007324391466
Position 12738: 0.001807046734514283
Position 540: 0.001774745410017877
Position 1801: 0.0017696260396831602
Position 7160: 0.0017516237038126415
Position 3533: 0.0015755912217310323
Position 4002: 0.0014127892148711962
Position 17919: 0.001381763039740413
Position 19273: 0.0012201801079420708
Position 2317: 0.0012165664411572098
Position 13948: 0.0011814307056243548
