Gene = ACKR1
index = 24
Annotated 5SS: [ 164 1674]
Annotated 3SS: [ 973 2153]
SMsplice 5SS: [ 257 1674]
SMsplice 3SS: [1552 2386]
top_k =  500
Partition function (log Z): -8.757717549616387

Sorted 5' Splice Sites (High to Low Probability):
Position 1674: 0.9210557333367655
Position 257: 0.7248289226001469
Position 2141: 0.12872611066278494
Position 12: 0.09082311504374059
Position 1328: 0.07070595564752298
Position 2293: 0.06757818685600464
Position 287: 0.06027646679356247
Position 2540: 0.04406386835798332
Position 2224: 0.03978634261029657
Position 2205: 0.039285901323816555
Position 329: 0.03751893929454397
Position 280: 0.028196712626749873
Position 1385: 0.02800848947947105
Position 2494: 0.015640506023956197
Position 1519: 0.014333511886822888
Position 2257: 0.014332890872054077
Position 644: 0.014073372233181922
Position 2347: 0.012500654956665426
Position 604: 0.005675987805806668
Position 2839: 0.00556749946344992
Position 498: 0.003121804002844595
Position 2803: 0.002044803503489223
Position 2185: 0.0019844895687282722
Position 1678: 0.0019645009806105265
Position 1175: 0.0012241576742899561
Position 201: 0.0010835825398535408
Position 2928: 0.0007940877614977776
Position 852: 0.0006369526160074351
Position 2226: 0.0004764909469481311
Position 738: 0.00035197044580179344
Position 748: 0.00031732293100613
Position 112: 0.0002987181704786491
Position 568: 0.00025759071680320114
Position 575: 0.00024819609474457835
Position 1648: 0.0002454400816254973
Position 509: 0.00022603501228552907
Position 2013: 0.00011739532580120886
Position 1027: 0.0001086604050428124
Position 16: 0.00010334552697474437
Position 712: 9.776810850819096e-05
Position 1880: 6.651565106937078e-05
Position 2616: 4.563600698388573e-05
Position 14: 2.8517314371769717e-05
Position 53: 4.409189200274399e-06
Position 2118: 2.056194064457265e-06
Position 55: 6.067761839727986e-07
Position 415: 2.682232934336507e-07
Position 223: 2.6095142085670636e-07
Position 225: 1.3595409698062625e-07
Position 453: 1.2541514712415925e-07
Position 365: 8.334973963336179e-08
Position 464: 5.798168304768703e-08
Position 386: 3.7442281220566895e-08
Position 688: 3.86156019513407e-09
Position 704: 1.9746070091439783e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1552: 0.8348535992515419
Position 2386: 0.3768493779198009
Position 2153: 0.19983261514131465
Position 2103: 0.13263421020481428
Position 1962: 0.12812435711525333
Position 2405: 0.09991871114847169
Position 2244: 0.08943144103801597
Position 2913: 0.0780724227564207
Position 96: 0.07124354063594998
Position 3102: 0.045909220064564854
Position 2969: 0.029957541717032056
Position 2695: 0.02725732228669675
Position 1572: 0.026095250623969987
Position 2038: 0.02554116261766904
Position 1987: 0.025301791467097542
Position 2972: 0.023786852806342868
Position 1938: 0.015545963502281742
Position 1594: 0.014468590858600182
Position 1154: 0.012473850176373445
Position 1811: 0.01180621646716632
Position 1274: 0.01102098017185902
Position 1599: 0.008852757631021736
Position 1210: 0.00866090610964933
Position 1744: 0.008440116710771368
Position 1840: 0.0065509403219044
Position 2487: 0.0065245535427237685
Position 3062: 0.006323202643664785
Position 1459: 0.005891390541394424
Position 1428: 0.005165643619177098
Position 1884: 0.004638441780688291
Position 2731: 0.0031295360928703213
Position 1423: 0.0031239820179525964
Position 784: 0.002984842389002539
Position 2338: 0.002970995708673569
Position 2435: 0.002929830786864766
Position 1880: 0.002924793141067465
Position 2599: 0.0027587815449563583
Position 1236: 0.002274595005477304
Position 152: 0.002061776328343591
Position 631: 0.00191003196038565
Position 1944: 0.0018548492297755387
Position 473: 0.0014780047684476898
Position 1672: 0.0012495603109189974
Position 1487: 0.0008519975830969119
Position 2932: 0.0007042712477732774
Position 2106: 0.0006579464858731934
Position 279: 0.0005270016729033685
Position 1082: 0.0005103173997830935
Position 3000: 0.0004504821288461353
Position 2521: 0.0003638024132032071
Position 2355: 0.0003426811590885644
Position 999: 0.00019740013155614578
Position 2250: 0.00019364253093247306
Position 1294: 0.0001716627204964329
Position 1091: 0.00016786039537239396
Position 1618: 0.00015424364127253763
Position 644: 0.00014689996125947182
Position 602: 0.0001258716294349504
Position 453: 6.633861378994949e-05
Position 117: 5.97217678614899e-05
Position 804: 5.947194437197583e-05
Position 1504: 5.770090635384333e-05
Position 529: 4.481444943833014e-05
Position 1438: 3.421147820182386e-05
Position 947: 2.5591266622670542e-05
Position 1160: 2.42365680241796e-05
Position 302: 2.287441678940459e-05
Position 1021: 1.6022113162063436e-05
Position 347: 1.1163846386605255e-05
Position 1351: 8.314471991354104e-06
Position 398: 6.793926722809021e-06
Position 1463: 2.0212153254698003e-06
Position 900: 3.047726132726578e-07
Position 191: 2.3876458616163423e-07
Position 108: 2.3695014627745955e-07
Position 325: 1.879003150630204e-07
Position 129: 1.760204404983382e-07
Position 384: 9.668402846944487e-08
Position 715: 2.3104423530985372e-08
Position 154: 6.221747570838374e-09
Position 173: 5.962435948336902e-09
Position 353: 3.8538425154624206e-09
Position 328: 3.197020548761051e-09
Position 356: 1.7845204883737466e-09
Position 509: 9.389959576333843e-10
Position 163: 5.522988067620595e-10
Position 223: 4.393558757976667e-10
Position 607: 4.0634530534657634e-10
Position 491: 3.923911101995749e-10
Position 239: 2.424861624111917e-10
Position 306: 1.0931307871712251e-10
Position 256: 1.3776917690869253e-11
Position 286: 1.3515604071529982e-11
Position 219: 5.292592885386808e-12
Position 234: 1.5800443260545653e-12
