Gene = SEP15
index = 1246
Annotated 5SS: [  338 11085 33704 46313]
Annotated 3SS: [10916 33639 46262 50759]
SMsplice 5SS: [  338  6192 11085 12481 33704]
SMsplice 3SS: [ 6104 10916 12350 33639 50759]
top_k =  500
Partition function (log Z): -16.56669807075923

Sorted 5' Splice Sites (High to Low Probability):
Position 12481: 0.9868242885031421
Position 338: 0.9693289962555345
Position 11085: 0.9547458282968251
Position 33704: 0.6317399587417575
Position 6192: 0.6086383161861781
Position 6232: 0.32588230112790123
Position 11947: 0.2828665508577282
Position 11933: 0.23065260394197043
Position 1294: 0.1283268557939545
Position 2948: 0.10909566180015813
Position 3512: 0.09882123149310774
Position 8367: 0.07716318628808487
Position 5801: 0.07265687551099051
Position 3620: 0.04155131195468021
Position 68: 0.04029408081580271
Position 11623: 0.03861514420273015
Position 6186: 0.035672027754371255
Position 11414: 0.03129573940671141
Position 1951: 0.028330376397125073
Position 7953: 0.02435008479606818
Position 11135: 0.024300019976310795
Position 11143: 0.019083595706780927
Position 560: 0.01900122068540697
Position 6318: 0.01841328596045957
Position 5804: 0.018151340956469253
Position 7552: 0.017567381397332084
Position 2345: 0.016963384042759943
Position 5760: 0.01654654953244668
Position 2853: 0.016029160201065838
Position 3416: 0.015609497867385011
Position 5817: 0.01529986015304816
Position 9995: 0.013893339072542914
Position 11395: 0.011626121511021641
Position 4605: 0.009203714936498766
Position 8818: 0.008965552743183874
Position 6238: 0.008943096095406604
Position 12000: 0.008750808071048452
Position 11882: 0.008738151165779065
Position 8895: 0.008631682311469033
Position 6505: 0.00843871801829455
Position 5125: 0.007983262444227729
Position 156: 0.007676344462503701
Position 12059: 0.0073129251193375456
Position 3432: 0.006691175407140449
Position 7231: 0.006296859581184864
Position 615: 0.004957636714376819
Position 11450: 0.004945817360192945
Position 30: 0.004011972338253875
Position 2363: 0.003728958698956838
Position 11774: 0.0037025174153715442
Position 10537: 0.0035353780544465597
Position 7314: 0.0027556730510000823
Position 5936: 0.0027221574873397066
Position 5357: 0.00243853456110307
Position 5439: 0.0022125369782941516
Position 11924: 0.002135432689720477
Position 5808: 0.0020788054603084606
Position 2541: 0.0013810820429301345
Position 11527: 0.0010745956040635973
Position 11261: 0.0010065336100596063
Position 16213: 0.0009526768345521049
Position 375: 0.0006906603641945314
Position 12121: 0.0006581463955412749
Position 11314: 0.0006115617434159657
Position 257: 0.0004104792551409711
Position 38: 0.00040208193310680617
Position 45: 0.00029983338442635506
Position 85: 0.00026492858315601295
Position 1548: 0.00026454682473559855
Position 12037: 0.00019478235727265838
Position 14466: 0.00019465333289261913
Position 11927: 0.00018713800228582124
Position 12493: 0.00012164022660896665
Position 279: 0.00011621526220864245
Position 55: 0.00010591228007287621
Position 2395: 8.683104082260437e-05
Position 428: 8.486615767835583e-05
Position 310: 8.103449168802548e-05
Position 927: 7.872265251600544e-05
Position 91: 7.476799908776759e-05
Position 795: 6.886386247025433e-05
Position 745: 5.729408755210244e-05
Position 1078: 4.482350736847972e-05
Position 16770: 4.0021129980013374e-05
Position 492: 3.0531777841174266e-05
Position 725: 2.2974866279067225e-05
Position 654: 2.2926562706993466e-05
Position 1618: 2.0243804015024083e-05
Position 1030: 1.888194184918169e-05
Position 852: 1.7647362461143123e-05
Position 909: 1.7417313578827123e-05
Position 12801: 1.4723094773932918e-05
Position 6190: 8.975849953145005e-06
Position 1071: 7.806199141757544e-06
Position 11098: 6.011280625654159e-06
Position 1008: 4.952474360964969e-06
Position 1183: 3.638363007925094e-06
Position 732: 3.559862333956165e-06
Position 1140: 2.951095637456821e-06
Position 11343: 2.950417906695908e-06
Position 945: 1.9822997507350884e-06
Position 1440: 1.9752219317256614e-06
Position 1622: 1.9727953522397074e-06
Position 412: 1.579766394146787e-06
Position 344: 6.342609108885781e-07
Position 728: 6.098160308352398e-07
Position 290: 5.856073255110523e-07
Position 885: 5.723602197772318e-07
Position 171: 5.579702655051356e-07
Position 326: 3.36424537150508e-07
Position 381: 2.573208613347499e-07
Position 717: 1.9011192273070754e-07
Position 418: 1.6708310137420755e-07
Position 223: 8.734846273382616e-08
Position 283: 5.859466184000751e-08
Position 285: 1.6762896142386942e-08
Position 3: 9.34762339211805e-09
Position 136: 5.4610724223487095e-09
Position 122: 2.9332790690448535e-09
Position 519: 2.1719056344947758e-09
Position 316: 1.3730802193701333e-09
Position 313: 1.2216249862719734e-09
Position 601: 1.0274952432135058e-09
Position 182: 1.1322922671607145e-10
Position 202: 9.190001862498662e-12
Position 177: 5.883634243799079e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 6104: 0.9926002357997471
Position 12350: 0.9849342350521338
Position 33639: 0.9685002693757505
Position 35692: 0.6317399587417575
Position 11835: 0.5276535766956586
Position 10916: 0.4959063696024258
Position 10990: 0.4178538792388421
Position 5695: 0.12897576962707824
Position 3335: 0.11722666705116912
Position 2852: 0.07824328970762208
Position 11233: 0.07299833888889136
Position 1126: 0.054730653006731876
Position 1182: 0.052388764766176814
Position 11012: 0.04759916646225644
Position 8255: 0.043478011541232445
Position 10935: 0.03678151077442068
Position 193: 0.02649975288744305
Position 3398: 0.025957192030855517
Position 8204: 0.024275199270936503
Position 2682: 0.022328095678323872
Position 2184: 0.019727194915827632
Position 7880: 0.017643810284328737
Position 8701: 0.01577982710497148
Position 1754: 0.014774310571937477
Position 9889: 0.013893339072542914
Position 4379: 0.009203714936498754
Position 2883: 0.008873529331415081
Position 8290: 0.008652181410614085
Position 7476: 0.008499990282331216
Position 6381: 0.008439877328198103
Position 2906: 0.008262757349565523
Position 7399: 0.008255788354467906
Position 998: 0.008096851513248342
Position 11414: 0.007615819589430681
Position 12223: 0.00744754028125241
Position 3578: 0.007376696516368672
Position 11794: 0.006835758606612884
Position 963: 0.006550045257086535
Position 1719: 0.005713670452336572
Position 25394: 0.005618922852746053
Position 5047: 0.00559341484167239
Position 549: 0.005547374559090856
Position 7187: 0.00548143890625644
Position 3295: 0.005411239666552865
Position 1845: 0.005324405601960684
Position 11199: 0.00522974702232814
Position 232: 0.0049633271807648155
Position 11947: 0.004772518915607501
Position 5227: 0.004520755636819808
Position 7744: 0.0044000752583164575
Position 2777: 0.00436335627018912
Position 15307: 0.0041105314642508
Position 11710: 0.003930782415950072
Position 526: 0.0036286894555248124
Position 10384: 0.003535378054446556
Position 6285: 0.003352586509912406
Position 7846: 0.0030639933187247676
Position 11592: 0.002950919783563583
Position 3132: 0.0026461602893613793
Position 16453: 0.002625289089457196
Position 5024: 0.00238984760255534
Position 426: 0.002318348621131691
Position 15352: 0.002271158685363365
Position 967: 0.0021247132120663006
Position 3464: 0.0020616605951813373
Position 22828: 0.0018327442988353572
Position 8762: 0.0018174079496814286
Position 7078: 0.0017952092261523445
Position 16087: 0.0016316286043650356
Position 2161: 0.0015969691668500689
Position 18149: 0.0014730384330545504
Position 1078: 0.0013662879492682088
Position 17105: 0.0013465600273714204
Position 215: 0.0011467461980316964
Position 3349: 0.001131955850274805
Position 2935: 0.0011118322722844611
Position 11550: 0.0010206669398265683
Position 11346: 0.0010194311733887718
Position 2830: 0.000999181094604082
Position 11732: 0.0009549150074143547
Position 2717: 0.0009261416542502011
Position 7124: 0.000915936862667759
Position 3135: 0.0008616447225499036
Position 1618: 0.0008563385319146629
Position 7091: 0.0008513699771343402
Position 7440: 0.0008116027605329534
Position 1621: 0.0008066496743718486
Position 236: 0.000803276549365096
Position 1246: 0.0008030536169046154
Position 11277: 0.0007947225383757934
Position 153: 0.0007809077059128471
Position 2264: 0.000771260540576339
Position 1143: 0.0007596902941318895
Position 467: 0.0007344054936491137
Position 1663: 0.0007264669297018606
Position 1188: 0.0007142336248961798
Position 220: 0.0006799486465818582
Position 20774: 0.0006236061864982792
Position 12711: 0.0006005581785925014
Position 1154: 0.0005474436234802708
Position 11516: 0.0004664072458812434
Position 175: 0.0004425544569201685
Position 19529: 0.0003494196340950658
Position 11891: 0.0003289827332222091
Position 14306: 0.00030570285839057984
Position 109: 0.0002619747256259266
Position 18929: 0.0002586898593192657
Position 151: 0.00022375667870069716
Position 13561: 0.00016779139698404916
Position 1417: 0.0001612246368034695
Position 18124: 0.00015102820234855294
Position 18587: 0.00014926754594009176
Position 19920: 0.00014628405109805436
Position 18532: 0.00014613668819698133
Position 17595: 0.00014180357584518227
Position 11927: 0.0001324104704158203
Position 5434: 0.00013031590257741015
Position 672: 0.00012364708553993538
Position 14346: 9.481639520410425e-05
Position 16499: 9.149623984827521e-05
Position 18963: 9.00524814956296e-05
Position 12942: 8.68764513849949e-05
Position 5888: 8.380299135954775e-05
Position 13878: 7.966225888981913e-05
Position 12613: 7.567840717607251e-05
Position 614: 6.177060654002534e-05
Position 529: 6.14215655112315e-05
Position 1478: 5.959400191339213e-05
Position 16372: 5.817415617847899e-05
Position 13260: 5.703570126256025e-05
Position 13035: 5.5115344036396394e-05
Position 260: 5.438093071663299e-05
Position 12616: 4.692489049629815e-05
Position 1398: 4.424035449518411e-05
Position 14838: 3.7941499920966225e-05
Position 1849: 3.554812611611752e-05
Position 1089: 3.408715498671512e-05
Position 16861: 3.372602986305572e-05
Position 1796: 3.3653825607853294e-05
Position 12576: 3.0214209581430782e-05
Position 12573: 2.994384428393255e-05
Position 2325: 2.9481156737564077e-05
Position 14190: 2.9053813084594324e-05
Position 1003: 2.791852422631813e-05
Position 12859: 2.741451258091166e-05
Position 2234: 2.6860104460345386e-05
Position 1759: 2.4809115687563142e-05
Position 1197: 2.1845018407778298e-05
Position 710: 1.9273927415765708e-05
Position 160: 1.7896756961914516e-05
Position 13902: 1.681793647638914e-05
Position 12288: 1.637458273654041e-05
Position 2858: 1.6371895590052524e-05
Position 1342: 1.607494072188721e-05
Position 12714: 1.2130643004353485e-05
Position 1645: 1.0797310285815962e-05
Position 7223: 8.577659974051516e-06
Position 2193: 8.52418500031252e-06
Position 1872: 8.001321018868045e-06
Position 1211: 6.476904743754586e-06
Position 799: 5.556487802794465e-06
Position 12761: 4.6963895126469135e-06
Position 12594: 4.193545734991429e-06
Position 567: 2.7001894030941416e-06
Position 335: 2.4960069777420908e-06
Position 1488: 2.441402844266995e-06
Position 240: 1.414445788601664e-06
Position 6288: 1.3889243697800756e-06
Position 11303: 1.3157835463314448e-06
Position 11874: 9.514436479243533e-07
Position 1439: 9.360108026403525e-07
Position 1028: 9.341087903704871e-07
Position 11394: 8.473553524438487e-07
Position 1095: 7.120861484764757e-07
Position 1682: 6.282174311143654e-07
Position 737: 5.944741653776473e-07
Position 1676: 5.007011437917578e-07
Position 532: 4.6704247807217067e-07
Position 369: 3.8284689452740403e-07
Position 1157: 3.2677731176388635e-07
Position 2741: 2.667473794672262e-07
Position 347: 9.833852416011184e-08
Position 435: 8.484909303271548e-08
Position 648: 5.395519607655506e-08
Position 360: 1.2020944504384419e-08
Position 11668: 8.561470682282287e-09
Position 636: 4.013428379570322e-09
Position 279: 2.8644921684372038e-09
Position 399: 2.348386012881396e-09
Position 927: 5.457423157100128e-11
