Gene = LAMTOR2
index = 758
Annotated 5SS: [ 206  674 3316]
Annotated 3SS: [ 510 3225 3562]
SMsplice 5SS: [674]
SMsplice 3SS: [3562]
top_k =  500
Partition function (log Z): -7.610786288994406

Sorted 5' Splice Sites (High to Low Probability):
Position 674: 0.6562885094562264
Position 206: 0.4096702761077887
Position 924: 0.3495971677561242
Position 3316: 0.32385394088314223
Position 3456: 0.1609266197641638
Position 122: 0.07843439227342155
Position 3320: 0.04043577935466145
Position 367: 0.04022037736736882
Position 2959: 0.03977702976749461
Position 132: 0.03922672462405572
Position 1817: 0.013972645960390932
Position 844: 0.012628545287676369
Position 1530: 0.008726456724796026
Position 107: 0.00786117023763895
Position 165: 0.005661456416258657
Position 275: 0.005500173534348261
Position 3019: 0.005352140467010782
Position 1809: 0.004473155996921641
Position 3269: 0.003872126625963811
Position 434: 0.002889255410880131
Position 3640: 0.0024393023861908674
Position 3432: 0.00228685903355591
Position 376: 0.0021008445201638336
Position 1019: 0.0018805489333527747
Position 871: 0.0018350906512356643
Position 1863: 0.0014708162531309411
Position 1813: 0.0010661652032384105
Position 343: 0.0010005235345073576
Position 1706: 0.0006694607087576563
Position 244: 0.0005706393161787811
Position 3273: 0.0005232666794924069
Position 425: 0.0003967997226753789
Position 2869: 0.00038531831692247725
Position 631: 0.00034890599873568074
Position 591: 0.00029134494523018234
Position 2293: 0.0002582634437699385
Position 1220: 0.00023901981989020275
Position 1677: 0.00022632104131225863
Position 1833: 0.0002091260920262132
Position 2930: 0.0001754411302341658
Position 1228: 0.00015665933723146914
Position 549: 7.378543610396314e-05
Position 1353: 5.72557943231689e-05
Position 369: 5.0564222458631424e-05
Position 210: 2.4757302659055296e-05
Position 572: 1.7616702781146577e-05
Position 389: 9.543530998512023e-06
Position 751: 9.175666901071389e-06
Position 796: 6.03321025683693e-06
Position 792: 5.24546489733391e-06
Position 812: 1.9570648304938003e-06
Position 192: 2.563305544118998e-07
Position 35: 2.460290242113726e-07
Position 1848: 1.3163537217306297e-07
Position 882: 2.4470642725715736e-08
Position 460: 1.32297479216486e-08
Position 350: 1.1957861463405119e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.952246271671877
Position 3225: 0.40597764534888464
Position 510: 0.30275907488612186
Position 712: 0.13642011583080857
Position 3341: 0.10081904726415537
Position 587: 0.07177798253766993
Position 2858: 0.04501631964588176
Position 818: 0.037059079894539805
Position 3388: 0.020276595078104667
Position 838: 0.018677903068038144
Position 806: 0.016957081565311748
Position 1657: 0.014537535645438313
Position 3117: 0.009080657262334698
Position 3402: 0.008223563966998314
Position 763: 0.007485109508805559
Position 894: 0.007087678125688451
Position 1435: 0.005946971678089628
Position 3228: 0.005311324295256065
Position 803: 0.004886688846801478
Position 3733: 0.003918850143095857
Position 909: 0.0038598787187807283
Position 3568: 0.003714346631814178
Position 781: 0.0031720760395752114
Position 2914: 0.0029965773786360074
Position 1461: 0.0026617399416732283
Position 3421: 0.002517483340921808
Position 3072: 0.002510476073498783
Position 1098: 0.002422225358402188
Position 822: 0.0024120953480686164
