Gene = ATRIP
index = 118
Annotated 5SS: [  360  3440  5169  7682 10680 12717 13179 14062 17144 17395 17925 18346]
Annotated 3SS: [ 3305  4997  7562 10521 12620 13048 13371 17006 17302 17843 18092 18748]
SMsplice 5SS: [  360  3440  7682 12717 14062 14276 17144 17395 17925 18346]
SMsplice 3SS: [ 3305  7562 12620 13970 14168 17006 17302 17843 18092 18748]
top_k =  500
Partition function (log Z): 10.399594933108892

Sorted 5' Splice Sites (High to Low Probability):
Position 7682: 0.999374922258755
Position 17144: 0.9930405602873769
Position 360: 0.9056051777149097
Position 17395: 0.8891286800528736
Position 3440: 0.8800238195672601
Position 14062: 0.7834423022710966
Position 18346: 0.722934686749766
Position 14276: 0.6976599281761499
Position 17925: 0.57960897721421
Position 13179: 0.4938901349503364
Position 12717: 0.47084066558320303
Position 10680: 0.44410137518445003
Position 14708: 0.41677592354042553
Position 17962: 0.311205493712357
Position 3845: 0.2744386788658983
Position 5169: 0.26905273777024125
Position 12890: 0.24850399406222004
Position 100: 0.23525348954716507
Position 16845: 0.2133203048578315
Position 18288: 0.20762756385617223
Position 11259: 0.20184151615825022
Position 6732: 0.14834868806936358
Position 38: 0.142546074028764
Position 12840: 0.07280654352647173
Position 18653: 0.058670820884272605
Position 17655: 0.0560190177194059
Position 16200: 0.0410336644827617
Position 16099: 0.03647284769106248
Position 13682: 0.03412845425324131
Position 5523: 0.03044742933294456
Position 17531: 0.029998363751302118
Position 14382: 0.029029195009343332
Position 928: 0.023994224321558556
Position 9041: 0.020778482157709943
Position 3404: 0.02056422274305721
Position 1726: 0.019776742423127058
Position 17933: 0.017166250645684424
Position 18012: 0.01637390153822609
Position 18267: 0.013215558562762592
Position 2178: 0.010904690576362413
Position 6275: 0.008055430615760157
Position 764: 0.0072141720147129405
Position 16633: 0.0063770370999132586
Position 13694: 0.006209030783029428
Position 18207: 0.005056171949163468
Position 18300: 0.004248751654569405
Position 851: 0.0036458841081571523
Position 16431: 0.003325012561886178
Position 516: 0.0031363779585456787
Position 11191: 0.0030355878100186365
Position 12175: 0.0029627252358091875
Position 10277: 0.0029044274333413535
Position 14387: 0.002101408903983733
Position 6490: 0.0018264580561126792
Position 2184: 0.0017968916156132777
Position 18017: 0.0017020234365429103
Position 17929: 0.0016305127696012109
Position 18684: 0.0014624463442518439
Position 2451: 0.0014373408702797936
Position 1119: 0.0014268415442674617
Position 2252: 0.0012962748201497184
Position 3686: 0.0012312444805415712
Position 17154: 0.0010909160408005849
Position 18638: 0.001031828525786029
Position 7331: 0.0010229368022418633
Position 17986: 0.0009331563797022707
