Gene = MDS2
index = 825
Annotated 5SS: [  204   665  1264  2224 11918 12462]
Annotated 3SS: [  446  1172  2146 11774 12345 13054]
SMsplice 5SS: [  204  1940  2224 12462]
SMsplice 3SS: [ 1851  2146 12345 12661]
top_k =  500
Partition function (log Z): -10.731829194298768

Sorted 5' Splice Sites (High to Low Probability):
Position 12462: 0.9048009934120673
Position 2224: 0.8148172313624621
Position 204: 0.8018557271967929
Position 1940: 0.7393561110955728
Position 665: 0.3060539116362802
Position 11030: 0.22509244693173572
Position 105: 0.0943774934480702
Position 10634: 0.07961539507020587
Position 1264: 0.07541733647333605
Position 12050: 0.06859859365500245
Position 501: 0.055948785892986935
Position 10510: 0.033566653716323634
Position 12718: 0.015410550716710566
Position 631: 0.008634175061448843
Position 10515: 0.007327655557020046
Position 610: 0.00534146057694249
Position 6241: 0.004672323215813665
Position 1266: 0.0037164467433160884
Position 12495: 0.0012828130575415467
Position 629: 0.0011802408848173697
Position 980: 0.0010990515278598274
Position 660: 0.0008934709760326148
Position 220: 0.000879673798408789
Position 5787: 0.0008091699035534941
Position 6014: 0.0007060485043660717
Position 301: 0.0007035832591353686
Position 2321: 0.0004551445987135561
Position 2499: 0.0004194243242690746
Position 9: 0.00028611471227332297
Position 797: 0.00022199479739216439
Position 679: 0.00016180278487200106
Position 646: 0.00015680244235710848
Position 2907: 0.00015644207946357598
Position 1249: 0.00013208745933007118
Position 241: 6.112162192423393e-05
Position 3148: 1.580337672394022e-05
Position 289: 1.5248996966165671e-05
Position 455: 8.802304798688235e-06
Position 117: 6.949893525750638e-06
Position 1021: 2.996500913970356e-06
Position 5172: 2.2616217872134015e-06
Position 2807: 1.9049539997222907e-06
Position 4968: 1.8415390079231757e-06
Position 133: 1.377207194094911e-06
Position 964: 1.1960060690114603e-06
Position 35: 3.965378464885101e-07
Position 619: 3.1002929648302273e-07
Position 111: 1.6547999646676747e-07
Position 397: 1.0708063049706412e-07
Position 495: 5.175012873866298e-08
Position 399: 3.3433389628653686e-08
Position 358: 5.441873271722732e-09
Position 534: 2.239130314433868e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12345: 0.9306667494946661
Position 2146: 0.7900549653319571
Position 12661: 0.6615315739146275
Position 1851: 0.6496368746306577
Position 446: 0.29285169668650973
Position 10833: 0.23449302677174663
Position 12832: 0.08952949811097943
Position 12591: 0.08732116638566946
Position 10375: 0.08440701666728492
Position 11947: 0.07049193588539539
Position 12636: 0.06327814769189803
Position 1172: 0.0475380922415436
Position 10541: 0.03859393585090847
Position 1781: 0.03437741184043939
Position 1883: 0.024206917064177918
Position 7990: 0.02032638887381014
Position 384: 0.01835171830733896
