Gene = GM2A
index = 601
Annotated 5SS: [  406  7025 14022]
Annotated 3SS: [ 6862 13838 14403]
SMsplice 5SS: [  406  7025 14022]
SMsplice 3SS: [ 6862 13838 14108]
top_k =  500
Partition function (log Z): -7.182164654762839

Sorted 5' Splice Sites (High to Low Probability):
Position 406: 0.999739995449988
Position 7025: 0.9296432879842648
Position 14022: 0.9110131630935578
Position 11070: 0.4373601537047839
Position 4977: 0.26793345139766994
Position 13773: 0.21534833635360548
Position 4981: 0.09697300856131764
Position 6186: 0.09223529194360844
Position 16075: 0.09193201614084562
Position 4500: 0.08072883921530588
Position 7242: 0.07761134214228506
Position 10679: 0.0737043335595106
Position 5527: 0.0676674770450368
Position 14674: 0.061821173549820904
Position 5455: 0.046253364723426435
Position 11766: 0.04561056374532085
Position 5899: 0.042300332223668816
Position 5283: 0.03874041414858308
Position 14312: 0.033559886031648736
Position 2003: 0.025928866152322223
Position 5073: 0.024988652306264302
Position 14600: 0.02431891643074415
Position 2018: 0.02430639392355725
Position 12291: 0.017548032945597078
Position 14129: 0.016271539461971928
Position 243: 0.015812451815448127
Position 14589: 0.010682413075757326
Position 14214: 0.010458325426708508
Position 2997: 0.006446078530763358
Position 14591: 0.004536895890072164
Position 15183: 0.0032209613501656504
Position 14280: 0.0025339208073185482
Position 185: 0.0023635641188342123
Position 3064: 0.0017738895343839297
Position 13935: 0.0013747745367090306
Position 2313: 0.001252771317751051
Position 165: 0.0009638869470059413
Position 4504: 0.0006620663074447633
Position 7037: 0.0005284619327239472
Position 220: 0.0005127096912064117
Position 5257: 0.00018633857597951487
Position 2134: 0.00013588626098817532
Position 1303: 0.00013588354805691964
Position 1405: 0.00012520280605197214
Position 5370: 0.00012419304326715842
Position 809: 0.0001102361695030658
Position 13912: 9.570446864372447e-05
Position 2713: 9.399811575589173e-05
Position 2940: 8.63872522739974e-05
Position 459: 7.397899745279083e-05
Position 48: 2.550098592417978e-05
Position 4442: 6.2102862388152945e-06
Position 2103: 5.102816614558585e-06
Position 467: 4.923685460567124e-06
Position 3532: 3.974324135125623e-06
Position 4093: 8.671805956004651e-07
Position 1477: 3.300954350195639e-07
Position 1599: 2.899918134301623e-07
Position 830: 2.5712152022324366e-07
Position 1280: 2.3300206346094715e-07
Position 2815: 1.4475778161660412e-07
Position 536: 1.41724104164475e-07
Position 557: 1.2280142893718127e-07
Position 875: 1.1489177389125352e-07
Position 2229: 9.480380037065447e-08
Position 461: 8.721972524127222e-09
Position 428: 4.015534486906405e-09
Position 296: 3.974374497825329e-09
Position 511: 1.6893502741409171e-09
Position 410: 8.470096507587898e-10
Position 486: 7.402123311945e-10
Position 561: 1.8877772991353245e-10
Position 572: 1.2040126088445465e-10
Position 432: 8.638425123708234e-11
Position 627: 3.21226306369894e-11
Position 17: 8.90256633566645e-12
Position 330: 8.095210826881007e-12
Position 662: 5.4220304868758134e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13838: 0.9343076685870371
Position 6862: 0.9301822902557431
Position 14108: 0.4398427768333995
Position 14403: 0.3627107091146546
Position 10809: 0.3119147255450467
Position 16019: 0.24934794656524142
Position 4832: 0.24528615681231247
Position 13690: 0.2161823297405058
Position 4850: 0.10085700795540495
Position 5254: 0.07740946447564549
Position 10753: 0.06989607820039383
Position 5676: 0.06396986627820152
Position 7176: 0.06391718750500427
Position 5949: 0.05713454115057411
Position 17257: 0.05421440140445413
Position 10971: 0.03938104769864485
Position 10589: 0.03737092152205975
Position 5130: 0.03266675304681941
Position 10527: 0.029811869421266714
Position 1910: 0.028027436087557218
Position 4452: 0.027913505533397956
Position 16458: 0.027878950021616396
Position 16868: 0.027472594201718423
Position 11633: 0.026181097536219392
Position 4234: 0.023562538587239144
Position 5229: 0.0207230235108806
Position 4759: 0.020458226214629466
Position 11604: 0.01942946620910147
Position 10806: 0.018229278968700822
Position 12213: 0.01772880867127031
Position 330: 0.017358774632478768
Position 4278: 0.013842738384869798
Position 4398: 0.01381032029760211
Position 16496: 0.013403521870660936
Position 14723: 0.012815791210801227
Position 1978: 0.009805984084690795
Position 5370: 0.008117587557838634
Position 6114: 0.007893220369492604
Position 15074: 0.007418713416218835
Position 4533: 0.007222183173522958
Position 7119: 0.00693795708696401
Position 15289: 0.006706114653569142
Position 4862: 0.006666943846700153
Position 10539: 0.0065215426161841185
Position 5985: 0.005691040069491035
Position 17215: 0.005531601413151377
Position 5277: 0.005219930322887781
Position 2923: 0.004963339836843653
Position 4672: 0.0047463140039549585
Position 15182: 0.004534242860066404
Position 1818: 0.004146934854037455
Position 14835: 0.003987293988709115
Position 7135: 0.003647918779815899
Position 1881: 0.003590642024389859
Position 15986: 0.002999380700337728
Position 5260: 0.0028997685338628468
Position 16538: 0.0028027965655567527
Position 15894: 0.002717954845068223
Position 16197: 0.0027104567610800098
Position 2838: 0.002709996072185511
Position 5069: 0.002409162292069787
Position 5304: 0.002341830049657308
Position 7111: 0.0022453369968717975
Position 9338: 0.0020287239615750046
Position 5282: 0.001848652491740223
Position 287: 0.0017896290098952414
Position 4736: 0.0016336411413887802
Position 8571: 0.0016057314213431147
Position 1755: 0.0012552106277110495
Position 4503: 0.0011010970045929882
Position 1864: 0.0009997008676003365
Position 1798: 0.0009787340286323894
Position 2161: 0.0009446079346377543
Position 7192: 0.0009268334341680905
Position 1839: 0.0008574157079673534
Position 5002: 0.0007482853778096443
Position 1832: 0.0007063197361033441
Position 4425: 0.000700430811115085
Position 16159: 0.0006318483618025821
Position 9638: 0.000615034226024465
Position 4366: 0.0005440726372592224
Position 4213: 0.0005279060911460149
Position 4287: 0.0004899677339275449
Position 2811: 0.0004498981485408187
Position 14224: 0.00042650585840745973
Position 4646: 0.00041588368310821976
Position 342: 0.0003460544165515064
Position 2671: 0.00024372263865468305
Position 9248: 0.00023903861844781464
Position 14257: 0.0002216918584723163
Position 10221: 0.00020469385897929892
Position 14133: 0.00019738017204596613
Position 9274: 0.00015569207406582097
Position 2075: 0.00015182951486456393
Position 7225: 0.00014690646839405844
Position 9083: 0.00013452915653056521
Position 600: 0.000112242414293009
Position 8591: 8.747641311268356e-05
Position 1279: 8.641170392481809e-05
Position 9954: 8.20275459272329e-05
Position 2128: 7.937124415080267e-05
Position 4561: 7.793082097637619e-05
Position 9381: 7.596488020648366e-05
Position 4171: 6.548811816183562e-05
Position 1147: 5.825117893908102e-05
Position 2807: 5.450337108912777e-05
Position 8177: 4.1264251912067436e-05
Position 2133: 3.920718532195925e-05
Position 4714: 3.154598345210775e-05
Position 1297: 3.15364297208551e-05
Position 1923: 3.089560124374712e-05
Position 9899: 2.6521743038028088e-05
Position 1258: 2.3973306831875363e-05
Position 9476: 2.3138740349442655e-05
Position 1361: 1.675894044089575e-05
Position 1734: 1.6308468927954362e-05
Position 1081: 1.546930880057683e-05
Position 654: 1.4890843929282725e-05
Position 8567: 1.4862416846681988e-05
Position 1100: 1.422438278651467e-05
Position 8151: 1.4019276425021608e-05
Position 1015: 1.1095296547885494e-05
Position 296: 9.639738671382135e-06
Position 1224: 5.632365407995135e-06
Position 3408: 5.513010255531043e-06
Position 703: 4.569655219878088e-06
Position 768: 3.94229388158212e-06
Position 3458: 2.5866250172008967e-06
Position 505: 1.7970105938785922e-06
Position 7156: 1.2393818188272643e-06
Position 524: 9.244320781091277e-07
Position 2462: 5.168594007885932e-07
Position 1707: 4.483959928745455e-07
Position 3913: 3.745601412736104e-07
Position 2022: 3.4760684537155896e-07
Position 2542: 3.4669973508829195e-07
Position 1335: 2.7705370007734595e-07
Position 3882: 1.9968476579364684e-07
Position 3861: 1.5435778802858383e-07
Position 3984: 1.3857790050462456e-07
Position 1500: 9.756526130135789e-08
Position 2649: 6.852796253301808e-08
Position 1933: 5.4319894230555174e-08
Position 1382: 4.555634862818974e-08
Position 1773: 3.8858100347767225e-08
Position 1653: 3.757868266662458e-08
Position 2493: 2.6204509194737458e-08
Position 1685: 1.9887091808509188e-08
Position 1948: 1.7541052795976413e-08
Position 2201: 1.0288491247384623e-08
Position 2054: 7.063716609755531e-09
Position 1059: 6.633145054802768e-09
Position 951: 5.721133434475761e-09
Position 391: 4.1898341559573364e-09
Position 1992: 2.3834176810223092e-09
Position 269: 1.5183247014057487e-10
Position 259: 1.0207876120599174e-10
Position 233: 1.0127236731902535e-11
