Gene = DDOST
index = 435
Annotated 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
Annotated 3SS: [ 552 5356 5764 6009 6836 7172 7769 8572 8816 9015]
SMsplice 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
SMsplice 3SS: [ 446 5356 5764 6009 6836 7220 7769 8572 8816 9015]
top_k =  500
Partition function (log Z): 23.359797545280944

Sorted 5' Splice Sites (High to Low Probability):
Position 5444: 0.9799063640145966
Position 6931: 0.9777633661486812
Position 8924: 0.9762051841119757
Position 5869: 0.9566195321382296
Position 8694: 0.9476183545549072
Position 348: 0.9261368855305788
Position 7322: 0.9196464507155261
Position 7918: 0.7956079397607346
Position 6105: 0.7742396846900758
Position 664: 0.7701091834407527
Position 1474: 0.195531168862815
Position 6109: 0.19399359184679693
Position 4077: 0.18245229809886807
Position 3804: 0.15741021308081504
Position 5253: 0.14706816014174473
Position 3376: 0.09958946162507945
Position 8123: 0.07367842219623479
Position 2825: 0.06872795806672215
Position 1552: 0.06440063854593306
Position 2795: 0.06403561464487093
Position 8063: 0.04963406893546992
Position 7870: 0.0464496509243366
Position 7677: 0.0356314854982435
Position 7770: 0.03496647494955542
Position 6526: 0.029765697044724083
Position 611: 0.028821674681192483
Position 102: 0.027657830841760305
Position 83: 0.024504979110765074
Position 8934: 0.018737010625342772
Position 5893: 0.0180833990114415
Position 148: 0.01798474306290939
Position 6203: 0.017190142459196707
Position 7065: 0.017159425800042052
Position 4481: 0.016310442860261586
Position 2784: 0.013214564317428337
Position 308: 0.012432607010455671
Position 6113: 0.011707183429584603
Position 1811: 0.009030863072910735
Position 9156: 0.00840193175034275
Position 369: 0.008356556038773964
Position 157: 0.007679546345750599
Position 3212: 0.0072123744992156945
Position 481: 0.00645919474218064
Position 2014: 0.006458064172727714
Position 7644: 0.005538329923473261
Position 4253: 0.005373425871808269
Position 359: 0.005310415589790282
Position 5422: 0.005243911934020482
Position 5462: 0.005073887882054279
Position 2033: 0.0046892537704352494
Position 657: 0.004581999598364533
Position 7442: 0.004447766165083128
Position 3475: 0.004319241474931885
Position 5789: 0.00426520043703107
Position 7508: 0.003565631823333445
Position 6098: 0.0034409393738746865
Position 3390: 0.0030821591683579423
Position 832: 0.0029528079305219477
Position 3420: 0.002425274068447109
Position 1482: 0.0015946618240453875
Position 3760: 0.0015752518411219622
Position 6657: 0.0015326718569758353
Position 5536: 0.0012029810706786902
Position 7729: 0.0010244585618141746
Position 7367: 0.0009695740240842901
Position 3288: 0.0008433407741885927
Position 5468: 0.0008356499216554192
Position 9311: 0.0007638038377841726
Position 6454: 0.0007118965527535062
Position 9214: 0.0006539119884526607
Position 5728: 0.0006121954156702107
Position 389: 0.0006070593136469822
Position 139: 0.0005889768962270506
Position 393: 0.0004780797280109813
Position 935: 0.00041393735346551355
Position 7015: 0.0003871884850249582
Position 7365: 0.0003783737760825653
Position 5558: 0.00032589208558022616
Position 3082: 0.0003243808472923852
Position 780: 0.00026697024835618284
Position 975: 0.0002537580446972669
Position 8669: 0.0002456396979635683
Position 5940: 0.00023938656764644462
Position 7483: 0.00023737059222272449
Position 6436: 0.00022645492604426396
Position 7020: 0.0002232356298196209
Position 3142: 0.00021920460219618191
Position 9045: 0.00019445831898770105
Position 260: 0.000189075995500173
Position 456: 0.00015316737381588445
Position 8700: 0.0001519505698832186
Position 6486: 0.00015150371901857958
Position 172: 0.00014636094110170286
Position 7011: 0.00014633193387288146
Position 7357: 0.0001371026897101854
Position 1712: 0.00011799517188645778
Position 6644: 0.00011622912409903805
Position 5942: 9.828271637238717e-05
Position 9191: 9.73165017898539e-05
Position 9227: 9.560769808485303e-05
Position 475: 9.494205363662067e-05
Position 7040: 9.378204279626598e-05
Position 376: 9.277131624943213e-05
Position 5765: 9.254797169811167e-05
Position 970: 8.674628695016846e-05
Position 6534: 8.357527490229464e-05
Position 5554: 5.426250669036583e-05
Position 7185: 5.408246990814695e-05
Position 7172: 4.3049868087953857e-05
Position 165: 3.312245562473097e-05
Position 8854: 3.293978747223099e-05
Position 6619: 2.104214233392512e-05
Position 6207: 1.7036294229924053e-05
Position 6189: 1.6854897979247227e-05
Position 5793: 1.561842108196548e-05
Position 6100: 1.466020761660622e-05
Position 9317: 1.201893852667855e-05
Position 490: 1.1709032417910828e-05
Position 6609: 9.66324363613404e-06
Position 374: 7.144993826141531e-06
Position 9282: 6.987955003353305e-06
Position 6865: 5.388760825453597e-06
Position 5755: 2.834619341802303e-06
Position 235: 2.4994551705851415e-06
Position 159: 2.3731021839153967e-06
Position 547: 1.3514894712423293e-06
Position 1580: 1.2905413807552092e-06
Position 503: 1.045056973387799e-06
