Gene = CSDE1
index = 412
Annotated 5SS: [   40  8144 18273 20002 20494 21207 23523 23976 24233 25361 27457 27707
 30982 31754 32744 34082 37426 38386 39352]
Annotated 3SS: [ 7756 18073 19891 20400 21108 23440 23846 24106 25147 27315 27541 30873
 31577 32630 33961 37246 38221 39218 39747]
SMsplice 5SS: [   40  1783  7991  8144 16438 18273 20002 21207 23523 24233 25361 27457
 27707 31754 32744 33604 34082 37426 38386 39352]
SMsplice 3SS: [ 1644  7756  8059 16348 18073 19891 21108 23440 24106 25147 27315 27541
 31644 32630 33446 33961 37246 38221 39218 39747]
top_k =  500
Partition function (log Z): 23.320187972823362

Sorted 5' Splice Sites (High to Low Probability):
Position 21207: 0.9945393420111095
Position 27457: 0.9873133793734217
Position 37426: 0.9788866525953563
Position 24233: 0.9783652319609892
Position 34082: 0.9685656077469488
Position 27707: 0.9500511571503679
Position 18273: 0.9301176651100612
Position 31754: 0.9143241835157097
Position 25361: 0.90984081910184
Position 1783: 0.8797513480419887
Position 8144: 0.8752888054076244
Position 23523: 0.8589866649604345
Position 32744: 0.8144927859175111
Position 20002: 0.7832138528800899
Position 38386: 0.7633347142895872
Position 39352: 0.7525643516833119
Position 9690: 0.6766026793919101
Position 16438: 0.5594645317212809
Position 23976: 0.5018851398718696
Position 40: 0.4995400015453473
Position 20246: 0.43767629768348776
Position 7991: 0.4005521419137553
Position 135: 0.37631931949044956
Position 33604: 0.3461973909237798
Position 33677: 0.3061524950298829
Position 20576: 0.2982906777753444
Position 2330: 0.2652887767586987
Position 9247: 0.2455135342428822
Position 25248: 0.24281593276170801
Position 21477: 0.21615173838700344
Position 1556: 0.18230239402340465
Position 11837: 0.1430965329405195
Position 25232: 0.1356673101510292
Position 20494: 0.103707989383357
Position 18516: 0.09294030302719603
Position 25637: 0.08693599940580304
Position 2309: 0.07883516297449152
Position 29016: 0.07762247996546347
Position 7978: 0.07674274963424835
Position 34682: 0.07181116437185596
Position 20951: 0.06947758769060527
Position 33600: 0.06018553051858719
Position 8148: 0.05539354349122048
Position 21595: 0.05284210255951322
Position 23167: 0.05188145059498226
Position 8826: 0.048635177946767236
Position 24871: 0.04849842267683167
Position 4507: 0.047814660389517934
Position 18266: 0.04265898349970443
Position 11422: 0.042455210238847664
Position 27848: 0.04201535524306556
Position 23984: 0.040102772616179325
Position 39572: 0.035180550261620674
Position 1385: 0.03444100247849918
Position 32936: 0.03300478621371349
Position 20722: 0.03297344878716828
Position 20486: 0.032199975810374586
Position 20953: 0.027182043786464823
Position 12808: 0.026199015325421775
Position 21039: 0.02497167798316935
Position 39118: 0.024841926130123204
Position 26795: 0.024796976212184182
Position 1670: 0.024777875317408035
Position 12836: 0.024197366638990483
Position 26809: 0.02290196082875058
Position 1832: 0.02280495995434008
Position 6012: 0.022130095477189995
Position 35447: 0.020408367365681974
Position 1335: 0.020339617236050586
Position 21953: 0.020160857337404175
Position 157: 0.01886181756560163
Position 26976: 0.016248511481270177
Position 9082: 0.016218543523698767
Position 44: 0.01577760132038683
Position 18579: 0.015670008373376895
Position 32710: 0.015557884633469275
Position 7556: 0.01529600325555162
Position 22442: 0.014807399461741103
Position 1770: 0.014388768916126954
Position 36794: 0.014015363863691769
Position 284: 0.012963955140788167
Position 27070: 0.012946930476622778
Position 26608: 0.011837400887374127
Position 34673: 0.01166187500895465
Position 2285: 0.011395560530767228
Position 37623: 0.011363147813338746
Position 25951: 0.011321298933089469
Position 3445: 0.011131079893984772
Position 361: 0.010517641835612417
Position 24194: 0.010263070337114587
Position 39850: 0.010236856399916599
Position 40102: 0.009946349083824944
Position 35924: 0.00935947496887463
Position 39528: 0.009235227439490056
Position 33149: 0.009056389076041222
Position 2564: 0.008634707416359522
Position 7575: 0.008327748380248225
Position 1748: 0.008043922788708496
Position 296: 0.007137846838388552
Position 34252: 0.0069696434924119725
Position 1125: 0.006707580704327003
Position 24697: 0.006138613053005757
Position 1192: 0.006097480834893454
Position 5734: 0.0057032736276601895
Position 2095: 0.005401931809829388
Position 1293: 0.0052285376010222885
Position 26935: 0.005125048245541559
Position 33578: 0.004234333818776087
Position 39258: 0.004217816559650684
Position 27436: 0.003734108993004861
Position 236: 0.0036300818536727088
Position 32013: 0.0033935945080739013
Position 37259: 0.0025736766949290054
Position 5368: 0.0024220506257495787
Position 26722: 0.0023707890888678474
Position 1935: 0.002290081264314467
Position 305: 0.002252275252544052
Position 38913: 0.0021185980373965934
Position 26707: 0.0020361682150323974
Position 37108: 0.0019413289108878942
Position 27377: 0.0018986766992677838
Position 22846: 0.0018813078871903212
Position 38992: 0.0018683051695668213
Position 1787: 0.001789423714299282
Position 21700: 0.0016843980926985916
Position 24020: 0.0014908087969745297
Position 69: 0.0013922919823491243
Position 1222: 0.0013550959844693515
Position 496: 0.001325234715067342
Position 33537: 0.0013218855688748791
Position 25486: 0.0012809544901528646
Position 24295: 0.0011503264972765772
Position 24215: 0.0011198666431190716
Position 37567: 0.0011047140261187184
Position 12630: 0.0010871338428197427
Position 39218: 0.0010685053822819864
Position 11326: 0.0010558637934074936
Position 27644: 0.0010535501795094365
Position 26835: 0.001042223065543064
Position 1524: 0.0009911038060278529
Position 23988: 0.0009316790430459897
Position 25606: 0.0008655395879538477
Position 1076: 0.0008191890987321
Position 24925: 0.0008027856448615687
Position 25256: 0.0007975708165052439
Position 27485: 0.0007753408988088837
Position 33128: 0.000757587779615657
Position 21297: 0.0007507753369791071
Position 1060: 0.0007488531219317418
Position 39835: 0.000716734552550423
Position 25991: 0.0006559621439828483
Position 40076: 0.0005912626624557109
Position 21514: 0.0005615642649396708
Position 22563: 0.0005435078693148526
Position 57: 0.0004892119596105129
Position 37473: 0.0004858831758383519
Position 1249: 0.000471948238016232
Position 491: 0.00044673138238209627
Position 257: 0.0004069960055034235
Position 281: 0.00035970144484725287
Position 290: 0.000334715790493139
Position 24290: 0.0002877656401591516
Position 1552: 0.00026274476574879595
Position 1817: 0.00025879865962429136
Position 278: 0.0002501506717461832
Position 34425: 0.0002500967328098041
Position 601: 0.00022928004271085468
Position 27441: 0.00021355373185501394
Position 293: 0.00019309723248402269
Position 25261: 0.00019106221148912372
Position 2166: 0.0001756191372049803
Position 1550: 0.0001682095548105691
Position 1439: 0.00016638015425473525
Position 24222: 0.00013944650384231227
Position 33268: 0.00012192481826945918
Position 27448: 0.00011376538991180353
Position 1389: 0.0001010668698859443
Position 625: 9.823904134189342e-05
Position 23451: 8.720502171939267e-05
Position 27477: 8.372396240854963e-05
Position 231: 6.961483245240677e-05
Position 1290: 5.378866113802821e-05
Position 1296: 4.3225657977510517e-05
Position 751: 3.6209949499178574e-05
Position 2483: 3.3699692376600406e-05
Position 203: 3.3393326326075445e-05
Position 918: 2.750119058490286e-05
Position 34: 2.6385543726638623e-05
Position 38752: 2.623823368278886e-05
Position 482: 2.5774476826480966e-05
Position 705: 2.3368078033375813e-05
Position 129: 2.1972417372093317e-05
Position 38180: 2.025454642285903e-05
Position 778: 1.78602680879864e-05
Position 24816: 1.7804458057630086e-05
Position 1455: 1.757356486031061e-05
Position 1183: 1.5599697620100387e-05
Position 547: 1.3652676483753059e-05
Position 999: 1.1844272813572555e-05
Position 864: 1.168203950509748e-05
Position 27711: 1.1669563426411264e-05
Position 5128: 1.0475793407472489e-05
Position 976: 9.127962295990817e-06
Position 38318: 9.059413108121202e-06
