Gene = TATDN3
index = 1377
Annotated 5SS: [  160  3300  4763  5369 10936 12602 12824 16021 20501]
Annotated 3SS: [ 3266  4688  5283 10872 12491 12767 15907 20419 23184]
SMsplice 5SS: [  160  4763  5369  9045 12602 12824 16021 20501]
SMsplice 3SS: [ 4688  5283  8888 12491 12710 15907 20398 23184]
top_k =  500
Partition function (log Z): -0.32431632984466674

Sorted 5' Splice Sites (High to Low Probability):
Position 16021: 0.9999675870595001
Position 20501: 0.917581902729132
Position 4763: 0.9146246742697837
Position 12824: 0.795549534092497
Position 12602: 0.7746439381047366
Position 5369: 0.7427307031976393
Position 160: 0.6868773919918257
Position 9045: 0.6067117351728036
Position 3300: 0.5349174671607752
Position 10936: 0.30290287760867235
Position 362: 0.29311157121975545
Position 21619: 0.24545130956082903
Position 9053: 0.22786090611612494
Position 10289: 0.20408036450227748
Position 14087: 0.1480930599633447
Position 21202: 0.14518879265673187
Position 7261: 0.11904093579255481
Position 14083: 0.09924773419215521
Position 10206: 0.08691817841162228
Position 13990: 0.07329247417933223
Position 8441: 0.05469226865112983
Position 1154: 0.046733755763010504
Position 11219: 0.0442374447770994
Position 1819: 0.04096309185485573
Position 8247: 0.03700700918358122
Position 3408: 0.03692381150292206
Position 23236: 0.03126854869198704
Position 1311: 0.03080631457605827
Position 12606: 0.03014630901696885
Position 109: 0.026534809930640745
Position 13978: 0.02577036748626462
Position 14073: 0.025242659600266212
Position 4350: 0.0240524059350637
Position 23185: 0.021285366536269914
Position 10703: 0.02048480828843251
Position 1874: 0.01820941414061713
Position 8240: 0.018052198918321667
Position 13936: 0.01583026414693113
Position 1528: 0.01580621068781742
Position 164: 0.014389289838761853
Position 8654: 0.013412526619103029
Position 21471: 0.012651121461985841
Position 9000: 0.012456369596630443
Position 7507: 0.011738422641189735
Position 971: 0.010536114781288308
Position 10709: 0.010345691870033088
Position 7606: 0.009311273897254916
Position 5556: 0.008824423176705138
Position 12971: 0.008765148307172493
Position 5928: 0.0084591178749944
Position 784: 0.00807003946807736
Position 1291: 0.007949651628950777
