Gene = VGLL4
index = 1548
Annotated 5SS: [  488 42092 79128 84593]
Annotated 3SS: [41901 78904 84468 85096]
SMsplice 5SS: [  195 10113 10808 20879 23785 24162 24522 33669 36996 42092 46665 51862
 67797 68009 73854 75320 79128 84593]
SMsplice 3SS: [10006 10684 20713 23700 23912 24268 33628 36883 41901 46550 51768 67666
 67933 73591 75178 78904 84468 85096]
top_k =  500
Partition function (log Z): -37.61407673372428

Sorted 5' Splice Sites (High to Low Probability):
Position 10808: 0.8816547562955093
Position 10113: 0.829274377237672
Position 20879: 0.8112983815879224
Position 195: 0.6433616563691437
Position 488: 0.6351764397190816
Position 11737: 0.554260574046304
Position 17274: 0.46325813629627827
Position 23785: 0.4511931535478507
Position 5632: 0.21493679263917098
Position 217: 0.186232494586437
Position 17568: 0.17424881769371336
Position 10117: 0.15683922717163906
Position 5279: 0.10010087446820558
Position 24522: 0.1000776082210795
Position 24162: 0.08806904118035824
Position 10380: 0.08726268260243539
Position 6510: 0.06828129703253094
Position 11134: 0.055790950086649256
Position 7731: 0.05005280713622343
Position 21189: 0.0403173222738782
Position 5179: 0.03861627203201856
Position 4521: 0.03652557907109441
Position 20546: 0.03406872707538029
Position 2590: 0.02817311150406908
Position 6214: 0.021580057788856324
Position 23991: 0.01969639675395251
Position 5442: 0.019621064599096925
Position 11529: 0.01960119369478387
Position 5733: 0.018921466065186535
Position 4679: 0.01781091385546041
Position 1819: 0.01590471898886655
Position 21743: 0.014742822940283482
Position 11191: 0.013924962302879899
Position 21243: 0.013042031439118416
Position 20954: 0.01192300162375598
Position 131: 0.009357357272805721
Position 47: 0.009201443961250702
Position 24372: 0.0057604251709110765
Position 770: 0.005492250510310823
Position 4783: 0.0011805852442927653
Position 4525: 0.0010852397253996214
Position 210: 0.0007953825323138075
Position 5060: 0.0007738954317275662
Position 4955: 0.00044984545094762645
Position 176: 0.00043250765214237
Position 1208: 0.0002901138585939917
Position 958: 0.00023675142170426192
Position 20: 0.00012966854424961284
Position 860: 0.00011847844622800741
Position 3895: 7.441712173093947e-05
Position 628: 4.0103128234272985e-05
Position 3309: 3.1348198575809766e-05
Position 1508: 2.993851390486697e-05
Position 623: 1.705966585524571e-05
Position 215: 8.6879369097632e-06
Position 11862: 6.1508141333265e-06
Position 234: 4.978272884280614e-06
Position 187: 3.7844661845286986e-06
Position 309: 3.451674769435035e-06
Position 70: 2.1947162723160188e-06
Position 640: 2.014084639162694e-06
Position 304: 1.0289204883560124e-06
Position 91: 9.078603431338294e-07
Position 441: 4.689442532149366e-07
Position 494: 3.4547800483804027e-07
Position 828: 3.4089858965119205e-07
Position 477: 2.1276396874046363e-07
Position 280: 1.4225749175725395e-07
Position 553: 9.090952608849955e-08
Position 716: 8.419493354553571e-08
Position 502: 4.817455145100413e-08
Position 151: 3.0476227919980726e-08
Position 700: 2.7271939794605914e-08
Position 271: 2.2544824413577304e-08
Position 644: 5.227211761283959e-09
Position 592: 4.3360213805526845e-09
Position 384: 6.805296411301171e-11
Position 429: 3.9069266025819956e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 10006: 0.9861652347291249
Position 23912: 0.8774373637204983
Position 20713: 0.8281785644784204
Position 11618: 0.5418266501684967
Position 10684: 0.515292786005421
Position 23547: 0.45504146658450284
Position 17148: 0.4323525766412494
Position 10704: 0.35476018010578886
Position 397: 0.28586991878201495
Position 24268: 0.19101676415252866
Position 17487: 0.14930525430524988
Position 5557: 0.09132462811312826
Position 5232: 0.08411817003955041
Position 5500: 0.07749557371944255
Position 30555: 0.07418706194346081
Position 10258: 0.07399872041371615
Position 280: 0.06949875515298516
Position 10990: 0.0664059300139325
Position 21099: 0.06248549015921364
Position 5091: 0.060375995245783354
Position 6432: 0.05236955102401067
Position 5537: 0.05163133887561134
Position 420: 0.05160680159681443
Position 7614: 0.03901328371858587
Position 20356: 0.03406872707538029
Position 16974: 0.03173353666710716
Position 25086: 0.03165097144852975
Position 17410: 0.02512972982214973
Position 441: 0.025057576446329964
Position 2467: 0.023338204376640324
Position 309: 0.022775434746768356
Position 373: 0.022242874916885848
Position 6305: 0.01591174600852022
Position 4860: 0.015886859247351517
Position 21600: 0.015868898147381
Position 6150: 0.01397336600814972
Position 11392: 0.013924260481306898
Position 4434: 0.013682192596398489
Position 4615: 0.013444785041499388
Position 10281: 0.013301042723929006
Position 1713: 0.0121322434107789
Position 10735: 0.011628693609178963
Position 4473: 0.01151249467666552
Position 7646: 0.011047013642394472
Position 21350: 0.009832842482313153
Position 5690: 0.009754904847535719
Position 11638: 0.009740343567112758
Position 4359: 0.009729952851303493
Position 4408: 0.0067449872562182316
Position 121: 0.006678924472988297
Position 11294: 0.005770539414084507
Position 6049: 0.005225016575671006
Position 595: 0.004235118962701827
Position 1601: 0.0037118505251601043
Position 11614: 0.003349876814004945
Position 10960: 0.0032453524170188066
Position 4968: 0.0028191276712284485
Position 2373: 0.002576695324842423
Position 6147: 0.002381675205035585
Position 15538: 0.002275099725452378
Position 2541: 0.0020394678536866493
Position 15111: 0.0016507010148361922
