Gene = PITHD1
index = 1033
Annotated 5SS: [ 309 1077 1537 7375 8019]
Annotated 3SS: [1032 1458 7269 7909 8869]
SMsplice 5SS: [ 309 1537 7375 8019]
SMsplice 3SS: [1458 7269 7909 9345]
top_k =  500
Partition function (log Z): -3.829637935171226

Sorted 5' Splice Sites (High to Low Probability):
Position 309: 0.9780342477554911
Position 7375: 0.8710991552021734
Position 8019: 0.8393262941181862
Position 1537: 0.7050518207273913
Position 1077: 0.27481822741144096
Position 5671: 0.2548679623840871
Position 6483: 0.1234872430464243
Position 7363: 0.048029965940561095
Position 658: 0.03337382814898403
Position 6478: 0.02730169678820442
Position 1589: 0.02707837393298765
Position 1197: 0.026739554376136145
Position 6113: 0.02447282819821887
Position 882: 0.01996514664506244
Position 5507: 0.014853058204020437
Position 5190: 0.014652278931420515
Position 344: 0.014432531231902909
Position 1282: 0.011851335297874192
Position 7851: 0.01065930268639853
Position 4735: 0.010558836401714105
Position 9153: 0.009643965755636957
Position 5650: 0.009026002523482573
Position 8885: 0.007839154957350051
Position 8942: 0.007719511259483618
Position 5471: 0.007223602165587874
Position 6585: 0.007014875105183345
Position 3479: 0.006957478586809675
Position 7505: 0.006031490044612809
Position 97: 0.005877314677203237
Position 3392: 0.003911368304202769
Position 631: 0.002924143555764381
Position 1313: 0.0029198166572686063
Position 6875: 0.0025207529170874353
Position 6412: 0.002291324937756469
Position 958: 0.002109411525006509
Position 893: 0.001998670581335617
Position 8465: 0.001736139953131711
Position 6493: 0.0016792528090566507
Position 2289: 0.0015305021922411557
Position 1117: 0.0014892937763196661
Position 3801: 0.001476802819088365
Position 2337: 0.0014412317580534974
Position 9015: 0.0014394095270235854
Position 6192: 0.0012540981531767702
Position 1881: 0.000841670603195572
Position 4876: 0.0008384010580743627
Position 6604: 0.000814605172161984
Position 1201: 0.00055837718311062
Position 75: 0.00046073698377213326
Position 5640: 0.00045558449744148924
Position 4516: 0.00041687825621275287
Position 1251: 0.00019455386932964753
Position 601: 0.00014082788775260258
Position 922: 0.00012469477730939828
Position 580: 0.00012120322624068218
Position 842: 0.00011577625323829298
Position 1081: 0.00011033681963831297
Position 847: 0.00010551049393425448
Position 977: 9.72184803163576e-05
Position 1092: 8.759766300431269e-05
Position 860: 7.198301131641224e-05
Position 1150: 6.540020511972357e-05
Position 1232: 6.481239326019427e-05
Position 281: 6.36904872135811e-05
Position 8185: 5.3631107835333404e-05
Position 1043: 5.2696363391432415e-05
Position 827: 5.1719374261329404e-05
Position 8038: 3.6424042767726584e-05
Position 466: 1.5164783478224371e-05
Position 7983: 1.4205389301615772e-05
Position 945: 1.1996918702373414e-05
Position 577: 7.501477980761215e-06
Position 692: 6.458549400769284e-06
Position 948: 5.708411918167637e-06
Position 901: 5.1507446495505496e-06
Position 121: 5.102283599459201e-06
Position 203: 5.080332101600962e-06
