Gene = FAM205C
index = 531
Annotated 5SS: [ 144  684 1282 3064]
Annotated 3SS: [ 637 1220 2569 6086]
SMsplice 5SS: [ 454 1282 2677]
SMsplice 3SS: [1220 2569 3539]
top_k =  500
Partition function (log Z): -6.166995931552588

Sorted 5' Splice Sites (High to Low Probability):
Position 1282: 0.905645001466489
Position 2677: 0.837043352487809
Position 454: 0.6351384035608933
Position 144: 0.43750081751026704
Position 720: 0.4303819858042329
Position 684: 0.21045552516706303
Position 4775: 0.11994773208027014
Position 3064: 0.10158514312691988
Position 3938: 0.0850300940673923
Position 1079: 0.08137700900337204
Position 1322: 0.048491246780251344
Position 775: 0.03316970386419565
Position 1055: 0.017334910949373818
Position 5280: 0.012963840578218689
Position 120: 0.012632534784115463
Position 4308: 0.010826640779688134
Position 724: 0.009645460592228218
Position 1829: 0.0036620716479249717
Position 5791: 0.003412298127481237
Position 1965: 0.0023164881885299727
Position 1907: 0.0022482524452649127
Position 729: 0.001879651492442211
Position 3199: 0.001648598637275359
Position 280: 0.0013559662599483238
Position 1034: 0.0012167916213417969
Position 3205: 0.0011137966994565092
Position 490: 0.0011027760758101995
Position 422: 0.0010725207250213908
Position 2964: 0.0010054535013137502
Position 2340: 0.0008395317111467398
Position 2199: 0.0008367211389190281
Position 1097: 0.0007389210979610199
Position 90: 0.0007253481831066207
Position 1128: 0.00033493186448844503
Position 1084: 0.00029277329638112084
Position 436: 0.00029221444144467504
Position 523: 0.00028491143754762156
Position 292: 0.00018110526754850777
Position 799: 0.00017866310437002236
Position 177: 0.00012807359723279827
Position 4866: 0.00012255935114529926
Position 448: 7.038956834106088e-05
Position 1072: 3.4381063911185035e-05
Position 458: 2.1600727315738462e-05
Position 392: 1.9787327592372177e-05
Position 2879: 1.3425589627913675e-05
Position 243: 1.2822797666855032e-05
Position 30: 9.800545411294166e-06
Position 1609: 9.556387684935237e-06
Position 568: 6.791844866815723e-06
Position 1352: 5.908307138615897e-06
Position 560: 4.502454278122754e-06
Position 23: 4.237620059029544e-06
Position 136: 2.7130333894191123e-06
Position 214: 1.7106375599197572e-06
Position 379: 5.604616744403763e-07
Position 362: 3.3069026631789487e-07
Position 1252: 2.944147185104564e-07
Position 18: 2.460262656279883e-08
Position 661: 1.93698062235856e-09
Position 573: 2.2132654549950368e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1220: 0.7211770256966499
Position 2569: 0.7011972353156928
Position 584: 0.35993246327681594
Position 3539: 0.23344246865449117
Position 637: 0.22953124176986817
Position 4685: 0.22199318109050648
Position 1185: 0.1876769636619812
Position 2573: 0.1180465898398959
Position 3805: 0.10427035130512133
Position 5113: 0.09313923186008108
Position 6190: 0.09197266891730302
Position 224: 0.08202879746938167
Position 5678: 0.07581361904012936
Position 240: 0.07387257084141013
Position 3829: 0.06059093124132249
Position 3110: 0.05592247734819177
Position 1026: 0.04792542222775049
Position 943: 0.04041488532618713
Position 2619: 0.02795051524641888
Position 5386: 0.026141805382326258
Position 2852: 0.024197712537009912
Position 6086: 0.023669550095903845
Position 299: 0.023534836904035634
Position 1224: 0.023055409549946212
Position 3307: 0.022812220803081564
Position 6025: 0.01993858755253851
Position 1702: 0.01931753796082193
Position 5131: 0.016433697633897994
Position 2996: 0.01637745748261515
Position 4460: 0.01623866274653776
Position 2927: 0.015822183600204737
Position 2892: 0.015563374514000231
Position 5042: 0.014321434144161517
Position 6351: 0.013279203347872071
Position 4301: 0.010106612166479125
Position 2963: 0.009731999947814051
Position 392: 0.00910334918103644
Position 2867: 0.008963434856217959
Position 4412: 0.008962173597335692
Position 2993: 0.008533716649026031
Position 2768: 0.00785304674026007
Position 978: 0.007641640042036942
