Gene = KRBA1
index = 753
Annotated 5SS: [   56  4662  5117  5980  6525  7543  7946  8879  9839 10478 11050 13665
 14359 15330 15557 16765]
Annotated 3SS: [ 4534  4996  5823  6371  7410  7771  8722  9640 10303 10875 13511 14176
 15134 15415 16659 18192]
SMsplice 5SS: [  458  4662  5117  5980  6525  7543  8879  9839 11050 13665 15330 15557
 16765]
SMsplice 3SS: [ 4534  4996  5823  6368  7410  8722  9640 10913 13511 15134 15415 16659
 18857]
top_k =  500
Partition function (log Z): 7.289812419906461

Sorted 5' Splice Sites (High to Low Probability):
Position 5980: 0.9803413987039127
Position 11050: 0.9626563144218767
Position 5117: 0.8754602058949184
Position 15330: 0.849101087458545
Position 13665: 0.836240404193987
Position 6525: 0.8003558249565159
Position 8879: 0.7753735727670316
Position 9839: 0.6659529990851685
Position 16765: 0.6651039849160618
Position 7543: 0.6328006069498787
Position 4662: 0.5530373556684943
Position 15557: 0.5226634909503974
Position 8565: 0.49565839502722286
Position 458: 0.4782282831802602
Position 14359: 0.38246733201358174
Position 7946: 0.3133785426768612
Position 18444: 0.24320848543586468
Position 10478: 0.22131920801368715
Position 156: 0.20774661682860565
Position 16843: 0.1928422438717069
Position 56: 0.1827549531636264
Position 15534: 0.11732706086408821
Position 6492: 0.101779283028967
Position 14508: 0.10106874754132406
Position 1787: 0.1006226049070858
Position 14380: 0.09738607323101119
Position 339: 0.08855769634708593
Position 9028: 0.07831757082889113
Position 1042: 0.07419545791006205
Position 241: 0.050988109185043075
Position 6664: 0.05029385087430603
Position 107: 0.04890717179864333
Position 16201: 0.037282893539401826
Position 14558: 0.03622657909940091
Position 8697: 0.03287798710084682
Position 7274: 0.025218667823344643
Position 15702: 0.02488476163323229
Position 2801: 0.022350784715660512
Position 17024: 0.02194559034486423
Position 16862: 0.021339366328410495
Position 16262: 0.01723466669217329
Position 1729: 0.016131470923428138
Position 16593: 0.014644208373351501
Position 17503: 0.013879676223369474
Position 2778: 0.0138580676188075
Position 8420: 0.013470627802121838
Position 15746: 0.012641138910796549
Position 9060: 0.011842934980331529
Position 18241: 0.00993886065521536
Position 7128: 0.00864933040803053
Position 9361: 0.0056900015911090195
Position 1052: 0.005392027448316598
Position 6276: 0.005082068321632095
Position 10227: 0.005036384016467745
Position 16710: 0.004975827331883943
Position 8089: 0.004441217518155635
Position 1892: 0.003426940427708703
Position 4658: 0.0031340338319072354
Position 9593: 0.003098437093891928
Position 17917: 0.0030269684339199222
Position 10178: 0.00296505480766371
Position 5764: 0.0025646328231393426
Position 4701: 0.0019868569594044976
Position 8114: 0.0018645022300933808
Position 185: 0.0017508426318160997
Position 6850: 0.001356418887210013
Position 205: 0.0012477212699081946
Position 10191: 0.0010903734170390606
Position 14345: 0.0010601890194992202
Position 589: 0.0010267987867639099
Position 6500: 0.0009057792011768112
Position 582: 0.0008254420359151227
Position 6702: 0.0005215781598520522
Position 6787: 0.0004980280784098164
Position 9724: 0.00044872459733194796
Position 5770: 0.0004254009817064205
Position 14253: 0.0004105598982146794
Position 310: 0.00034244578800399596
Position 6255: 0.0002754080174018786
Position 1016: 0.0002638403796223623
Position 1057: 0.00021388428969864567
Position 14306: 0.00020439313269687132
Position 6270: 0.00018309969941385001
Position 8254: 0.00017220593275633455
Position 1098: 0.00011949684877775374
Position 1468: 0.00010885822001970675
Position 14265: 0.00010375833140807642
Position 14218: 0.00010364669490079957
Position 841: 9.480169755562268e-05
Position 6182: 5.688563220219801e-05
Position 1046: 4.286033410958296e-05
Position 1115: 3.123905979168572e-05
Position 343: 2.822769317012948e-05
Position 6280: 2.5639286090827884e-05
