Gene = IPPK
index = 710
Annotated 5SS: [  358 11632 13810 17693 20813 22207 27514 29556 32265 35108 35880 50780]
Annotated 3SS: [11583 13713 17625 20690 22116 27454 29482 31984 34956 35776 50699 54207]
SMsplice 5SS: [  358  6204  6506 10966 11632 13810 15050 17030 17693 20854 22207 27514
 29556 35108 35880 42017 45715 50780 52586 54353]
SMsplice 3SS: [ 6112  6464 10845 11583 13713 14903 16802 17625 20690 22116 27454 29482
 35018 35776 41895 45638 50699 52427 54207 56534]
top_k =  500
Partition function (log Z): 17.367013505024484

Sorted 5' Splice Sites (High to Low Probability):
Position 50780: 1.0000000000000044
Position 29556: 0.9842280634106546
Position 13810: 0.9819676702454992
Position 35880: 0.9784084061350076
Position 11632: 0.9380043481343241
Position 22207: 0.9321450864738599
Position 6204: 0.9251336220167615
Position 35108: 0.9250354699340925
Position 17693: 0.8583110610914281
Position 358: 0.8437495474673667
Position 6506: 0.8083427877092072
Position 45715: 0.7438523511599215
Position 54353: 0.7248544038660991
Position 15050: 0.7164676454206658
Position 27514: 0.7044859954165695
Position 17030: 0.6449029908988414
Position 1888: 0.5970224305094846
Position 10966: 0.5935038858439095
Position 54625: 0.5515081012971752
Position 27134: 0.534700762514278
Position 42017: 0.5228118732143938
Position 20854: 0.48825689386623533
Position 38790: 0.48771881687832636
Position 11214: 0.4459462365487226
Position 50469: 0.4059852825864445
Position 32265: 0.40339238491996643
Position 7447: 0.3934226560530578
Position 42000: 0.3626591728997171
Position 42347: 0.3606184689247552
Position 6048: 0.35434569788046666
Position 52586: 0.3307481705396196
Position 3101: 0.3166614823745359
Position 20813: 0.2852279898173957
Position 52600: 0.2836951061658409
Position 28394: 0.2796470046216217
Position 53262: 0.27922688199011914
Position 54006: 0.27745882870719185
Position 34953: 0.2319348045043122
Position 8467: 0.22880152835303252
Position 32286: 0.2185039560555806
Position 26372: 0.21821583282173954
Position 21343: 0.16337066677560413
Position 15650: 0.16077122491557264
Position 39311: 0.1419128597030374
Position 39308: 0.11864891545616976
Position 982: 0.11493521368681799
Position 52715: 0.11357681438962684
Position 37658: 0.11160365326607552
Position 55067: 0.1057955086822501
Position 51791: 0.10214159599982567
Position 5824: 0.09924237370743443
Position 49081: 0.09889843836344953
Position 14700: 0.09657364634202607
