Gene = MLANA
index = 849
Annotated 5SS: [  135  1750  6852 16197]
Annotated 3SS: [ 1647  6754 16082 17837]
SMsplice 5SS: [  135  1750 10574 15967 16197]
SMsplice 3SS: [ 1647 10419 15808 16082 17837]
top_k =  500
Partition function (log Z): -0.8657083310919496

Sorted 5' Splice Sites (High to Low Probability):
Position 1750: 0.9926152594301959
Position 16197: 0.9837626658211269
Position 135: 0.9358342195924134
Position 8518: 0.5193977833988278
Position 10574: 0.44687727184154613
Position 18157: 0.36088699938835667
Position 4061: 0.2637294793587846
Position 501: 0.24525463171647985
Position 19417: 0.1629846512349176
Position 2166: 0.13265959926125526
Position 10521: 0.12197005165771209
Position 4440: 0.11534451280435297
Position 1562: 0.10036561292786655
Position 6856: 0.08705141291103102
Position 4560: 0.07077882876248336
Position 6852: 0.061553226880208485
Position 18772: 0.06067684853494373
Position 2713: 0.0548801759489372
Position 599: 0.05457884287540143
Position 2130: 0.05347915864540268
Position 398: 0.04989783352308017
Position 16920: 0.03817083998243352
Position 19229: 0.037068628747912946
Position 8471: 0.02702676592507511
Position 16970: 0.02597829363125848
Position 8823: 0.02505824411642971
Position 11077: 0.020985091364232947
Position 3133: 0.020095695819771192
Position 18051: 0.013596391155148813
Position 18349: 0.013129280564821946
Position 3466: 0.011658376062135356
Position 16220: 0.009574835734341322
Position 18162: 0.008830298804980766
Position 1503: 0.00791424102168158
Position 18033: 0.0070406663600845
Position 18055: 0.005975771807712019
Position 1439: 0.005822808891584798
Position 2760: 0.005204378427064343
Position 1576: 0.005144124099927424
Position 16470: 0.004771479137014903
Position 18077: 0.0036505817623533983
Position 3327: 0.00343064414020886
Position 448: 0.0033952255932241313
Position 16710: 0.003030900768775933
Position 17503: 0.002893541315370987
Position 16201: 0.0027997753141218774
Position 781: 0.002038439418486066
Position 17093: 0.0020191273431114957
Position 3958: 0.0010602767895637512
Position 2149: 0.0008266672642246764
Position 1969: 0.0007882870411851561
Position 4199: 0.0007392981166859905
Position 1962: 0.0007283836085624939
Position 1535: 0.0006550877077921867
Position 1452: 0.000562182329101057
Position 1279: 0.00040978425837738693
Position 1580: 0.00037593449925652796
Position 1554: 0.0003701016307318444
Position 1392: 0.00022684658568061943
Position 2481: 0.00021397014996937596
Position 1155: 0.00020008867815204042
Position 1573: 0.00018404654415434901
Position 1407: 0.00018381582434003014
Position 2404: 0.00018211153052442768
Position 1005: 0.0001762115125177908
Position 896: 0.00016598646792881266
Position 1443: 0.00015702209589276648
Position 2108: 0.00013443582262342275
Position 18205: 0.00012454008722208765
Position 439: 0.00010713756405855373
Position 1328: 0.00010381832985193492
Position 2211: 9.142418435154455e-05
Position 2840: 8.365259736736483e-05
Position 510: 7.901536949697792e-05
Position 271: 7.18850689338987e-05
Position 1411: 7.017440518976494e-05
Position 2018: 6.03906001461673e-05
Position 4392: 5.879044958797995e-05
Position 445: 5.550531061272979e-05
Position 1821: 4.1951471319399875e-05
Position 267: 7.64115077181039e-06
Position 1178: 3.0651099229569866e-06
Position 275: 7.997092116616201e-07
Position 166: 7.947158815286939e-07
Position 207: 6.663220459861405e-07
Position 1000: 5.837518738690061e-07
Position 238: 5.35076667025001e-07
Position 566: 4.950980750002449e-07
Position 1200: 4.780121809194319e-07
Position 677: 4.248180735273631e-07
Position 971: 4.2133325433111595e-07
Position 672: 3.7113936627791797e-07
Position 494: 3.5518010565204924e-07
Position 404: 3.107907109253489e-07
Position 57: 1.390528199747951e-07
Position 19: 1.2927203925854027e-07
Position 1192: 7.077338298486729e-08
Position 324: 4.8794999512184323e-08
Position 1196: 2.9153656764040137e-08
Position 466: 1.4991573550719586e-08
Position 240: 1.0269794574616126e-08
Position 406: 6.087245700243366e-09
Position 679: 1.450360546193539e-09
Position 85: 1.3808426893069527e-09
Position 414: 5.964201537631966e-10
Position 990: 2.2045825513583755e-10
Position 143: 9.951392008151285e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16082: 0.996354929721268
Position 17837: 0.9395109368798028
Position 1647: 0.8572069757823237
Position 10419: 0.5688473234992582
Position 8344: 0.5464259202596506
Position 19305: 0.2797646194302951
Position 3957: 0.24067706538997258
Position 2021: 0.16386256277844144
Position 19120: 0.14831936759764858
Position 6754: 0.14493011075978807
Position 1672: 0.11952535804508989
Position 252: 0.1121431276695021
Position 4339: 0.10930970859570126
Position 19497: 0.10866740220199751
Position 324: 0.07503365165333473
Position 16842: 0.07408369219124525
Position 1318: 0.06206042494146619
Position 1439: 0.05753834549956827
Position 18501: 0.05622045726475548
Position 4439: 0.05497624883747403
Position 2567: 0.03428834285600582
Position 275: 0.02823791510738177
Position 564: 0.02782909333464425
Position 19727: 0.027366544441706584
Position 424: 0.026359298149889625
Position 8609: 0.02505824411642971
Position 3878: 0.024820958345396972
Position 10737: 0.02098509136423293
Position 18264: 0.016757144114624676
Position 3028: 0.015598066069688247
Position 19617: 0.015465750621997669
Position 19457: 0.01303469338043472
Position 1863: 0.011921740377674314
Position 4401: 0.01137569244912594
Position 18691: 0.011226142100445993
Position 288: 0.010588283071072924
Position 2626: 0.010527107607207967
Position 2600: 0.009133858198917379
Position 1414: 0.008592870760178426
Position 4548: 0.007442559885522004
Position 18476: 0.006755668774104792
Position 19791: 0.006481208067853048
Position 2538: 0.005963625638544085
Position 2994: 0.005642191444578742
Position 3408: 0.005509039001584583
Position 18952: 0.0048434026687747605
Position 2049: 0.0045458780386986265
Position 19514: 0.004101498458501016
Position 19195: 0.004025021582930029
Position 19636: 0.00402319665999528
Position 16597: 0.0038998432991959806
Position 6708: 0.003674529031451567
Position 1848: 0.0035747896208435047
Position 2107: 0.0035736824478594417
Position 448: 0.003538557403673953
Position 3227: 0.0034034332507281414
Position 17346: 0.0033554566643469895
Position 16437: 0.0031753513001699825
Position 3243: 0.003095668075404776
Position 4342: 0.003060497442507126
Position 1321: 0.0030428455775355673
Position 19198: 0.002968476991941596
Position 384: 0.0027595896341012843
Position 17786: 0.002676450373588053
Position 16278: 0.0024796900202332527
Position 19684: 0.00234768047147847
Position 1499: 0.0019554467517095735
Position 3272: 0.0018190833446611314
Position 18004: 0.0017899425346273776
Position 18666: 0.0016181344758320624
Position 1714: 0.0013230318993763027
Position 401: 0.0013028524233400299
Position 1520: 0.0010658955971975252
Position 486: 0.0008634673737023288
Position 18551: 0.0008526990155632791
Position 387: 0.0007736174409409479
Position 17462: 0.0007559720075875325
Position 18348: 0.0007545833602097369
Position 1477: 0.0007527442339637186
Position 17287: 0.0007264790804655518
Position 2118: 0.0006433358990336945
Position 16902: 0.0006038559880592604
Position 345: 0.0006014084215284468
Position 1912: 0.0005685233797415791
Position 1496: 0.0004810774562817695
Position 19696: 0.0004174722572861635
Position 18054: 0.0004130620457255528
Position 19266: 0.0004037265935496599
Position 207: 0.0004035693042029391
Position 342: 0.000382465995483345
Position 1090: 0.000373660769976899
Position 19247: 0.00033752054671069994
Position 1256: 0.0002665082674905207
Position 2636: 0.00025488654436666303
Position 1502: 0.00024108168201555832
Position 908: 0.0002390539904668197
Position 1601: 0.00023084757410641105
Position 16524: 0.0001996997515972911
Position 1262: 0.0001783826962582607
Position 1590: 0.00017569650842027727
Position 361: 0.00015964282226526257
Position 2122: 0.00013261943022387071
Position 301: 0.00012560516000270478
Position 531: 0.00011939975399335264
Position 16446: 0.00011862738191067152
Position 3165: 0.00011733867492223356
Position 290: 0.00011222560677148355
Position 2368: 8.543438216551295e-05
Position 1186: 7.549218922999054e-05
Position 2398: 7.432458869425684e-05
Position 1717: 6.763871285314318e-05
Position 19124: 6.469114283317322e-05
Position 591: 6.456165273528739e-05
Position 662: 6.208875923248322e-05
Position 1443: 5.604505667901252e-05
Position 1147: 3.267079455229107e-05
Position 3607: 3.1030529664970743e-05
Position 538: 2.7848727075430056e-05
Position 445: 2.6070858840304466e-05
Position 452: 2.580294961979387e-05
Position 1562: 2.514412303983576e-05
Position 776: 2.453769878994279e-05
Position 1821: 2.3086242272734547e-05
Position 1886: 2.243661232664346e-05
Position 2296: 1.9483267628601697e-05
Position 4388: 1.8579453803150385e-05
Position 1867: 1.743221920148868e-05
Position 636: 1.6027492661545034e-05
Position 781: 1.3754648434116676e-05
Position 593: 1.2497897241129539e-05
Position 1944: 1.2078968302756524e-05
Position 2187: 1.1402965950559157e-05
Position 571: 9.100357538679577e-06
Position 1748: 8.125117586619846e-06
Position 2313: 6.756387803609138e-06
Position 1803: 6.396917901904473e-06
Position 2243: 3.1170425793193636e-06
Position 2498: 1.0886206192057068e-06
Position 7278: 8.86938127832283e-07
Position 1115: 8.061229436601824e-07
Position 1050: 6.426722604781421e-07
Position 2180: 5.402552499013697e-07
Position 381: 4.595813696844583e-07
Position 1037: 3.89884624037242e-07
Position 350: 3.785237048257964e-07
Position 868: 2.766063025644843e-07
Position 4942: 2.304863241380975e-07
Position 1446: 9.74866552541814e-08
Position 500: 6.142594763249081e-08
Position 669: 5.9151560702071356e-08
Position 397: 1.2026709008889631e-08
Position 494: 1.3688417678251873e-09
Position 185: 6.626147679721452e-10
Position 912: 3.890330361567314e-10
Position 454: 2.7969823185884405e-10
Position 811: 2.1144508870383274e-10
Position 792: 1.4090844331381298e-10
Position 180: 1.3268126840495085e-10
Position 166: 1.1430619286248431e-11
Position 130: 1.5745618857770587e-12
Position 104: 1.473991003599575e-14
Position 134: 4.5449151739164204e-15
Position 111: 3.167487542347106e-15
Position 108: 9.019564946014162e-16
