Gene = LZTFL1
index = 810
Annotated 5SS: [  178  4240  6577  7929  9117 11094 11254 13728 14811]
Annotated 3SS: [ 4114  6381  7867  9044 11027 11175 13550 14706 15833]
SMsplice 5SS: [  178  6577  7929  9117 11094 11254 13728 14811]
SMsplice 3SS: [ 6381  7867  9044 11027 11175 13607 14706 15833]
top_k =  500
Partition function (log Z): -1.7996998847946126

Sorted 5' Splice Sites (High to Low Probability):
Position 11094: 0.9734047759102556
Position 13728: 0.892382421638752
Position 14811: 0.8739680702170628
Position 7929: 0.7691213117550977
Position 6577: 0.754016646189335
Position 11254: 0.5862673191063537
Position 9117: 0.5670162608728166
Position 4240: 0.5153341856818726
Position 178: 0.47449752878667
Position 472: 0.43774493112741897
Position 12999: 0.38182925249546923
Position 9196: 0.30904973339795416
Position 17538: 0.21349523673988807
Position 5656: 0.16868745847958186
Position 2539: 0.14407600982459504
Position 18694: 0.13731992191750286
Position 9327: 0.10008578771542569
Position 7287: 0.09382361646445031
Position 6535: 0.07025052540525079
Position 9393: 0.0655177407910352
Position 10426: 0.05963832110479686
Position 1850: 0.05241312463998448
Position 5218: 0.04669180386710176
Position 709: 0.039344137570708364
Position 250: 0.03590480196703225
Position 6862: 0.035817559106002254
Position 11418: 0.02858939398243797
Position 9454: 0.02686519637343594
Position 3588: 0.02532503413873265
Position 11551: 0.024962110998270955
Position 1716: 0.023349970001641757
Position 6035: 0.021210223721188613
Position 2699: 0.020388359864725505
Position 13850: 0.017296024857866528
Position 15494: 0.01620616653150185
Position 13386: 0.016132628745183442
Position 4291: 0.015906722296631495
Position 2202: 0.01325831281499274
Position 508: 0.010551631145001402
Position 367: 0.010359018309624652
Position 2182: 0.009075742207585905
Position 1239: 0.007058437124004955
Position 4789: 0.006810437915294638
Position 8294: 0.006482920624708046
Position 10191: 0.006368772360742812
Position 1302: 0.006330469372095035
Position 6633: 0.006032078912459155
Position 7665: 0.005981771025141625
Position 998: 0.005352150295973398
Position 6057: 0.005311275976467505
Position 10344: 0.004593251267953679
Position 8955: 0.004399393357330945
Position 15579: 0.004289288061926839
Position 2907: 0.003932708581619511
Position 6453: 0.003601916975144594
Position 11844: 0.0034427852606181463
Position 15915: 0.0030506454969898063
Position 4298: 0.0024812793942704543
Position 8222: 0.00207727071284725
Position 640: 0.001997882244681851
Position 3716: 0.0019476761227727058
Position 3856: 0.0018747312219813666
Position 9207: 0.0016267261161930595
Position 8284: 0.0014537236184235694
Position 1697: 0.0011374511139621505
Position 3735: 0.001113272658547839
Position 3966: 0.0009863834392239753
Position 1516: 0.0008912200518760327
Position 6458: 0.0006329881706852385
Position 15117: 0.0006309794064022414
