Gene = CCL19
index = 313
Annotated 5SS: [ 187 1068 1348]
Annotated 3SS: [ 934 1253 1437]
SMsplice 5SS: [ 187  493 1068 1348]
SMsplice 3SS: [ 404  934 1253 1437]
top_k =  500
Partition function (log Z): -3.1139465844877137

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9568364773965414
Position 1068: 0.7827768046219252
Position 493: 0.5971467830195047
Position 1600: 0.04681482827327313
Position 1012: 0.020045409051479363
Position 1005: 0.014575830898439491
Position 285: 0.014077516400266086
Position 321: 0.013562269979461852
Position 1054: 0.005981226780196169
Position 1254: 0.002494919787583582
Position 352: 0.002282464299850647
Position 643: 0.0021986954757008746
Position 1187: 0.0020925494851297363
Position 1606: 0.0016697985481124809
Position 1306: 0.0014621978443063433
Position 273: 0.0010226644099036466
Position 210: 0.0009811225377779301
Position 1602: 0.0009594909906647979
Position 238: 0.0007599823565325321
Position 1612: 0.0006228480021909275
Position 307: 0.0005483197454560089
Position 1063: 0.0005107980835645324
Position 1072: 0.00039096400796087045
Position 392: 0.0003209094460844946
Position 1084: 0.00018422330211945498
Position 334: 0.00012980126337270895
Position 1502: 0.00011492861473148458
Position 854: 9.654972738221513e-05
Position 782: 8.81946216771217e-05
Position 649: 7.576395873662844e-05
Position 716: 6.889191323977009e-05
Position 597: 5.334319540573588e-05
Position 234: 5.310388255045146e-05
Position 1618: 2.2704184323457703e-05
Position 1200: 2.182825323153879e-05
Position 358: 1.0339583222076333e-05
Position 204: 8.45291676430163e-06
Position 760: 7.158103686387335e-06
Position 289: 4.669039156449055e-06
Position 344: 4.062717221993097e-06
Position 168: 3.995570511638758e-06
Position 668: 3.9836089196414506e-06
Position 708: 3.687164587188818e-06
Position 311: 1.0721348175302971e-06
Position 1372: 9.969771496362678e-07
Position 220: 9.589750938784435e-07
Position 982: 3.7507983085495844e-07
Position 127: 2.7728384698585734e-07
Position 113: 1.4616333989443434e-07
Position 740: 7.957782664614853e-08
Position 693: 7.90661481997981e-08
Position 243: 2.5961253978270923e-08
Position 356: 1.3180987685000908e-08
Position 362: 1.2128190412497753e-08
Position 394: 8.619119169970828e-09
Position 370: 4.050565737994752e-09
Position 50: 1.955046322116669e-09
Position 346: 1.8253601672168883e-09
Position 426: 1.3790384177102336e-09
Position 1066: 4.2752790570347926e-10
Position 463: 4.120246314472169e-10
Position 364: 7.077834078763255e-11
Position 432: 6.980898584792743e-11
Position 396: 5.689158380514599e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 934: 0.782759317468823
Position 1437: 0.7498363063607228
Position 404: 0.5716332584345843
Position 1294: 0.07972972629009924
Position 1253: 0.07669282357194261
Position 1665: 0.06457280575306545
Position 990: 0.04044860041662192
Position 1155: 0.019615159637564966
Position 1109: 0.019472961912003258
Position 471: 0.01591795361909354
Position 1170: 0.012489042577135389
Position 897: 0.006451274675060182
Position 853: 0.005722406513918575
Position 807: 0.0036622201525940436
Position 967: 0.0034896656688008605
Position 1686: 0.0031375781279150907
Position 333: 0.002557582562236148
Position 947: 0.0015079271930978932
Position 1186: 0.001435683933775537
Position 356: 0.001434402379848946
Position 442: 0.0011285546087514205
Position 1207: 0.0009692592364391553
Position 708: 0.0009398407210447434
Position 1299: 0.0008473591354352365
Position 277: 0.0007529910423257432
Position 1473: 0.0007466927043119365
Position 1278: 0.0006658014800993541
Position 542: 0.00042617756873230194
Position 873: 0.0002496361754370453
Position 733: 0.0002114266612037353
Position 475: 0.00020952976723069035
Position 1194: 0.00018875116375046303
Position 1572: 0.00015786844438216087
Position 1443: 0.00015274088731003467
Position 1399: 0.00014884669641172384
Position 685: 0.0001323028935217844
Position 1387: 0.00011503231929101459
Position 1041: 9.672714230916395e-05
Position 1406: 8.32640738593143e-05
Position 306: 7.081475121744943e-05
Position 1309: 6.0175871721935087e-05
Position 255: 4.370949378713788e-05
Position 294: 3.806040073169195e-05
Position 869: 2.414019862946476e-05
Position 567: 1.1137980239877704e-05
Position 1052: 1.0558843461577705e-05
Position 642: 9.603239348432637e-06
Position 325: 8.785921771760698e-06
Position 478: 6.813460422089227e-06
Position 713: 4.581225194406161e-06
Position 740: 4.3074177030789545e-06
Position 289: 3.5331188349961815e-06
Position 492: 2.3450522881287566e-06
Position 1454: 1.2981271416817067e-06
Position 496: 1.2503509871998247e-06
Position 743: 9.918051176579701e-07
Position 553: 8.742204922608388e-07
Position 781: 7.871005713886942e-07
Position 1066: 7.753521940975654e-07
Position 690: 2.196538244380336e-07
Position 481: 1.2138568516525117e-07
Position 1531: 1.085566517981313e-07
Position 1475: 4.857030097197294e-08
Position 1016: 2.6437603522486762e-08
Position 1451: 2.374932254956281e-08
Position 186: 8.122785035046493e-09
Position 248: 7.314790480256932e-09
Position 508: 5.204994090257113e-10
Position 234: 1.5102093649632471e-10
Position 191: 5.1860039722045936e-11
Position 521: 1.8561202305883523e-11
Position 208: 5.5304044632814875e-12
Position 638: 5.317922127605417e-12
Position 160: 5.173953161388278e-12
Position 500: 3.32341916236226e-12
Position 198: 1.1196140657532141e-12
Position 220: 8.065011321597694e-13
Position 204: 5.58069783589379e-13
Position 214: 3.120925971859336e-14
Position 202: 1.4488708456528942e-14
Position 216: 7.65060898444009e-15
