Gene = TCAF1
index = 1382
Annotated 5SS: [  195 26167 39354 39740 41061 41948 43332 45056]
Annotated 3SS: [25532 38358 39641 40846 41707 42993 44804 48012]
SMsplice 5SS: [  195 25667 38753 39354 39740 41860 43332 44707]
SMsplice 3SS: [25532 38358 39230 39641 41707 43242 44550 44804]
top_k =  500
Partition function (log Z): -27.770929302054302

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.5505552503764828
Position 129: 0.4473799493394205
Position 6745: 0.02907745284673306
Position 12741: 0.020731396812333266
Position 2210: 0.009038087686977215
Position 646: 0.005846357350929781
Position 5606: 0.004599062595822193
Position 1593: 0.0018329548141454576
Position 13719: 0.0016827417518099387
Position 3980: 0.0015803340583890892
Position 609: 0.0014461996288506896
Position 12572: 0.0013616657139085338
Position 557: 0.001030511035936521
Position 173: 0.0009663451367667304
Position 1877: 0.0006069453054317833
Position 218: 0.0005369318507975612
Position 4187: 0.0004713144320539998
Position 360: 0.0004456569866449314
Position 1408: 0.0004265233027841823
Position 1275: 0.0003910424464754074
Position 289: 0.00031179259013717245
Position 5746: 0.0003091844019409859
Position 605: 0.00029747352548024225
Position 8705: 0.00021903437099719112
Position 82: 7.19097294594818e-05
Position 227: 4.644660681149316e-05
Position 733: 4.3933260074615904e-05
Position 138: 1.8747035452393064e-05
Position 430: 1.5394747871032334e-05
Position 335: 1.4073853405589174e-05
Position 616: 1.3367973536801671e-05
Position 201: 8.175374271037499e-06
Position 676: 7.88011181946107e-06
Position 145: 7.131637995190971e-06
Position 845: 4.623119862828117e-06
Position 324: 3.3885088876100556e-06
Position 987: 1.0485976952046408e-06
Position 133: 6.940649434551423e-07
Position 1410: 6.088322495542976e-07
Position 792: 4.82920595632747e-07
Position 1343: 3.6503215268072984e-07
Position 1351: 2.4368751525915594e-07
Position 546: 2.3021571655292694e-07
Position 385: 2.264287486495844e-07
Position 907: 1.7379702693786177e-07
Position 933: 1.5156905723618102e-07
Position 540: 1.1645426654184482e-07
Position 1207: 1.0083533437235534e-07
Position 3: 7.593352465244268e-08
Position 199: 5.202674733989568e-08
Position 563: 3.9155361982615375e-08
Position 879: 3.2132518062593636e-08
Position 717: 2.524979798145024e-08
Position 710: 2.019064471312877e-08
Position 877: 1.7633064604742148e-08
Position 1109: 1.0508977204145647e-08
Position 234: 2.8160399369056446e-09
Position 241: 2.4277136324608478e-09
Position 603: 4.0726232429761076e-10
Position 259: 2.4025669645534006e-11
Position 300: 9.636828149243529e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 25532: 0.8141247899023731
Position 12830: 0.03980315021427064
Position 6651: 0.03644345751941877
Position 13630: 0.03448668567230284
Position 12600: 0.022789979046671592
Position 14325: 0.015232654118188903
Position 10295: 0.015031815889172288
Position 433: 0.011064163773183922
Position 288: 0.010197079107579266
Position 1342: 0.007967061843312395
Position 10194: 0.007142613092355634
Position 12561: 0.006434613869115618
Position 12676: 0.006411607396216861
Position 2102: 0.0061742765684691305
Position 8806: 0.004698169056931899
Position 16548: 0.004615212975040036
Position 5522: 0.004527479163471102
Position 5156: 0.0040113810447409744
Position 12424: 0.002917950026482246
Position 10917: 0.0025960287246857175
Position 2895: 0.0022400303639137117
Position 14929: 0.0020122982858882107
Position 11216: 0.001810850783150808
Position 3876: 0.0014476205393102973
Position 11457: 0.0013215351814643982
Position 2129: 0.0012321016897655016
Position 355: 0.0009612041584090286
Position 2132: 0.000824526973522247
Position 5438: 0.0007767150592494782
Position 7479: 0.000755199553334658
Position 10321: 0.0007122988718790709
Position 1511: 0.0006904119569195013
Position 1191: 0.000571179350661616
Position 7340: 0.0005454017196717154
Position 9952: 0.0004726406485325769
Position 7963: 0.0004689605618423275
Position 2113: 0.00046864530180278747
Position 9785: 0.0004108050561819417
Position 1773: 0.0003665396606745237
Position 6891: 0.0003468952008617742
Position 8587: 0.0003198460422072327
Position 6603: 0.00028622506709174484
Position 5935: 0.00028605118191303455
Position 4029: 0.0002854100813419482
Position 5298: 0.00026652221065466206
Position 8708: 0.00026490631792156047
Position 3701: 0.00023182340245788145
Position 6771: 0.00023085553210256985
Position 706: 0.0002168370031883361
Position 5548: 0.00021660996120344522
Position 6939: 0.00019615444086515794
Position 1874: 0.00015713144061477573
Position 3711: 0.0001541933977233771
Position 7518: 0.00014911118579115286
Position 6493: 0.00014853217521682179
Position 1455: 0.0001474786957408036
Position 3959: 0.00012856802225210017
Position 1968: 0.00011617516028685065
Position 7035: 0.00010651533954827145
Position 455: 0.00010535390173185163
Position 4325: 0.00010039276319293193
Position 2557: 9.502467774194539e-05
Position 5367: 8.962127630970961e-05
Position 2019: 8.900477454181657e-05
Position 531: 8.716014523627873e-05
Position 5875: 8.232138586165036e-05
Position 1994: 8.179820915020118e-05
Position 4854: 8.11682778246041e-05
Position 3543: 8.048429994711212e-05
Position 2650: 8.012729272560679e-05
Position 4908: 7.517098718372154e-05
Position 5331: 7.238738285730083e-05
Position 4177: 6.903019985423006e-05
Position 3416: 6.587464959421685e-05
Position 1740: 6.551073315823633e-05
Position 2861: 6.299695309911706e-05
Position 6830: 6.230934613079337e-05
Position 3819: 6.0034224163954734e-05
Position 2833: 5.858366114902489e-05
Position 4741: 5.3319687908305564e-05
Position 3054: 5.159509591285227e-05
Position 2287: 5.0641208554151676e-05
Position 3984: 5.051741492501793e-05
Position 1055: 4.709573615121977e-05
Position 405: 4.5646374611812805e-05
Position 2454: 4.2221751507830244e-05
Position 3929: 3.478477856221826e-05
Position 2587: 3.411379697085414e-05
Position 1427: 3.267163522033146e-05
Position 1458: 3.035475815183977e-05
Position 1407: 2.733905111828121e-05
Position 1297: 2.668460340861203e-05
Position 1289: 2.4084268946684115e-05
Position 1711: 2.3249360724206267e-05
Position 2957: 2.308175325939638e-05
Position 3057: 2.1569591942744444e-05
Position 1759: 2.1343670190621853e-05
Position 3034: 1.9921197309483382e-05
Position 3263: 1.902956392180725e-05
Position 2243: 1.87252284507415e-05
Position 725: 1.732868144864466e-05
Position 4155: 1.640957556859633e-05
Position 4297: 1.3136137499011435e-05
Position 1674: 1.2570803577733299e-05
Position 1004: 1.1347473691007197e-05
Position 1650: 1.0332602974967691e-05
Position 703: 9.304502504364977e-06
Position 740: 7.571730016228863e-06
Position 2905: 6.788832635425722e-06
Position 888: 6.56920394880013e-06
Position 3724: 2.0891798418253145e-06
Position 239: 2.0303867179427863e-06
Position 1132: 1.7457034957908566e-06
Position 1906: 1.5509855017902346e-06
Position 551: 1.4762440572306195e-06
Position 509: 1.3591865186235328e-06
Position 1061: 9.976190438854738e-07
Position 579: 8.960114307248799e-07
Position 1834: 5.560333462637606e-07
Position 556: 5.046959407323267e-07
Position 1780: 4.2885299412137314e-07
Position 1562: 3.7911041400513226e-07
Position 1592: 3.738794883045951e-07
Position 458: 1.9650249567693845e-07
Position 536: 1.5783994319202157e-07
Position 1071: 1.4919686431166142e-07
Position 587: 1.4299933626426808e-07
Position 1575: 9.106270199433822e-08
Position 668: 8.389776790259929e-08
Position 408: 7.89840532557353e-08
Position 295: 1.0278757817637604e-08
Position 81: 3.647078970624232e-09
Position 310: 3.382617540408087e-09
Position 199: 2.8990569439656674e-09
Position 110: 1.755195776887879e-09
Position 78: 1.6415017225686326e-09
Position 297: 1.401840071467743e-09
Position 250: 1.2774263788766544e-09
Position 784: 1.1878368692321307e-09
Position 215: 8.665077203602214e-10
Position 781: 8.361701969145091e-10
Position 466: 6.365101221544118e-10
Position 758: 6.241813600063339e-10
