Gene = TOPAZ1
index = 1470
Annotated 5SS: [  514  3386 13144 14393 20598 25251 27416 28925 40146 45655 45954 49001
 62196 63436 64541 68105 79306 81410 86548]
Annotated 3SS: [  966 13081 14264 20532 25110 27329 28798 40081 45502 45860 48884 62128
 63260 64439 67938 79140 81205 86363 89905]
SMsplice 5SS: [  514  1093  3386 13144 14393 27416 28925 40146 45655 46436 49001 62196
 64541 68105]
SMsplice 3SS: [  966  3281 13081 14264 27329 28798 40081 45502 46360 48884 62128 64439
 67938 87956]
top_k =  500
Partition function (log Z): -41.286432490555825

Sorted 5' Splice Sites (High to Low Probability):
Position 14393: 0.9818890837757114
Position 3386: 0.929984849590766
Position 13144: 0.9093905075522725
Position 2442: 0.6078280796932628
Position 1093: 0.5893270906408594
Position 2089: 0.42565839732916916
Position 7571: 0.3542776418413359
Position 21844: 0.3532527340043812
Position 20598: 0.3203146328237007
Position 514: 0.3095881897072543
Position 432: 0.23159991475990918
Position 8980: 0.14977377204133985
Position 2796: 0.1486451957642665
Position 62: 0.1346164180863961
Position 1029: 0.09722754411725475
Position 12020: 0.0888833035511227
Position 25251: 0.07723152854361064
Position 77: 0.066343732404159
Position 81: 0.06587280084356135
Position 11775: 0.06581606943805901
Position 114: 0.06220120089874398
Position 7749: 0.06163837020966413
Position 12355: 0.06018965443947481
Position 1114: 0.04640033125677053
Position 1770: 0.031044858894617156
Position 1726: 0.03091261838142561
Position 3162: 0.02776481616307193
Position 66: 0.013353385416997845
Position 222: 0.013006281246603886
Position 1479: 0.010006771135838931
Position 55: 0.009367183243216207
Position 45: 0.007960040097549722
Position 2057: 0.007777855484448113
Position 4688: 0.006154650386677461
Position 411: 0.005209647696576381
Position 6891: 0.003941777451888044
Position 14845: 0.003303730804080515
Position 1375: 0.0032131615754659604
Position 6934: 0.0026915640470845537
Position 1528: 0.0026333012467101378
Position 7013: 0.002529303441373437
Position 11585: 0.0021847200576477115
Position 4696: 0.0021084646251218666
Position 1488: 0.0015260221634353097
Position 354: 0.0015140185112407212
Position 1927: 0.0014537912175794677
Position 791: 0.0013056792437942315
Position 2435: 0.0009232010072976076
Position 293: 0.0005677394074410909
Position 4680: 0.0004663104058940819
Position 738: 0.00035754482742068265
Position 6943: 0.00033194249567732606
Position 762: 0.00027539977475690485
Position 2479: 0.00026576826215243344
Position 690: 0.0002608659455059567
Position 1206: 0.000248016415685406
Position 368: 0.00020806998929180954
Position 132: 0.00018818508250613314
Position 1102: 0.0001789224420871961
Position 1447: 0.00016745448991900924
Position 361: 0.00016646617643068808
Position 799: 0.00016139079245569262
Position 7638: 0.00014781628115544552
Position 2302: 0.00012881704633969224
Position 676: 0.0001088444919006649
Position 551: 0.00010195151686689496
Position 1513: 0.00010121609295287134
Position 608: 9.707156061208759e-05
Position 324: 6.028980910027297e-05
Position 860: 3.519618090602455e-05
Position 440: 2.8814208162886267e-05
Position 57: 2.6967298497683146e-05
Position 2950: 2.374119111755281e-05
Position 1676: 1.6469302614059504e-05
Position 1252: 1.1822424994109403e-05
Position 4174: 7.77725474866796e-06
Position 1000: 4.975161306423877e-06
Position 1226: 2.4382693225231664e-06
Position 1051: 1.2790043560932593e-06
Position 42: 4.6325818235420085e-08
Position 274: 4.287250053692072e-08
Position 118: 2.882190343612412e-08
Position 102: 2.4441966181474027e-08
Position 449: 2.4019421283118235e-09
Position 406: 2.011541586680139e-09
Position 372: 4.601972275766593e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14264: 0.9178093400398312
Position 13081: 0.9103106541819226
Position 966: 0.6260544451518092
Position 3281: 0.5884387089546756
Position 2343: 0.5642342692389805
Position 21789: 0.41859633220117815
Position 25110: 0.41751666085587497
Position 1871: 0.4163805982818048
Position 20532: 0.3355563014924769
Position 24485: 0.2606223961638646
Position 3225: 0.23369037652652708
