Gene = NDUFAF2
index = 926
Annotated 5SS: [   254 128086 153904]
Annotated 3SS: [127995 153862 207574]
SMsplice 5SS: [   254  11857  28484  47956  51836  55348 128086 153904 155599]
SMsplice 3SS: [ 11752  28313  47735  51764  55191 127995 153862 155469 196751]
top_k =  500
Partition function (log Z): -103.17282834710929

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.7825341666542552
Position 1977: 0.6833206120045783
Position 7157: 0.2150062227623752
Position 11857: 0.20870117950714723
Position 300: 0.1513197750629966
Position 6810: 0.06557037586071376
Position 3828: 0.059782533531692786
Position 6419: 0.058293021242644356
Position 285: 0.037602079115334835
Position 6581: 0.03228995432009461
Position 6775: 0.03032012786898866
Position 3823: 0.026902990565383762
Position 4438: 0.018345483753227056
Position 830: 0.011252397804975275
Position 259: 0.009474582469363774
Position 3856: 0.007945839748281674
Position 6044: 0.007468015303162451
Position 4877: 0.005973927331118593
Position 3860: 0.0049968643500807736
Position 131: 0.004729608744522406
Position 3638: 0.003976031303568396
Position 7333: 0.0038633081346212323
Position 49: 0.003765010692419115
Position 319: 0.0022767390327808382
Position 5001: 0.0020083763158389944
Position 1998: 0.0018370290616322037
Position 465: 0.0013899343018464463
Position 2406: 0.0006258287959956592
Position 58: 3.625359578006159e-05
Position 1479: 2.2818099739717256e-05
Position 304: 9.399044925157864e-06
Position 3218: 5.410178684540907e-06
Position 3186: 5.001336274795678e-06
Position 193: 4.470315163080572e-06
Position 89: 2.0414599112609774e-06
Position 181: 1.7177402919570649e-06
Position 267: 1.0551674511320063e-06
Position 289: 9.523564026495138e-07
Position 135: 7.251978893653308e-07
Position 2174: 3.816272160453345e-07
Position 526: 3.578030658747449e-07
Position 118: 3.5494387448490677e-07
Position 2209: 2.976417428778544e-07
Position 237: 1.8948604462862683e-07
Position 385: 1.890863103515915e-07
Position 613: 1.1751219484499806e-07
Position 563: 8.451177480065098e-08
Position 476: 7.27517008075409e-08
Position 282: 6.344064751065676e-08
Position 361: 4.742201093513234e-08
Position 667: 5.411626524176666e-09
Position 1181: 5.361358648100114e-09
Position 1073: 5.1414004835265895e-09
Position 834: 3.438460029017259e-09
Position 979: 3.0296774361301687e-09
Position 1207: 9.328744198720533e-10
Position 159: 5.476043308214175e-10
Position 1142: 5.362718943781943e-10
Position 147: 2.809957710575954e-10
Position 171: 2.885338269616988e-11
Position 955: 2.49206362486839e-11
Position 332: 1.3364128008808576e-12
Position 939: 3.733957645203161e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7078: 0.3577462227577339
Position 1879: 0.24364784009905543
Position 11752: 0.2271330546101332
