Gene = PHF24
index = 1022
Annotated 5SS: [   78 13353 14208 17907 18417 18920 19318]
Annotated 3SS: [12970 14021 17827 18210 18758 19221 19690]
SMsplice 5SS: [   78 13087 14208 17907 18417 18920 19318 21929]
SMsplice 3SS: [12970 14021 17827 18210 18758 19218 21835 24117]
top_k =  500
Partition function (log Z): 2.3673767852490117

Sorted 5' Splice Sites (High to Low Probability):
Position 19318: 0.9876256365007717
Position 78: 0.9870105632871058
Position 17907: 0.9528388903016998
Position 14208: 0.8583870380184369
Position 13087: 0.8253395879824743
Position 18417: 0.8081064359248052
Position 21929: 0.6610121361834846
Position 18920: 0.5275485830425205
Position 22316: 0.5162658132829333
Position 19807: 0.23833845103376103
Position 13353: 0.18449398356222668
Position 12746: 0.17501455952181977
Position 7425: 0.16388183637284282
Position 22068: 0.1562773960851087
Position 18840: 0.14719964283458586
Position 13023: 0.1456585328084716
Position 6866: 0.11400439420878217
Position 13425: 0.08717547895976675
Position 21323: 0.07855737686065822
Position 893: 0.0679857274487026
Position 22784: 0.06614684528048245
Position 1855: 0.06200732097545274
Position 18844: 0.061984742806253344
Position 14160: 0.05586138675460312
Position 16593: 0.05455720313603003
Position 23157: 0.05278996128359751
Position 16198: 0.04270904270619545
Position 13943: 0.039862659014022694
Position 1007: 0.038343590452085
Position 7338: 0.038128050413593295
Position 16866: 0.024348620271993717
Position 17912: 0.02310354688079418
Position 18680: 0.022875080769970257
Position 22642: 0.02280758431176267
Position 1679: 0.020899629512014437
Position 19520: 0.02031972058863106
Position 22750: 0.019444242471492738
Position 6683: 0.019197665371098814
Position 8928: 0.017573709607110206
Position 21955: 0.014201553991229793
Position 15493: 0.01267530026258803
Position 19044: 0.012563223340283989
Position 18677: 0.01085114200012108
Position 16270: 0.007674661508507234
Position 18890: 0.006962486742424702
Position 23241: 0.006883160989722498
Position 22440: 0.00560690193074034
Position 13430: 0.0044196193303437225
Position 15955: 0.003723035932919237
Position 13488: 0.003718837168681519
Position 13137: 0.0036579766053128123
Position 20351: 0.003620457682311515
Position 257: 0.003539755800881257
Position 5178: 0.0032424226856281233
Position 18014: 0.002901648981014645
Position 6031: 0.0028868567089319046
Position 23608: 0.002868298569895553
Position 19054: 0.0027923985505338314
Position 829: 0.0019703336794534175
Position 19484: 0.0017959289133612018
Position 188: 0.0016698655836455576
Position 4720: 0.0015927615775834772
Position 5332: 0.0015685116919630748
Position 162: 0.0015247020349432464
Position 18289: 0.0014526468502140365
Position 19377: 0.0014423701856246629
Position 18148: 0.001390367057343289
Position 4727: 0.0012294019567695002
Position 22681: 0.0011676215400525823
Position 469: 0.00114506077830248
Position 3752: 0.001133779167181539
Position 674: 0.001087643092389932
Position 13696: 0.0010860126456377452
Position 5504: 0.0010002143263682921
Position 650: 0.0009566959425885124
Position 903: 0.0009408586692937616
Position 870: 0.0008357498179525369
Position 4274: 0.0008217178141514396
Position 5468: 0.0007628398940376668
Position 18589: 0.0007348397622707582
Position 6328: 0.0007117648507887157
Position 4988: 0.0006006649300005441
Position 6346: 0.0005826102116328534
Position 20157: 0.0005648258690506554
Position 6672: 0.0005631725857432804
Position 925: 0.0005500961568699929
Position 986: 0.000544174336348115
Position 2437: 0.0005358863019734091
Position 27: 0.0004758813875805003
Position 20590: 0.00045625877372988194
Position 19497: 0.00045361538147261395
Position 18157: 0.00039859888099800904
Position 6767: 0.00039417729306856383
Position 19322: 0.00024624826741472374
Position 127: 0.00021121101247467304
Position 20914: 0.00015894100104940547
Position 14848: 0.00015785630715603162
Position 4281: 0.0001471459403812943
Position 14799: 0.00013645743421546042
Position 220: 0.0001180347712156952
Position 72: 0.00011602823309483348
Position 15419: 0.00010520471886292193
Position 14901: 0.00010404436380344201
Position 15256: 9.267511940632264e-05
Position 18915: 8.040062119911847e-05
Position 13014: 7.107449713572109e-05
Position 626: 6.864637612723195e-05
Position 965: 6.842610457356168e-05
Position 1575: 4.060408631533334e-05
Position 14494: 4.0381020549171575e-05
Position 1599: 3.722465626840114e-05
Position 14055: 3.3697096334241676e-05
Position 1217: 3.285798886746756e-05
Position 1609: 2.98642923369152e-05
Position 878: 2.4351649030585746e-05
Position 529: 1.3893876330672515e-05
Position 1351: 1.2084647663536532e-05
Position 21453: 9.875212719469883e-06
Position 1707: 6.5517007250256705e-06
Position 638: 5.638669572116514e-06
Position 1711: 4.6801644493500455e-06
Position 1084: 3.7775234781259738e-06
Position 1103: 3.4774272408053827e-06
Position 631: 2.1098085708620492e-06
Position 516: 2.073164206593754e-06
Position 291: 1.5154513546476186e-06
Position 170: 1.1038695796948908e-06
Position 472: 7.196295259770454e-07
Position 262: 5.539313464439695e-07
Position 36: 5.445783079895969e-07
Position 385: 4.586666652814519e-07
Position 20355: 9.033508981702559e-08
Position 998: 6.972143715946916e-08
Position 975: 6.54357075183187e-08
Position 406: 2.6448733443879654e-08
Position 31: 1.653733023701263e-08
Position 403: 1.1118339397255684e-08
Position 248: 5.081530945269722e-09
Position 168: 3.650391581659185e-09
Position 6: 1.3549013047269217e-09
Position 315: 8.607892454013964e-10
Position 199: 6.721922385117258e-10
Position 144: 4.648313105276602e-10
Position 56: 1.668394072493112e-10
Position 201: 1.3995332891060837e-10
Position 111: 8.724080954716643e-11
Position 29: 2.5905791567109636e-11
Position 346: 2.9833991718646443e-13
Position 377: 1.1109530733313955e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 12970: 0.9927341023399224
Position 17827: 0.9389119947059744
Position 18758: 0.760293860300897
Position 14021: 0.7151637350711537
Position 18210: 0.7019861119594207
Position 24117: 0.6522065272047294
Position 22187: 0.4800204194519383
Position 21835: 0.44920509566175587
Position 19218: 0.4479547788645962
Position 19221: 0.32515186664002743
Position 22590: 0.2799349678936939
Position 21878: 0.26666715067516567
Position 19690: 0.25243520564979893
Position 7104: 0.1966500272364852
Position 14086: 0.1847604169070763
Position 12599: 0.17501455952181977
Position 13304: 0.16715048230588556
Position 19247: 0.13056085014567081
Position 6739: 0.11056919914271787
Position 22050: 0.07447012042926696
Position 748: 0.06826312725800338
Position 23102: 0.06816884792303503
Position 1787: 0.0597552301776211
Position 22869: 0.059663534936718506
Position 16064: 0.05461210124523113
Position 21219: 0.05030278546054536
Position 13206: 0.05023983574952488
Position 21975: 0.049867394336375805
Position 19016: 0.0483341207518872
Position 22012: 0.04287545521536729
Position 16403: 0.041020498456115044
Position 17761: 0.03653013496521022
Position 774: 0.03571151231810975
Position 24056: 0.033050291628786296
Position 18230: 0.03207817836738272
Position 13181: 0.028736659543795697
Position 13868: 0.025692006696227985
Position 18255: 0.024526955708871635
Position 21192: 0.023908127271567842
Position 19413: 0.023171445416068272
Position 18258: 0.021557397412894124
Position 16726: 0.02106040886313378
Position 19043: 0.019778258584050492
Position 18574: 0.01791850393530905
Position 8746: 0.017573709607110206
Position 14098: 0.014349266175261517
Position 13790: 0.014179340855293866
Position 18280: 0.01410613359872569
Position 18979: 0.013254523004517228
Position 1440: 0.012975671690395624
Position 6632: 0.012469973275663545
Position 23485: 0.011796175568706583
Position 6463: 0.011120237040311336
Position 18516: 0.0107396196523494
Position 18071: 0.009975586194084137
Position 1460: 0.009695685856167922
Position 13086: 0.008106168182232087
Position 13119: 0.007567842793052464
Position 15254: 0.006374171063397015
Position 6997: 0.005359859549951047
Position 21020: 0.005307554271343297
Position 23954: 0.004995597441870999
Position 16361: 0.004823143640953459
Position 23500: 0.004619004996437241
Position 22018: 0.004490199149943653
Position 16534: 0.0044230148311301025
Position 15228: 0.0043903615179227634
Position 20616: 0.0038236850810008413
Position 16660: 0.0032882114088599403
Position 19756: 0.00314465362531002
Position 5039: 0.0029574046069048474
Position 23446: 0.0028468721388270925
Position 18558: 0.00277806225638491
Position 5881: 0.0027624633532405177
Position 22288: 0.002745565740847139
Position 17743: 0.00271315770904671
Position 18401: 0.0024663599424296924
Position 18513: 0.0024490277039097247
Position 23280: 0.0023137431555905314
Position 18404: 0.0021952948816930397
Position 15361: 0.0020290173312475924
Position 15850: 0.0020048016242354407
Position 20786: 0.0019718391212399243
Position 18737: 0.0018701319687000166
Position 924: 0.0018356216528115851
Position 20218: 0.0017933994734149739
Position 15707: 0.0017182343086837963
Position 19658: 0.0016622810275993423
Position 22235: 0.0015637609322070303
Position 22273: 0.0014588471627154805
Position 22783: 0.001384670131619345
Position 6248: 0.0012918883614027909
Position 20040: 0.0012809015525369655
Position 4540: 0.0011900056150584478
Position 3635: 0.0011331242651159638
Position 20193: 0.001106097391637859
Position 13572: 0.0010860126456377441
Position 753: 0.0010014178096829772
Position 4628: 0.0010005456331722434
Position 334: 0.0009497388205524919
Position 17706: 0.0009082863303030497
Position 5370: 0.000902733299993754
Position 18712: 0.0008738256617011583
Position 5411: 0.0008603209204122045
Position 18783: 0.0008510676656433606
Position 5187: 0.0007929427062554263
Position 22568: 0.0007571917250347357
Position 22325: 0.0007365052760501794
Position 18003: 0.0007157372486005205
Position 19956: 0.0007133647745559763
Position 18099: 0.0007070909940247194
Position 5073: 0.0006725226320540094
Position 688: 0.0006588468682339766
Position 4653: 0.0006310858581421214
Position 4200: 0.0006105369928168625
Position 18552: 0.0005758489844090121
Position 1521: 0.0005003951749920974
Position 24059: 0.00046392428566003144
Position 20456: 0.0004562587737298818
Position 23391: 0.0004527353696090907
Position 629: 0.0004290231251396362
Position 4852: 0.000402519931603968
Position 14751: 0.00039835810517493427
Position 20245: 0.0003924365399172297
Position 5260: 0.0003880644323769199
Position 18147: 0.0003679214871036955
Position 4164: 0.0003580470608430977
Position 2278: 0.00035363229276804314
Position 18135: 0.0002789380506763523
Position 394: 0.00021148002417435197
Position 4805: 0.00019814499839657617
