Gene = MYD88
index = 903
Annotated 5SS: [ 551 1521 2091 2371]
Annotated 3SS: [1385 1909 2278 2653]
SMsplice 5SS: [ 795 1521 2115 2371 2998]
SMsplice 3SS: [1385 1909 2278 2889 3372]
top_k =  500
Partition function (log Z): 6.156729479408311

Sorted 5' Splice Sites (High to Low Probability):
Position 1521: 0.9717644454595562
Position 2371: 0.9514720060120126
Position 2998: 0.9487837266288036
Position 2115: 0.4363097332276133
Position 795: 0.3740809166556712
Position 2528: 0.35529019318578675
Position 551: 0.3046998333973472
Position 56: 0.26132193469035137
Position 587: 0.18820742947349078
Position 3378: 0.1464203875145617
Position 2072: 0.12558808211283626
Position 1303: 0.12490109361709166
Position 2111: 0.11751888329513875
Position 2091: 0.11569286479366674
Position 236: 0.09981355296569239
Position 2724: 0.07791968232781375
Position 745: 0.06949985977584079
Position 2021: 0.06436614710657348
Position 2016: 0.06367099786641253
Position 2769: 0.04707694662234124
Position 3625: 0.04026032322825117
Position 249: 0.029544050605455736
Position 2512: 0.023858707337454377
Position 2814: 0.018158789197527475
Position 2829: 0.01603634536697456
Position 1203: 0.015877641870756482
Position 349: 0.01535814691419334
Position 50: 0.01519792235741131
Position 1751: 0.012787093779840396
Position 2019: 0.01240547238355404
Position 3658: 0.01227944874485767
Position 2549: 0.012052267693675142
Position 1340: 0.00839814358050336
Position 4284: 0.008338674375866285
Position 2061: 0.007968796557027542
Position 865: 0.0072493399768923696
Position 1552: 0.005335167072652818
Position 393: 0.004975919107313024
Position 2685: 0.004608952110475779
Position 337: 0.004256943394237845
Position 2504: 0.004174533780312696
Position 1448: 0.0025760579347575306
Position 2654: 0.002383254470032281
Position 1332: 0.0023695491263178137
Position 2411: 0.0017369871783236123
Position 2038: 0.001576016393701097
Position 3309: 0.0010806422863291584
Position 2538: 0.0010789759395683671
Position 2415: 0.0010094155323373626
Position 307: 0.0009872103366206993
Position 2056: 0.0008372476884110126
Position 150: 0.0008035722658610274
Position 99: 0.0007735092438840417
Position 2734: 0.0007223842325536706
Position 2023: 0.0007157327341717371
Position 262: 0.0007049178329684568
Position 2025: 0.0006950479335962328
Position 2054: 0.000494818964549419
Position 1110: 0.00048326940246170707
Position 1328: 0.0004800016248027893
Position 4182: 0.0004660309086499721
Position 478: 0.00046048375339321286
Position 1029: 0.00041090720137747905
Position 2197: 0.00037072100912098854
Position 2833: 0.00033756553446163853
Position 2532: 0.00033245269753137886
Position 2514: 0.0003237985613161263
Position 1693: 0.0003230538351054977
Position 1527: 0.0003230113800220418
Position 1605: 0.0002962922340154038
Position 3650: 0.0002810363156261704
Position 2837: 0.0002665843890084849
Position 2145: 0.00020959548710673833
Position 3888: 0.0001991296879760144
Position 2831: 0.00016814597923658586
Position 2119: 0.0001583680985069029
Position 1965: 0.00014795012831298948
Position 848: 0.00012767380699645224
Position 2796: 0.00011518104285673728
Position 2506: 0.00011440579012224854
Position 721: 0.00011283092005297048
Position 692: 7.043423357952256e-05
Position 523: 7.013308052583168e-05
Position 1726: 6.221963004860227e-05
Position 3274: 3.343743233792507e-05
Position 1811: 2.3051407811126008e-05
Position 3187: 2.0755425471660074e-05
Position 576: 1.7022250996457817e-05
Position 1572: 1.1547819055308426e-05
Position 3119: 1.6828054691602413e-06
Position 2857: 1.614099792642677e-06
Position 2526: 1.2344688044886236e-06
Position 2516: 1.0051400355212698e-06
Position 3177: 6.852263754196002e-07
Position 327: 1.3875673642458942e-07
Position 321: 1.3318585639051087e-07
Position 715: 8.006218414188254e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1385: 0.9689096410301906
Position 2278: 0.9661114756295498
Position 2889: 0.9576147347748974
Position 1909: 0.9138389429281101
Position 3372: 0.4538563934696675
Position 2450: 0.3125179436557044
Position 4139: 0.30785101128972736
Position 2653: 0.18418820930218965
Position 481: 0.17537237263228106
Position 3180: 0.15295304086119996
Position 665: 0.0864544485857125
Position 1172: 0.07123950910752974
Position 348: 0.05296134042374333
Position 3554: 0.04028642031227778
Position 2435: 0.038667978538933334
Position 1955: 0.034205704882431825
Position 3490: 0.03065930788882255
Position 1207: 0.02914227017497165
Position 1122: 0.02669751395239117
Position 615: 0.026430708921106525
Position 3472: 0.025241702822671085
Position 3693: 0.018511362516696002
Position 4211: 0.01789180846037887
Position 4268: 0.01672433217593505
Position 3222: 0.016423472386490428
Position 4162: 0.015627221997383596
Position 3493: 0.01336447006712834
Position 2321: 0.013313729590949548
Position 4393: 0.011632279568909882
Position 440: 0.010403519303274737
Position 668: 0.009931203199238695
Position 3861: 0.008960176388093592
Position 1417: 0.00887214569298803
Position 3887: 0.008837777995689548
Position 636: 0.008407427624017586
Position 2464: 0.008181730500945852
Position 2927: 0.007866686281897723
Position 232: 0.006500883627721469
Position 3577: 0.0062748598547049
Position 158: 0.005661680577158401
Position 1645: 0.00557201909580909
Position 1090: 0.0042427572396134235
Position 1597: 0.003536166754543038
Position 1093: 0.003425743035717639
Position 3330: 0.0032422933385208583
Position 459: 0.003209767859831648
Position 3377: 0.0031475224797856073
Position 2171: 0.003139366484927436
Position 2223: 0.003134311460138969
Position 3119: 0.002953282923537992
Position 2213: 0.0025937183874187347
Position 3309: 0.00248561052643316
Position 675: 0.002364485903733657
Position 3297: 0.0022705799112909216
Position 4057: 0.0022487214760312283
Position 2892: 0.002171966892257976
Position 2250: 0.0021225668421157575
Position 1387: 0.002112620735052231
Position 4181: 0.001782051278677081
Position 1131: 0.0017546860736158102
Position 3753: 0.0016254302343025203
Position 1236: 0.0014202919825846343
Position 2591: 0.0013118435406259783
Position 1060: 0.0012646742690980558
Position 1659: 0.0011553465228875011
Position 634: 0.0010727889224486612
Position 2942: 0.0010599379028063069
Position 1965: 0.0010347042516124316
Position 2150: 0.0009220856578860387
Position 4216: 0.0008776440582195686
Position 3893: 0.0007313269464070562
Position 1735: 0.0006510859855672434
Position 4447: 0.0006441153793152906
Position 2618: 0.0006306361605878409
Position 161: 0.0005416943877184531
