Gene = ATPAF1
index = 116
Annotated 5SS: [  398  3199  9768 10328 14638 15874 23294 25261]
Annotated 3SS: [ 3089  9716 10264 14586 15825 23197 25152 32483]
SMsplice 5SS: [  398  3199  3476 14638 15893 25261 32558]
SMsplice 3SS: [ 3089  3364 14586 15797 25152 32483 34625]
top_k =  500
Partition function (log Z): -11.07805327949675

Sorted 5' Splice Sites (High to Low Probability):
Position 398: 0.9830911530984283
Position 3199: 0.9530519786807218
Position 14638: 0.7649634996279209
Position 15893: 0.674799432126626
Position 4622: 0.6289683634242904
Position 3476: 0.5278219012861652
Position 10328: 0.48775065809549434
Position 10430: 0.43674565168552554
Position 2164: 0.3275848025225073
Position 9768: 0.30366874436054997
Position 15006: 0.2469884030158575
Position 3462: 0.2179438732396102
Position 3703: 0.2104916653426218
Position 1824: 0.17699904322130247
Position 2580: 0.1542099708269047
Position 9878: 0.1115808054071467
Position 2808: 0.09225372896025714
Position 15874: 0.08240447483225734
Position 3719: 0.07695377122057503
Position 1797: 0.07618136590024142
Position 10123: 0.0755395641009869
Position 14681: 0.05844252187075908
Position 10018: 0.049905378382678486
Position 4365: 0.047072487146314373
Position 1144: 0.0419970117805729
Position 14259: 0.04147151164482982
Position 2134: 0.03701530810438124
Position 4369: 0.03231821168016352
Position 3170: 0.02310030842281415
Position 13686: 0.01904145311854679
Position 2095: 0.01810582009143214
Position 6821: 0.0129277023588496
Position 3891: 0.011675837410908975
Position 9873: 0.011494352955309267
Position 11249: 0.011296427725141408
Position 4595: 0.011205194229163922
Position 923: 0.009489075408494948
Position 2447: 0.009395314163119313
Position 216: 0.009318141574334408
Position 14811: 0.008141179751724056
Position 186: 0.007854384681618693
Position 16189: 0.006977538324132991
Position 6527: 0.00605999652906454
Position 3465: 0.005076490384162176
Position 3409: 0.001879889973326493
Position 3707: 0.0014315915920464727
Position 2734: 0.0011850782207363142
Position 1152: 0.0011740677855448824
Position 410: 0.0011708111452334471
Position 2584: 0.0010275792767295202
Position 1951: 0.0004509498593622447
Position 3398: 0.0003825054748962774
Position 482: 0.00038111098098916055
Position 209: 0.0003318921681687782
Position 160: 0.00030368936765704527
Position 1107: 0.00028846286515777904
Position 941: 0.0002701849942170621
Position 644: 0.00026666851049373134
Position 3090: 0.00025942698128043174
Position 3275: 0.00016515916598681875
Position 1454: 0.000142550459451662
Position 1042: 0.00012889351257242346
Position 1423: 0.00011469776271802207
Position 1535: 0.00010581337527796806
Position 276: 9.283199123628014e-05
Position 746: 7.51492369453105e-05
Position 193: 6.608523802924173e-05
Position 177: 5.4715075751051035e-05
Position 2766: 3.965446437929105e-05
Position 28: 1.9515685736740675e-05
Position 144: 1.69919216790913e-05
Position 801: 1.2185250330376456e-05
Position 147: 1.0285429910275623e-05
Position 1892: 9.770685771196527e-06
Position 477: 1.8862986763821911e-06
Position 141: 1.5247279138558157e-06
Position 324: 8.508971144487017e-07
Position 1487: 3.698936313734991e-07
Position 1370: 3.616190146783465e-07
Position 1081: 2.5570469378110845e-07
Position 540: 2.549016137798161e-07
Position 613: 1.8650749703273284e-07
Position 517: 2.7203738424778774e-08
Position 798: 2.1516911599438525e-08
Position 627: 1.244488349674924e-08
Position 248: 8.162216596355773e-09
Position 246: 5.860678465293221e-09
Position 492: 8.928935185986182e-11
Position 572: 8.82154832733284e-11
Position 585: 3.6922755028618763e-11
Position 267: 7.810549141655292e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 14586: 0.8438738998782995
Position 3364: 0.809670589888687
