Gene = ADGRL4
index = 33
Annotated 5SS: [    86   1649  60445  67531  68619  68912  70424  79833  85106  86536
  88889  89085 113621 115195]
Annotated 3SS: [  1498  60291  67459  68438  68727  70306  79626  84931  86331  88667
  89017 113528 115025 115501]
SMsplice 5SS: [    86   1649  15558  46932  60445  68619  68912  70424  78651  80988
  86536  87434  88889 105698 110139 113621]
SMsplice 3SS: [  1498  15299  46827  60291  68438  68727  70306  78504  80881  86331
  87340  88667 105610 110031 113528 115501]
top_k =  500
Partition function (log Z): -58.965950132699305

Sorted 5' Splice Sites (High to Low Probability):
Position 1649: 0.8899211222338375
Position 86: 0.8761647954834629
Position 1318: 0.3874007271717649
Position 2059: 0.34130397948297664
Position 3737: 0.2948721456158529
Position 1778: 0.26183949296203174
Position 8900: 0.1616523487688306
Position 1793: 0.13960425668532564
Position 4079: 0.03833178750921098
Position 1179: 0.0355073573438536
Position 6323: 0.03423573007144081
Position 2037: 0.032984479657730055
Position 115: 0.0274392429473558
Position 657: 0.022418078561762724
Position 1684: 0.017646385901358808
Position 6414: 0.009814877095405194
Position 3805: 0.008678109952052275
Position 162: 0.007780536900513904
Position 274: 0.007536632954787796
Position 138: 0.006387220558562848
Position 2010: 0.005891839519746491
Position 392: 0.005425788770664961
Position 4056: 0.005416866668303214
Position 502: 0.0027098625096407
Position 648: 0.0027057179353284127
Position 464: 0.0025799560348270492
Position 1157: 0.0020340261173679972
Position 483: 0.001670249330167439
Position 182: 0.00162815669554959
Position 506: 0.0008596642137495723
Position 216: 0.000611395221897883
Position 1282: 0.0004467246354975052
Position 561: 0.00036285015234118606
Position 2018: 0.00033785755470017447
Position 259: 0.00022436195735480642
Position 1631: 9.640197483233289e-05
Position 733: 7.195033622813449e-05
Position 627: 7.136260839752622e-05
Position 106: 7.031196558504104e-05
Position 180: 6.230772532986582e-05
Position 752: 4.1421299920194625e-05
Position 1008: 3.419076573782867e-05
Position 1974: 1.93247219960108e-05
Position 3756: 1.912261307339378e-05
Position 583: 1.107696588428746e-05
Position 90: 1.0997028974458791e-05
Position 311: 7.54824414128403e-06
Position 631: 2.5207262862005902e-06
Position 3: 1.1795549441733453e-07
Position 230: 1.1268852351032e-07
Position 118: 8.949716826950431e-08
Position 285: 8.560369697372126e-09
Position 515: 3.0953266668708566e-09
Position 313: 1.5161946756156055e-09
Position 451: 7.381864499755866e-10
Position 341: 6.004024008335383e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1498: 0.6242217667653372
Position 1724: 0.38800869039178276
Position 1894: 0.38156874388026923
Position 8716: 0.37998955155502906
Position 9273: 0.35332178679805515
Position 3601: 0.31758842329831494
Position 1475: 0.2668138840704413
Position 1103: 0.19693571191792109
Position 3893: 0.17939275592308165
Position 1025: 0.09965319597666467
Position 9977: 0.09141206307994225
Position 1256: 0.048389672433978154
Position 11166: 0.03626565008606167
Position 6214: 0.029975070413095866
Position 4196: 0.01815479471191508
Position 9600: 0.017706470122525964
Position 6024: 0.015988343830706925
Position 7847: 0.014781564599342975
Position 3570: 0.014361689818028071
Position 1624: 0.013768998350575589
Position 1052: 0.011807312837390402
Position 1233: 0.010421759328934795
Position 354: 0.008204271750564094
Position 1548: 0.007398546118194823
Position 6549: 0.006719910983715037
Position 6390: 0.0066363105293766374
Position 6045: 0.006630515554537746
Position 1400: 0.006055579880106621
Position 1882: 0.005643355386993609
Position 1140: 0.0054895053068737135
Position 6074: 0.00519028160624978
Position 1281: 0.0050703935975077346
Position 1912: 0.004851157039236908
Position 5330: 0.004722625910392419
Position 5764: 0.004577235706614279
Position 7488: 0.003855888501200324
Position 1843: 0.003551490624253034
Position 8867: 0.003091364163911576
Position 536: 0.0022025401696146346
Position 311: 0.002046314452684936
Position 3288: 0.002039672677343239
Position 3005: 0.0019565098058821483
Position 5969: 0.0018998024312786022
Position 5664: 0.0017711707867041015
Position 1170: 0.0016023204603749304
Position 2385: 0.0015255976444195018
Position 2184: 0.001500268634308479
Position 307: 0.0014431275596973943
Position 1157: 0.0013443320346972268
Position 1354: 0.0012850320970259443
Position 5396: 0.0012667008614658645
Position 987: 0.0012255364353760598
Position 601: 0.0011840710430039312
Position 5784: 0.001170756674168846
Position 4325: 0.001034687592951461
Position 2278: 0.0008328001683136878
Position 1219: 0.0006343316791756552
Position 5306: 0.0005595446856358737
Position 1597: 0.0004735225795608457
Position 3440: 0.0004617452253944747
Position 1115: 0.0004552284892926361
Position 2707: 0.0004501610674862266
Position 2649: 0.00043578518269801747
Position 2129: 0.00041951479010293686
Position 624: 0.000416617409142694
Position 541: 0.00038566262170824185
Position 5810: 0.00036812865252694666
Position 4119: 0.00030476398129693634
Position 409: 0.00030411069357707946
Position 1144: 0.0002952814142261762
Position 3734: 0.0002831421796738229
Position 1030: 0.000267255984745534
Position 1648: 0.00026169403603942354
Position 456: 0.00025333189095093855
Position 572: 0.0002362866874900275
Position 2885: 0.00019557187935230068
Position 1177: 0.00016991134396095867
Position 2058: 0.0001585873192322742
Position 4102: 0.00014271101216024605
Position 259: 0.0001230628819691903
Position 3542: 0.00011518713773361932
Position 1782: 0.00010297320899713076
Position 994: 0.00010009429679829304
Position 3029: 8.88749958026636e-05
Position 273: 8.468452669089134e-05
Position 3618: 7.971201318205546e-05
Position 821: 7.249058355286641e-05
Position 425: 7.111543468758124e-05
Position 1120: 6.413487760139979e-05
Position 2181: 6.16084784769735e-05
Position 1785: 5.963013464208566e-05
Position 502: 5.762645789359294e-05
Position 587: 5.755846954293042e-05
Position 2082: 5.6663719277207656e-05
Position 1688: 5.4280577457990796e-05
Position 1117: 3.891507530521558e-05
Position 903: 3.717843016246222e-05
Position 709: 2.5361474904481534e-05
Position 226: 2.453322965207379e-05
Position 279: 2.080643867655686e-05
Position 391: 1.2123915269804971e-05
Position 1404: 1.1535691768234035e-05
Position 371: 1.084823939262963e-05
Position 757: 1.0832257818166166e-05
Position 639: 9.181732944573738e-06
Position 1318: 5.139681404114779e-06
Position 1008: 2.8556647528017413e-06
Position 318: 1.2710714886619583e-06
Position 651: 8.875050992274555e-07
Position 1949: 4.612693423372723e-07
Position 481: 4.4938744623978087e-07
Position 506: 3.526642239437876e-07
Position 460: 2.990249695718404e-07
Position 551: 9.025286784849588e-08
Position 216: 8.726964466932076e-08
Position 1004: 8.203684085699015e-08
Position 159: 4.032135915213535e-08
Position 389: 5.907631229407103e-10
Position 515: 5.205658131521445e-10
Position 161: 2.2295928715928977e-11
Position 167: 2.1257920880458683e-11
Position 202: 1.3657514398858708e-11
Position 205: 1.2016238224465935e-11
Position 180: 8.862839191266803e-12
Position 432: 2.3943822314402377e-13
Position 85: 1.61752941265069e-13
Position 141: 8.496761930450243e-18
