Gene = EIF3B
index = 493
Annotated 5SS: [  555  6037  7899  8262  8895  9664 11583 11726 12180 14817 16984 17930
 19741 20662 22210 23901 24377 24646]
Annotated 3SS: [ 5843  7778  8203  8765  9505 11450 11658 12132 14605 16910 17806 19661
 20522 22083 23822 24267 24527 25337]
SMsplice 5SS: [  555  6037  7899  8262  8895  9664 11583 11726 14817 16984 17930 19741
 20662 22210 23901 24377 24646]
SMsplice 3SS: [ 5843  7778  8203  8765  9505 11450 11658 14605 16910 17806 19661 20522
 22083 23822 24267 24527 25177]
top_k =  500
Partition function (log Z): 36.773668048509705

Sorted 5' Splice Sites (High to Low Probability):
Position 7899: 0.9965593256698192
Position 24377: 0.9915314553744516
Position 17930: 0.9854487560027504
Position 22210: 0.979836585250931
Position 20662: 0.9729838775330474
Position 555: 0.9570263593343092
Position 23901: 0.9341330977171406
Position 24646: 0.9189560374617116
Position 8262: 0.9166292718667549
Position 14817: 0.9081993945044119
Position 11726: 0.8915954889191712
Position 19741: 0.8259401093314093
Position 11583: 0.8187586210386931
Position 8895: 0.7938988202440442
Position 9664: 0.7440898800415879
Position 6037: 0.5833553710998765
Position 12180: 0.5602648531580551
Position 2448: 0.540464793608885
Position 5024: 0.37573630939971814
Position 5927: 0.24978209234803422
Position 16956: 0.24364927879648743
Position 17598: 0.2061710694848724
Position 8990: 0.1783180330289706
Position 251: 0.1686162495035141
Position 24874: 0.1649626268464408
Position 19773: 0.14620863174691776
Position 18728: 0.12562590755821507
Position 11552: 0.09924583229205262
Position 11982: 0.0907570361801947
Position 17091: 0.08358311973878485
Position 20055: 0.07068119198287584
Position 18098: 0.0618223426173983
Position 20881: 0.05796728074947833
Position 19228: 0.05676989251044111
Position 9875: 0.05237627401279636
Position 20363: 0.05171304751409273
Position 18830: 0.049692896102367407
Position 3062: 0.042844132394269346
Position 13588: 0.04160296404332104
Position 21293: 0.04151737065628451
Position 9165: 0.04116834563497896
Position 542: 0.04017124066740578
Position 8316: 0.03914264822160741
Position 12937: 0.03472107737992867
Position 23980: 0.032150416595246575
Position 18397: 0.02902990229150139
Position 14718: 0.02273973021081431
Position 11771: 0.022207600872263058
Position 1003: 0.02068267107323773
Position 14346: 0.02027291312798607
Position 20038: 0.020067947807394057
Position 218: 0.019939628311107547
Position 9181: 0.01963390180232794
Position 22357: 0.01612132566738314
Position 21898: 0.015554224043618094
Position 5338: 0.015006714635265109
Position 22392: 0.014929219994233545
Position 10702: 0.014877103299465254
Position 16395: 0.014755319188828045
Position 210: 0.013979992703166013
Position 18080: 0.013673596562252475
Position 4372: 0.013644794699108481
Position 24971: 0.013458359699258626
Position 969: 0.013065585279049063
Position 6233: 0.012903842384869541
Position 2514: 0.01219713156528167
Position 6213: 0.010451838331786699
Position 18689: 0.008915592311005598
Position 2424: 0.008840516241237552
Position 5130: 0.00877906872361423
Position 16667: 0.008691662130188243
Position 21005: 0.008505195433646551
Position 19262: 0.008433945410131953
Position 22521: 0.007922738264758547
Position 21169: 0.007848730972876418
Position 2103: 0.007657014162918937
Position 24127: 0.007563104339450269
Position 9058: 0.007399980741438006
Position 8430: 0.007031082166369344
Position 15811: 0.006977468978048943
Position 17122: 0.006848371024462439
Position 9213: 0.0056042045937226516
Position 9725: 0.005495608754857552
Position 16988: 0.005428323949309286
Position 19234: 0.005056434217767465
Position 6456: 0.005006621672113023
Position 17843: 0.004510353767106682
Position 5900: 0.004461901716344876
Position 18301: 0.004199131717755855
Position 8643: 0.004145056978319143
Position 2573: 0.004099960450655747
Position 2670: 0.0040354291636749366
Position 3515: 0.0037363321691164498
Position 2129: 0.003553955962259549
Position 11098: 0.0034315614853134262
Position 14679: 0.0033871482862691807
