Gene = TRIM14
index = 1483
Annotated 5SS: [  229  9322 19280 24344 27302 31769]
Annotated 3SS: [ 9225 19045 24180 27208 31204 49522]
SMsplice 5SS: [  456  9322 19280 24344 31276]
SMsplice 3SS: [ 9225 19045 24180 31204 43632]
top_k =  500
Partition function (log Z): -18.230701515025203

Sorted 5' Splice Sites (High to Low Probability):
Position 19280: 0.9999891135674642
Position 24344: 0.9981730500083339
Position 31276: 0.9705546678680865
Position 456: 0.5319622562113615
Position 229: 0.4680374079866278
Position 32033: 0.2314157977973858
Position 27302: 0.14665429587771558
Position 23531: 0.12332176801347428
Position 34921: 0.08394608105814515
Position 24861: 0.07752810960243248
Position 27251: 0.06563952161698104
Position 28829: 0.04814926479722058
Position 29279: 0.04384127764870417
Position 24893: 0.020462031635237455
Position 24906: 0.013307267436019078
Position 33086: 0.0022239968438769716
Position 31769: 0.0012756974349257015
Position 31416: 0.0005638860264638368
Position 19639: 3.4773553333978925e-06
Position 1191: 1.371117412559803e-06
Position 581: 1.137735903367286e-07
Position 796: 6.845084488515298e-08
Position 166: 5.0486306088190574e-08
Position 350: 4.9127521482806144e-08
Position 2275: 4.510412821508183e-08
Position 150: 3.8058601453105636e-08
Position 6174: 3.061130549522881e-08
Position 60: 2.8805476394836036e-08
Position 249: 2.2129460567246302e-08
Position 1141: 1.8170828431601915e-08
Position 7053: 1.6986215618542004e-08
Position 1049: 1.296386710378329e-08
Position 1275: 1.2497162328840276e-08
Position 1044: 6.556567281693725e-09
Position 439: 6.36889308817657e-09
Position 6222: 4.953123292209859e-09
Position 217: 1.7883900297246283e-09
Position 475: 1.1100518775819782e-09
Position 1126: 4.1290245083055566e-10
Position 468: 3.818599873305744e-10
Position 223: 2.2037317117669367e-10
Position 12: 1.9809019539131906e-10
Position 384: 1.8018601594241086e-10
Position 492: 1.769969370183174e-10
Position 3422: 1.7102505962353125e-10
Position 193: 1.5738044248910488e-10
Position 1418: 7.978029610666788e-11
Position 1880: 4.973323803893252e-11
Position 148: 1.6264310113456565e-11
Position 571: 2.7462478022735324e-12
Position 264: 1.4080847212817162e-12
Position 460: 1.2572383774301093e-12
Position 329: 6.371658306001143e-13
Position 128: 2.4244077545239395e-13
Position 559: 2.2987457258296606e-13
Position 70: 1.928131084066129e-13
Position 644: 1.6574118349558315e-13
Position 182: 1.6541439204653514e-14
Position 112: 7.974991206847083e-15
Position 322: 1.4305266782396253e-17
Position 373: 8.866948196698548e-20
Position 305: 2.601572766901618e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 19045: 0.9999968649424228
Position 24180: 0.9982059615959713
Position 31204: 0.9729043510823103
Position 42214: 0.45018539108920097
Position 43632: 0.28910429750444444
Position 27208: 0.21245585411475607
Position 31912: 0.18512091322519364
Position 23443: 0.12333086435802587
