Gene = AL646016.1
index = 67
Annotated 5SS: [26]
Annotated 3SS: [14278]
SMsplice 5SS: [68]
SMsplice 3SS: [13121]
top_k =  500
Partition function (log Z): -14.803457186920133

Sorted 5' Splice Sites (High to Low Probability):
Position 68: 0.5488690223037155
Position 115: 0.43669115230721955
Position 3695: 0.23473692592167616
Position 3562: 0.2058495231593185
Position 11338: 0.1648988657961897
Position 4707: 0.13762107856531183
Position 9151: 0.12848833986479674
Position 3691: 0.09706084692909521
Position 4312: 0.044709918477074784
Position 3250: 0.025513121291217286
Position 1790: 0.009857308514242753
Position 1706: 0.008756080815684172
Position 4279: 0.007731297210493163
Position 3121: 0.006993822187411505
Position 4343: 0.0051422745273731404
Position 332: 0.004820558262754529
Position 4105: 0.004690270435921942
Position 3329: 0.0040592678004296385
Position 4045: 0.0034730073451745397
Position 26: 0.0025545671850549984
Position 3937: 0.002468814666241519
Position 233: 0.0023781620358493552
Position 1260: 0.0017143198020935272
Position 484: 0.001641429818013951
Position 1518: 0.0012197977467480546
Position 4768: 0.0009661076185116362
Position 2478: 0.0008435072903781469
Position 1774: 0.0007246947610060162
Position 3252: 0.0006569070010406837
Position 5258: 0.0006109230483415267
Position 815: 0.0006061377113600276
Position 162: 0.0005260907051736446
Position 1720: 0.0002846284599127923
Position 1549: 0.0002828698042058673
Position 4607: 0.00026031988231326164
Position 4541: 0.00022268638001194616
Position 3140: 0.00022244138441608475
Position 239: 0.00018138176690970254
Position 1231: 0.00010021146499994269
Position 522: 3.804636986297124e-05
Position 221: 3.642900906954365e-05
Position 18: 3.2915048545353676e-05
Position 1067: 2.719698199166771e-05
Position 1268: 9.856694294421023e-06
Position 73: 7.83676203771603e-06
Position 45: 5.38567443720835e-06
Position 120: 4.274612001709719e-06
Position 1164: 3.7129812227594024e-06
Position 848: 3.491066996903766e-06
Position 659: 3.3673414571061547e-06
Position 378: 2.192956748290475e-06
Position 3713: 1.7692178492167341e-06
Position 1206: 1.4227224206652728e-06
Position 936: 1.1872132220732412e-06
Position 1569: 1.1126213044386916e-06
Position 1233: 1.0428578347213035e-06
Position 440: 1.0231218972330784e-06
Position 2522: 9.362912419654334e-07
Position 2564: 6.84701189560635e-07
Position 554: 5.722721291438188e-07
Position 840: 5.645002474038348e-07
Position 1281: 1.4155490523218118e-07
Position 1182: 1.1325525055252054e-07
Position 482: 1.0289008492724886e-07
Position 916: 4.970321327550496e-08
Position 230: 4.871599856092372e-08
Position 16: 4.7440056540122554e-08
Position 434: 3.977218775986856e-08
Position 1177: 3.408207052041345e-08
Position 576: 1.990130218432338e-08
Position 1017: 1.454168266521399e-08
Position 2119: 1.392092424095555e-08
Position 299: 9.125111382873298e-10
Position 164: 6.840662833338173e-10
Position 338: 6.579402607910872e-10
Position 292: 7.696781832080441e-11
Position 347: 1.7140995788061368e-11
Position 638: 9.74139828665897e-12
Position 460: 4.550516029849653e-12
Position 393: 1.9047423843469563e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13121: 0.5340166631429455
Position 3413: 0.43962940278143003
Position 11259: 0.2645174589372483
Position 4512: 0.15864376472068809
Position 9028: 0.1201139938188317
Position 3499: 0.06558351655327511
Position 4941: 0.04479297430901637
Position 3002: 0.04309535260185805
Position 3667: 0.03358977224619741
Position 4009: 0.03326311060481491
Position 9999: 0.030969103367525397
Position 6905: 0.02682733973628237
Position 4094: 0.026112148392675557
Position 9641: 0.024121561388767577
Position 1349: 0.022870525346394995
Position 1593: 0.022575563346445306
Position 3903: 0.018239828223323228
Position 8876: 0.017565697181067874
Position 6977: 0.016753519399937338
Position 6699: 0.01517146811992629
Position 10694: 0.014562433796281209
Position 4126: 0.014471833956488427
Position 3328: 0.012435594970187378
Position 3925: 0.009977108120270728
Position 12630: 0.009407908410128932
Position 1613: 0.009388260227452958
Position 3875: 0.008765393234970888
Position 1646: 0.00868958093754351
Position 411: 0.006031489700062837
Position 4476: 0.004148120139440267
Position 5990: 0.003555653275008519
Position 2262: 0.002732743227350276
Position 3354: 0.0023198793930529096
Position 3022: 0.0022754681996760254
Position 3775: 0.0022690649039097065
Position 2918: 0.002266073993540519
Position 159: 0.002239925471252487
