Gene = RP11-216L13.16
index = 1164
Annotated 5SS: [  60 1030 2610 3284 3814 4115 5667 6573 7618 8504]
Annotated 3SS: [ 889 2538 3172 3711 4088 5490 6432 7509 8404 8899]
SMsplice 5SS: [  60 1030 3284 3814 7202 8504]
SMsplice 3SS: [ 934 3172 3711 7091 8404 8899]
top_k =  500
Partition function (log Z): 8.196497394365196

Sorted 5' Splice Sites (High to Low Probability):
Position 3814: 0.9968002130919282
Position 8504: 0.950054717844115
Position 3284: 0.9460669369029873
Position 1030: 0.9189481730342867
Position 60: 0.9049370495581782
Position 7202: 0.7715991205519123
Position 6573: 0.7517947383477402
Position 1733: 0.4683715244087636
Position 2610: 0.4671687716237847
Position 7618: 0.33095133620162914
Position 5667: 0.29212807714033395
Position 7707: 0.20471939374910664
Position 7841: 0.15639304889836822
Position 5619: 0.1491148200962353
Position 1803: 0.13000054076933312
Position 2880: 0.06826616947256188
Position 4115: 0.06445776616142447
Position 2995: 0.062290571679908376
Position 9027: 0.05770824574031878
Position 1541: 0.04460635568409755
Position 2394: 0.029232670524571406
Position 3621: 0.022337109692282163
Position 7904: 0.022137620494558335
Position 3323: 0.02020792014784498
Position 6798: 0.015780913851538226
Position 7948: 0.014252016346745998
Position 9034: 0.013178577549419285
Position 2476: 0.012615576906254157
Position 3401: 0.01158497078830713
Position 7657: 0.007912281366550292
Position 636: 0.007833055862717427
Position 2815: 0.007236899489396548
Position 2512: 0.0072196164960113265
Position 9044: 0.006587628209423408
Position 2723: 0.0063546812493019186
Position 3440: 0.006327705343321165
Position 3308: 0.00590214927118475
Position 499: 0.004706745037322928
Position 7015: 0.004615321666604006
Position 6171: 0.0045003182938993915
Position 6844: 0.004482479915533256
Position 4310: 0.004365148906761548
Position 6529: 0.00420846780899088
Position 5366: 0.003766802157987927
Position 904: 0.003683178484146026
Position 1536: 0.0032806634114307173
Position 8236: 0.003263725709767344
Position 8787: 0.0031389895363686847
Position 2831: 0.0026514277293795047
Position 1328: 0.0024732267171472524
Position 9974: 0.0024506095044879547
Position 7019: 0.0022212076726225633
Position 3362: 0.0021392007491674065
Position 4732: 0.002080222885356666
Position 2841: 0.001925826665693447
Position 6751: 0.0018598958676627356
Position 4274: 0.0017667432585317354
Position 798: 0.0016747339521890774
Position 4187: 0.001603148160046318
Position 8784: 0.0015672963285855465
Position 4725: 0.0015202170669510828
Position 3478: 0.0014419532148039899
Position 7411: 0.0014108987323274982
Position 5226: 0.001195337353421134
Position 2820: 0.0009822970388157744
Position 5630: 0.0009057165382236659
Position 1674: 0.0008710600996564884
Position 2336: 0.0008559257452220283
Position 77: 0.0008167068512514548
Position 6523: 0.0007563207625844719
Position 567: 0.0006866886998888024
Position 1520: 0.0006651946322934585
Position 9838: 0.0005640266313876128
Position 6447: 0.000537258160171567
Position 4191: 0.0005204952245187922
Position 311: 0.00041385009018117113
Position 3583: 0.0004011215184985651
Position 3295: 0.00034865369661714714
Position 659: 0.0003443233018769949
Position 4163: 0.00032307513724073286
Position 9003: 0.00026169290293567615
Position 5020: 0.00025282460222471613
Position 12: 0.0002280931982986336
Position 288: 0.00019042817853730706
Position 244: 0.00017019155105478767
Position 741: 0.00016651884158604263
Position 3279: 0.00016265829495900556
Position 1235: 0.00016185865965338982
Position 4255: 0.00014827358085216038
Position 344: 0.00014670819807725924
Position 306: 0.0001466954559236155
Position 3288: 0.00014235702933839634
Position 2348: 0.00013517510848976548
Position 532: 0.00012038650968600179
Position 689: 0.0001108050953711587
Position 90: 0.00010444692494646632
Position 980: 7.510678191281483e-05
Position 771: 6.639624724074874e-05
Position 560: 5.8046062448846536e-05
Position 1606: 5.710606669874706e-05
Position 827: 4.993378108810471e-05
Position 167: 4.579861395312866e-05
Position 6: 4.448818190406509e-05
Position 2516: 4.3992497410995397e-05
Position 1034: 4.185095028387875e-05
Position 35: 2.9928022605927694e-05
Position 1418: 2.8181002097514647e-05
Position 230: 2.753113101000245e-05
Position 304: 2.1136793226424007e-05
Position 576: 1.8161348162954648e-05
Position 7648: 1.4970223828531377e-05
Position 1306: 1.3474368814683478e-05
Position 3883: 1.2416839885789508e-05
Position 3981: 1.1799499181880191e-05
Position 1451: 1.0284295283273324e-05
Position 3875: 9.790997263026415e-06
Position 3856: 9.270963556023684e-06
Position 32: 8.904349148416526e-06
Position 697: 8.816970263642173e-06
Position 1630: 7.81754563155873e-06
Position 779: 6.993895784281324e-06
Position 178: 6.385058144160083e-06
Position 1883: 3.449191987062473e-06
Position 1626: 2.446125779818643e-06
Position 1090: 8.743021213342377e-07
Position 1042: 7.894675453116186e-07
Position 3818: 5.23279449521468e-07
Position 4021: 3.645694611476038e-07
Position 4221: 1.409604705210711e-07
Position 977: 1.1213237904404665e-07
Position 7890: 8.636983583836262e-08
Position 974: 5.889166875428914e-08
Position 65: 2.981759685394017e-09
Position 397: 8.981794979735007e-10
Position 30: 2.616107161973148e-10
Position 198: 3.546523420448605e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3711: 0.9634585424401887
Position 8404: 0.9311310862113144
Position 7091: 0.7551725034850603
Position 3172: 0.6914258696133889
Position 7509: 0.6595945633873583
Position 8899: 0.48182554241533515
Position 1649: 0.4643511065726278
Position 5490: 0.44158904742258526
Position 934: 0.42689889750148097
Position 2538: 0.41618715789019217
Position 889: 0.378062782645881
Position 6257: 0.2165652347001622
Position 6432: 0.19093137147027903
Position 9214: 0.18661523623463197
Position 8681: 0.1479660321435864
Position 3102: 0.12905572452504094
Position 6477: 0.12390534771414981
Position 3178: 0.1137099875172552
Position 6439: 0.11304690606792257
Position 1695: 0.09092732067877925
Position 2393: 0.07181589916503672
Position 6362: 0.06516085034536545
Position 9697: 0.05962689483038178
Position 2285: 0.05750758226469409
Position 3215: 0.03850940622395576
Position 7747: 0.03827603595636111
Position 2655: 0.038108848220483264
Position 4088: 0.03740583795743157
Position 9692: 0.03639700570369779
Position 10174: 0.03155929226422882
Position 3668: 0.031331991294179906
Position 7552: 0.02463090871648495
Position 4066: 0.021874141544654595
Position 1359: 0.019550354743124155
Position 3533: 0.01952862044199198
Position 3240: 0.018728372991933393
Position 1385: 0.01730597473490727
Position 8408: 0.017178217411739728
Position 7067: 0.016677553358782477
Position 10138: 0.01652966362642581
Position 1490: 0.015995791413996898
Position 2964: 0.015829568944192827
Position 8756: 0.01560722563127149
Position 9313: 0.015183153142911642
Position 6202: 0.015091604573744115
Position 2362: 0.01468258903920951
Position 1234: 0.013735471462652376
Position 2879: 0.013565705239121281
Position 6715: 0.012709958686261687
Position 6494: 0.012307550057125614
Position 952: 0.012247091488548578
Position 10186: 0.011999189800969366
Position 2802: 0.011548008834622193
Position 2288: 0.011258532090516431
Position 949: 0.011081555531218252
Position 8606: 0.010848631253576801
Position 7483: 0.00965921066789802
Position 8696: 0.009335724500931333
Position 1024: 0.008727708576985543
Position 6268: 0.00855529113396374
Position 6879: 0.008119086118139423
Position 6235: 0.0071864774532064725
Position 9394: 0.007147842867244317
Position 8974: 0.006949479050991475
Position 6673: 0.006345705678948091
Position 995: 0.0063274114653157285
Position 7752: 0.00610998121896803
Position 4011: 0.005666595482412395
Position 1574: 0.005647010551202153
Position 2799: 0.004931632777178918
Position 6569: 0.004693969887168795
Position 1321: 0.0046835534721827
Position 9928: 0.004575608137628908
Position 1587: 0.004078300655794319
Position 2679: 0.004032811389062454
Position 8620: 0.0037868525933170577
Position 1652: 0.0035872914911669867
Position 8865: 0.0034148734079643044
Position 9182: 0.00339020994441836
Position 8020: 0.003375398737094382
Position 8862: 0.0030374549432520795
Position 9745: 0.0029382813167354448
Position 6614: 0.0029198069459239278
Position 8660: 0.0028851473923983077
Position 3545: 0.0028348680444832165
Position 3926: 0.0026460577045324327
Position 8478: 0.0025096905448155848
Position 7269: 0.0024865704640621967
Position 1801: 0.0023738251208532614
Position 3646: 0.002328400798918927
Position 5161: 0.0022640740517009973
Position 2638: 0.002100230999960241
Position 7438: 0.002067229015869046
Position 1409: 0.002001403924278175
Position 875: 0.001993938968408776
Position 7625: 0.0019731787896529636
Position 3981: 0.0019005865383451845
Position 6103: 0.0016844942098168112
Position 4310: 0.0016638802032526226
Position 6056: 0.001565451056432656
Position 2712: 0.0015607910436485324
Position 9722: 0.0015003889528028666
Position 3133: 0.001485104009186549
Position 1623: 0.001392429777712852
Position 4070: 0.001383975342922224
Position 10007: 0.001372513430015647
Position 2578: 0.0013369234295656657
Position 9043: 0.0013305179370532818
Position 5102: 0.0012939914725232024
Position 9580: 0.001262434007987522
Position 5990: 0.0012503730276499244
Position 4588: 0.001206917196254729
Position 10103: 0.0011828363207608177
Position 8732: 0.001131319965317418
Position 2388: 0.0011236815600116218
Position 9368: 0.0010970173238202573
Position 5337: 0.0010225274126529668
Position 9095: 0.0009993745590641534
Position 1182: 0.0009992432508538144
Position 1609: 0.0009518154160916717
Position 2932: 0.0009198441808371102
Position 7802: 0.000899945217000244
Position 2664: 0.0008935948550384054
Position 1771: 0.0007467717130296377
Position 4244: 0.0007413129278811713
Position 5188: 0.0007016806005883546
Position 1471: 0.0006511548802931594
Position 3675: 0.0006348202064018656
Position 7113: 0.0006317663777607991
Position 2708: 0.0006312952713978588
Position 9172: 0.0005090640876130041
Position 5504: 0.0004677454757817395
Position 8500: 0.000419585491503589
Position 142: 0.00040196244888579465
Position 8795: 0.00037502636046043785
Position 3566: 0.0003579568998146309
Position 1356: 0.00034627792804266044
Position 1388: 0.00031299162635524766
Position 9364: 0.0003032153216043358
Position 7325: 0.0002862454994148336
Position 9221: 0.0002814116166230642
Position 4558: 0.00027005880751282456
Position 4569: 0.0002674692913456464
Position 4806: 0.000252824602224716
Position 2239: 0.00023390646140224097
Position 8715: 0.00017562587938474734
Position 8935: 0.0001750380618210191
Position 3937: 0.00016824678590987178
Position 4053: 0.00016594078291111541
Position 1626: 0.00015552057340233115
Position 4386: 0.0001308192339226595
Position 1533: 0.00011401079937208521
Position 3985: 0.00010066331131754787
Position 7039: 9.776428687123096e-05
Position 206: 9.631160498731474e-05
Position 4503: 9.35698100159909e-05
Position 3582: 9.22923050650415e-05
Position 1203: 9.198402467366519e-05
Position 812: 9.053439876112973e-05
Position 1706: 8.376441786752901e-05
Position 1732: 8.268719051068735e-05
Position 1063: 7.608168750583857e-05
Position 3758: 6.881632428825292e-05
Position 2994: 5.981219252866222e-05
Position 840: 5.9596317230518035e-05
Position 4248: 4.8982875267711864e-05
Position 2522: 4.509493508394414e-05
Position 1494: 4.260830308238044e-05
Position 4187: 4.10457726606112e-05
Position 784: 3.812620651308415e-05
Position 4602: 3.6558329499625004e-05
Position 4463: 3.400719705383895e-05
Position 961: 2.5874143641179985e-05
Position 7463: 2.3807350916607758e-05
Position 1654: 2.1979321774647055e-05
Position 1592: 2.0748631145389473e-05
Position 583: 1.6520885944342598e-05
Position 2420: 1.3817165990032497e-05
Position 589: 1.1012170010228803e-05
Position 854: 8.145833822622941e-06
Position 3726: 7.783894086309788e-06
Position 3788: 7.11524033038743e-06
Position 847: 6.639877565663405e-06
Position 702: 6.296018963740337e-06
Position 833: 5.975759556213442e-06
Position 716: 5.966662470655186e-06
Position 438: 4.9954629048179195e-06
Position 1713: 4.739707212397284e-06
Position 385: 4.4761636348111395e-06
Position 3722: 4.38258778303255e-06
Position 805: 4.2135399976452525e-06
Position 1332: 3.9072157454441674e-06
Position 1549: 3.453715639889158e-06
Position 400: 2.894105471768199e-06
Position 148: 2.8738199023746866e-06
Position 2423: 2.314834798214104e-06
Position 3791: 2.2836909884207206e-06
Position 1184: 2.216494794431137e-06
Position 797: 2.198600334685121e-06
Position 825: 1.920024965973201e-06
Position 818: 1.9034482308955242e-06
Position 754: 1.7199040975906443e-06
Position 526: 1.267334246095912e-06
Position 347: 1.0364755993746955e-06
Position 309: 1.010435491023043e-06
Position 294: 9.203950695205273e-07
Position 392: 8.848408080480415e-07
Position 3766: 7.600844483874912e-07
Position 1067: 7.353268899632331e-07
Position 3677: 5.619198718120024e-07
Position 126: 5.219445093899579e-07
Position 483: 5.121330844837619e-07
Position 491: 5.017743395656339e-07
Position 219: 4.7307857380686734e-07
Position 3794: 4.504560531908902e-07
Position 535: 3.215635174424737e-07
Position 178: 2.7049605884298274e-07
Position 210: 2.5343127861446495e-07
Position 415: 2.394281800507993e-07
Position 167: 2.338095313818603e-07
Position 153: 1.9563879118871527e-07
Position 4105: 1.7618371302827973e-07
Position 3889: 1.7568005291164867e-07
Position 3940: 1.7474675068238223e-07
Position 612: 1.6758715225221433e-07
Position 187: 1.465237336827112e-07
Position 423: 1.4274467543390206e-07
Position 370: 1.4128658392143795e-07
Position 474: 1.2850471754353776e-07
Position 506: 1.2575068939169515e-07
Position 790: 1.1518534013722196e-07
Position 732: 1.1427197864195773e-07
Position 453: 1.0454538418519768e-07
Position 430: 1.0018122198376845e-07
Position 725: 8.903096960369198e-08
Position 224: 8.503687141118685e-08
Position 325: 7.075503491733821e-08
Position 340: 6.440938258132334e-08
Position 617: 6.031613155835645e-08
Position 566: 5.921807057591162e-08
Position 777: 5.611838982575014e-08
Position 408: 5.236646011299202e-08
Position 363: 5.133204481060178e-08
Position 332: 4.6831264950746774e-08
Position 513: 4.573015862725128e-08
Position 257: 4.421821284871293e-08
Position 551: 4.3425098124193464e-08
Position 1051: 4.190515239398962e-08
Position 544: 4.1173824234931145e-08
Position 3944: 4.08896590758892e-08
Position 709: 3.703256359247418e-08
Position 250: 3.596289604447557e-08
Position 635: 3.554516223268501e-08
Position 528: 3.4402870646526324e-08
Position 498: 3.3823368570483575e-08
Position 469: 3.376899254404505e-08
Position 280: 2.8921745855919872e-08
Position 596: 2.5719658942617384e-08
Position 619: 2.131958199066882e-08
Position 446: 1.9474158836922812e-08
Position 679: 1.7425956841873943e-08
Position 649: 1.6078421143243133e-08
Position 739: 1.5305074727072572e-08
Position 761: 9.518749227518501e-09
Position 117: 9.297300408900556e-09
Position 558: 7.5741147510723e-09
Position 695: 7.193964103254485e-09
Position 4212: 6.3174593053140295e-09
Position 747: 5.898849158512982e-09
Position 355: 4.575514286031545e-09
Position 604: 4.4778694206000855e-09
Position 672: 4.433230709578331e-09
Position 476: 4.275837874801724e-09
Position 242: 4.254630448199894e-09
Position 198: 4.0110347166379355e-09
Position 302: 3.964661332630891e-09
Position 158: 3.043509076635988e-09
