Gene = PARS2
index = 1000
Annotated 5SS: [54]
Annotated 3SS: [5323]
SMsplice 5SS: [ 395 5421 5581 6896]
SMsplice 3SS: [5323 5493 6813 6984]
top_k =  500
Partition function (log Z): -6.375810674249745

Sorted 5' Splice Sites (High to Low Probability):
Position 5581: 0.7233441132819424
Position 6896: 0.68031115442515
Position 5421: 0.5806923562312948
Position 395: 0.488026397205488
Position 54: 0.40897903970312655
Position 6716: 0.18786816828727534
Position 5555: 0.18105874582964776
Position 3994: 0.12762387049521992
Position 4932: 0.10803592123111708
Position 5151: 0.09714158883051799
Position 660: 0.0650531875452258
Position 5158: 0.0483734409025115
Position 714: 0.04617846523400592
Position 4070: 0.04406166958666358
Position 7131: 0.043062867517652245
Position 1355: 0.03948253119347956
Position 6697: 0.03319924844650025
Position 1288: 0.021788162775691552
Position 383: 0.021063182356342545
Position 5751: 0.020966274981101398
Position 2650: 0.01909072321721818
Position 3177: 0.017440442631049668
Position 64: 0.01266386559281846
Position 151: 0.01171590875357839
Position 3145: 0.011575464120230774
Position 1313: 0.010457394429368778
Position 777: 0.009938003464508363
Position 6271: 0.009303589364296504
Position 122: 0.007554684217433658
Position 773: 0.0068049210815001124
Position 2787: 0.006727211214754865
Position 5436: 0.00610204550163323
Position 6494: 0.005969260444308689
Position 6028: 0.005788208426936886
Position 4382: 0.005569795352966389
Position 1403: 0.004625056918057326
Position 3299: 0.004509471192513129
Position 58: 0.0034589349448548856
Position 5324: 0.0029329069963989086
Position 5635: 0.0029315501211527547
Position 1194: 0.0022392825207058395
Position 3341: 0.0016853341928636683
Position 6721: 0.0010611933141100331
Position 5518: 0.0007454089943270802
Position 6082: 0.0005203545531423828
Position 7267: 0.0004190714465572826
Position 571: 0.0003945599262843219
Position 6906: 0.00029074148595787785
Position 2893: 0.0002817490579982388
Position 149: 0.000158118912635374
Position 284: 0.00013325611080012697
Position 681: 0.00010676682959054998
Position 499: 0.00010429812029609438
Position 68: 0.0001010129708247273
Position 1464: 2.643208000646553e-05
