Gene = AUNIP
index = 119
Annotated 5SS: [  133 22000]
Annotated 3SS: [21857 23565]
SMsplice 5SS: [  133 13895 22000]
SMsplice 3SS: [13804 21857 23565]
top_k =  500
Partition function (log Z): -15.410925415947968

Sorted 5' Splice Sites (High to Low Probability):
Position 13895: 0.8603325440497044
Position 22000: 0.7620619456611317
Position 133: 0.6665516637111597
Position 170: 0.33114908388435654
Position 9110: 0.007810861320786512
Position 4112: 0.0038664963941908263
Position 11219: 0.0022082297489677363
Position 7813: 0.0018644997629316826
Position 185: 0.0017379603191298178
Position 2020: 0.0016533059281254486
Position 3623: 0.0016120578879119474
Position 8690: 0.0011599618673701162
Position 4611: 0.00113950583168416
Position 13907: 0.0009848903442277947
Position 9048: 0.0008201729273011437
Position 6131: 0.0006577818643030316
Position 9168: 0.000591006614663197
Position 601: 0.00046737752639870966
Position 2380: 0.00014247638910862886
Position 371: 8.06176319031872e-05
Position 5050: 6.193545292998968e-05
Position 400: 5.480384983923687e-05
Position 908: 5.3830657926187785e-05
Position 1145: 5.1058409313467036e-05
Position 3880: 5.060500791022402e-05
Position 5669: 4.453697554876347e-05
Position 3823: 4.114087562153713e-05
Position 5520: 3.983263146926731e-05
Position 4212: 2.686097343616453e-05
Position 2565: 2.587863901197853e-05
Position 297: 2.5722329400462387e-05
Position 5630: 2.4782736107353295e-05
Position 5420: 2.109096275454248e-05
Position 5459: 1.8659450489017846e-05
Position 127: 3.5493229833815605e-06
Position 800: 1.974570462499028e-06
Position 548: 1.0657360793745266e-06
Position 394: 3.7790029814775935e-09
Position 286: 2.8669531800070505e-09
Position 93: 1.7297212852645087e-09
Position 487: 1.3672623405689755e-09
Position 358: 1.1060587861138068e-09
Position 40: 6.499854215651602e-10
Position 232: 2.2566153322101744e-10
Position 199: 1.622269934781221e-10
Position 91: 1.6216717947435724e-10
Position 158: 9.65571658489005e-11
Position 422: 7.511118062116538e-11
Position 283: 1.5904593382720128e-14
Position 256: 3.843912915104189e-15
Position 26: 2.171785331014516e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 13804: 0.8711850129042527
Position 21857: 0.8100933408076969
Position 23565: 0.37217822639174514
Position 22477: 0.1973353457083088
Position 22849: 0.19254837356107787
Position 12492: 0.041394768505600574
Position 14101: 0.015224793723391078
Position 5824: 0.014571585567823541
Position 16969: 0.01382165260285164
Position 8954: 0.0133063895422244
Position 19063: 0.011397127293986854
Position 12461: 0.009525054115129253
Position 16242: 0.008642709887093298
Position 10931: 0.00789777478558463
Position 15644: 0.007723332145818298
Position 8910: 0.006398382035156806
Position 14452: 0.00567188526877364
Position 17098: 0.004489553983182822
Position 5205: 0.0034092356247268085
Position 3957: 0.003156847983384488
Position 16132: 0.0023588391824282172
Position 9205: 0.0019887297793337922
Position 5536: 0.0018420419841128298
Position 1897: 0.0018091096848795794
Position 3984: 0.0017502090470133944
Position 10546: 0.0016685423739386618
