Gene = S100A16
index = 1220
Annotated 5SS: [ 160 1339]
Annotated 3SS: [1159 1644]
SMsplice 5SS: [ 160 1339]
SMsplice 3SS: [1159 1644]
top_k =  500
Partition function (log Z): 0.9439047337857388

Sorted 5' Splice Sites (High to Low Probability):
Position 1339: 0.995709885471292
Position 160: 0.9116321402563469
Position 439: 0.4779346916636849
Position 787: 0.036415152735313226
Position 1090: 0.028188279339814482
Position 1977: 0.02304025876382976
Position 345: 0.02226806315027868
Position 1725: 0.013060965599649942
Position 1957: 0.01156040034053925
Position 313: 0.010203021226042205
Position 166: 0.00990876761974602
Position 820: 0.00976514147188308
Position 1853: 0.004474200140013606
Position 449: 0.0044331603525029194
Position 453: 0.004052593935128579
Position 808: 0.0030565809180286957
Position 29: 0.0029727285504250905
Position 413: 0.0028229468821662595
Position 1514: 0.002802132806731722
Position 1111: 0.0025038981392446025
Position 856: 0.0017827714924445756
Position 353: 0.0007265788178527748
Position 601: 0.0006850442583731191
Position 1094: 0.0006434089127356055
Position 195: 0.0005271433175164889
Position 50: 0.0005198950673422935
Position 2035: 0.0003160563446458103
Position 447: 0.0002841129524227765
Position 1335: 0.0002757801713281403
Position 1569: 0.00014401134579678478
Position 528: 6.893844179428208e-05
Position 112: 6.709652243773234e-05
Position 692: 5.987161989533502e-05
Position 385: 4.2472113738462824e-05
Position 2161: 3.695886704740634e-05
Position 944: 3.238706746064223e-05
Position 2080: 2.3107928119637698e-05
Position 118: 2.032784982900576e-05
Position 1260: 1.93083163475233e-05
Position 1949: 8.234360532558246e-06
Position 1582: 8.133676707189262e-06
Position 11: 4.962513899171455e-06
Position 469: 3.1190394941448617e-06
Position 518: 2.0973071652435316e-06
Position 328: 1.8221293225523048e-06
Position 459: 1.8205261181568894e-06
Position 394: 1.681438813189794e-06
Position 387: 1.6343956428550688e-06
Position 228: 1.4822356231155748e-06
Position 362: 1.3947189835871907e-06
Position 222: 1.275698124535775e-06
Position 479: 1.1051741615041254e-06
Position 47: 9.653599288717648e-07
Position 131: 9.460462252467998e-07
Position 90: 7.445961002635652e-07
Position 1270: 2.2594479731592426e-07
Position 264: 1.9129073750990006e-07
Position 1120: 1.467171218030964e-07
Position 236: 8.295412344013173e-08
Position 126: 7.667409859466556e-08
Position 298: 5.601647419456812e-08
Position 206: 3.817413120065111e-08
Position 1188: 3.495117671579706e-08
Position 252: 1.1791117559970595e-08
Position 375: 2.305197737527534e-10
Position 461: 1.9538344109914795e-10
Position 330: 5.417664568926862e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1644: 0.974798155850582
Position 1159: 0.8654056430210125
Position 262: 0.29524250729199253
Position 1172: 0.10034580259954044
Position 306: 0.08592566415164025
Position 590: 0.04704199905216136
Position 2160: 0.04394132464441431
Position 375: 0.038243620602735784
Position 1049: 0.026616888412806426
Position 309: 0.015708062551991666
Position 994: 0.008309169902282422
Position 1169: 0.0072186581605675005
Position 2200: 0.006895606511317411
Position 267: 0.0060984967868281375
Position 1920: 0.005555549893990273
Position 889: 0.005260389910893359
Position 1265: 0.005165346548016609
Position 324: 0.004820096468779915
Position 1618: 0.0033578774756440554
Position 859: 0.0029190609386008644
Position 1865: 0.0027625371356183506
Position 1443: 0.0026392637774415788
Position 392: 0.0024454241278141684
Position 2085: 0.002120759176285586
Position 1495: 0.001739162203698039
Position 756: 0.0016688213420019843
Position 1580: 0.0016631964494376705
Position 1651: 0.0015996367835950916
Position 1212: 0.001591253368236967
Position 2002: 0.0014576895451092631
Position 328: 0.0014394104884975284
Position 1260: 0.001325727541137399
Position 1479: 0.0012821380479910625
Position 2264: 0.0011391430885357328
Position 1540: 0.0011086113189075035
Position 394: 0.0007169228045102994
Position 486: 0.0007105688881240814
Position 149: 0.0006894857768114654
Position 1828: 0.0006498422734508182
Position 1894: 0.0005696832656305838
Position 920: 0.0005398813270747502
Position 2066: 0.0004543312091409731
Position 1461: 0.0004011443625758592
Position 765: 0.0003940671903891086
Position 873: 0.00038976460578151454
Position 351: 0.0003001302119277891
Position 273: 0.00029919040272318066
Position 102: 0.0002552497983292025
Position 2039: 0.00020752798047597986
Position 1969: 0.0001966760960007696
Position 596: 0.00018357704887464243
Position 1427: 0.0001790574402772061
Position 1741: 0.00017435309087973197
Position 2165: 0.00012357461462529935
Position 1178: 0.000100037281880195
Position 698: 6.819372146529692e-05
Position 2178: 6.477359004240766e-05
Position 1056: 6.381651877115302e-05
Position 2308: 5.670591913494113e-05
Position 405: 5.283383548752199e-05
Position 349: 5.0594813052595645e-05
Position 1782: 5.0248179623177224e-05
Position 264: 4.61197777417159e-05
Position 1545: 3.2519080872271355e-05
Position 1715: 3.1478561410410184e-05
Position 1878: 3.142998305629558e-05
Position 600: 2.901536509016798e-05
Position 1314: 2.2729880388413185e-05
Position 2017: 1.9406714276292816e-05
Position 631: 1.8692233717742452e-05
Position 842: 1.687152818449301e-05
Position 844: 1.680366426979891e-05
Position 1110: 1.4460871621791313e-05
Position 1674: 1.2939189820220209e-05
Position 1548: 1.1993182678153397e-05
Position 1683: 1.0285862962775192e-05
Position 1504: 7.079193482792586e-06
Position 1408: 4.414874428351613e-06
Position 438: 1.316425904874438e-06
Position 539: 4.936357690057098e-08
Position 702: 1.268013111097037e-08
Position 206: 9.245554511661605e-09
Position 202: 8.724307297600749e-09
Position 499: 6.477465179747593e-10
Position 164: 4.54732594771961e-10
Position 175: 3.19152440956403e-12
