Gene = AP5Z1
index = 88
Annotated 5SS: [  135  5691  6133  7839  8177  8750  9427  9831 10063 10807 12155 12673
 13330 14308 14970 15266]
Annotated 3SS: [ 5552  5945  7693  8066  8580  9285  9792  9899 10627 12011 12531 13217
 14209 14836 15050 15492]
SMsplice 5SS: [  135  5691  7839  8177  8750  9427  9831 10063 10807 11051 12155 12673
 13330 14308 14970 15266]
SMsplice 3SS: [ 5552  7693  8066  8580  9285  9792  9899 10627 10877 11973 12531 13217
 14209 14836 15050 15492]
top_k =  500
Partition function (log Z): 31.09734219574895

Sorted 5' Splice Sites (High to Low Probability):
Position 12673: 0.988027333158445
Position 12155: 0.9867228561456904
Position 5691: 0.9763021206468905
Position 135: 0.9525944416329765
Position 13330: 0.9497674099094948
Position 11051: 0.9412787546819482
Position 8177: 0.9371723337054901
Position 8750: 0.9361093711541959
Position 14308: 0.9163288179662287
Position 14970: 0.7601485138592069
Position 10807: 0.7067755740186676
Position 10063: 0.6921422393660146
Position 13695: 0.6792047137338613
Position 9427: 0.6507956443173376
Position 9831: 0.6120482251419471
Position 7839: 0.5591531615691714
Position 15266: 0.5386350211880341
Position 6133: 0.3149457051119064
Position 9999: 0.292410499265265
Position 7076: 0.20261220042374836
Position 7344: 0.18696448013659323
Position 13044: 0.13232225636455458
Position 15188: 0.10920061448302426
Position 10322: 0.10630371886243349
Position 274: 0.10070776052553687
Position 10503: 0.08882316566862711
Position 14287: 0.0817818809649122
Position 302: 0.07139971528445267
Position 365: 0.056325326229344254
Position 10846: 0.05242572258256391
Position 14538: 0.04822533703157281
Position 14670: 0.047626237491573804
Position 15153: 0.0443836471875018
Position 6016: 0.039649121220458924
Position 15201: 0.03837231227865605
Position 7805: 0.03052431649577973
Position 13881: 0.03049736092093873
Position 15719: 0.02919192357635824
Position 8427: 0.028906001906490616
Position 12430: 0.025392210603239988
Position 15273: 0.024721264030779035
Position 8790: 0.024662715062303796
Position 15369: 0.020535937697194626
Position 326: 0.019764875758761295
Position 2045: 0.017999491756549364
Position 13105: 0.014895026327596395
Position 15659: 0.014616746398697342
Position 15376: 0.014162555169338445
